team,team_id,team_code,confederation,tournament,tournament_id,year,player_name,player_id,position,pos_code,shirt_number,date_of_birth,age,club,club_country,caps,goals
Argentina,ARG,ARG,CONMEBOL,1978 FIFA Men's World Cup,WC-1978,1978,Alberto Tarantini,P-54098,defender,DF,20,1955-12-03,22,Birmingham City,England,11,1
Argentina,ARG,ARG,CONMEBOL,1978 FIFA Men's World Cup,WC-1978,1978,Américo Gallego,P-99593,midfielder,MF,6,1955-04-25,23,Newell's Old Boys Rosario,Argentina,13,1
Argentina,ARG,ARG,CONMEBOL,1978 FIFA Men's World Cup,WC-1978,1978,Daniel Bertoni,P-61157,forward,FW,4,1955-03-14,23,Sevilla FC,Spain,7,2
Argentina,ARG,ARG,CONMEBOL,1978 FIFA Men's World Cup,WC-1978,1978,Daniel Killer,P-30336,defender,DF,11,1949-12-21,28,Racing Club Avellaneda,Argentina,1,0
Argentina,ARG,ARG,CONMEBOL,1978 FIFA Men's World Cup,WC-1978,1978,Daniel Passarella,P-80376,defender,DF,19,1953-05-25,25,River Plate Buenos Aires,Argentina,13,4
Argentina,ARG,ARG,CONMEBOL,1978 FIFA Men's World Cup,WC-1978,1978,Héctor Baley,P-45593,goal keeper,GK,3,1950-11-16,27,Independiente Avellaneda,Argentina,1,0
Argentina,ARG,ARG,CONMEBOL,1978 FIFA Men's World Cup,WC-1978,1978,Jorge Olguín,P-06976,defender,DF,15,1952-05-17,26,San Lorenzo Almagro,Argentina,10,0
Argentina,ARG,ARG,CONMEBOL,1978 FIFA Men's World Cup,WC-1978,1978,José Daniel Valencia,P-62351,midfielder,MF,21,1955-10-03,22,,,,
Argentina,ARG,ARG,CONMEBOL,1978 FIFA Men's World Cup,WC-1978,1978,Leopoldo Luque,P-26640,forward,FW,14,1949-05-03,29,River Plate Buenos Aires,Argentina,11,7
Argentina,ARG,ARG,CONMEBOL,1978 FIFA Men's World Cup,WC-1978,1978,Luis Galván,P-03905,defender,DF,7,1948-02-24,30,Talleres Córdoba,Argentina,14,0
Argentina,ARG,ARG,CONMEBOL,1978 FIFA Men's World Cup,WC-1978,1978,Mario Kempes,P-35082,forward,FW,10,1954-07-15,23,Valencia CF,Spain,7,6
Argentina,ARG,ARG,CONMEBOL,1978 FIFA Men's World Cup,WC-1978,1978,Miguel Oviedo,P-45194,midfielder,MF,17,1950-10-12,27,,,,
Argentina,ARG,ARG,CONMEBOL,1978 FIFA Men's World Cup,WC-1978,1978,Norberto Alonso,P-44317,midfielder,MF,1,1953-01-04,25,River Plate Buenos Aires,Argentina,0,1
Argentina,ARG,ARG,CONMEBOL,1978 FIFA Men's World Cup,WC-1978,1978,Omar Larrosa,P-23168,midfielder,MF,12,1947-11-18,30,Independiente Avellaneda,Argentina,2,0
Argentina,ARG,ARG,CONMEBOL,1978 FIFA Men's World Cup,WC-1978,1978,Oscar Ortiz,P-34830,forward,FW,16,1953-04-08,25,River Plate Buenos Aires,Argentina,9,2
Argentina,ARG,ARG,CONMEBOL,1978 FIFA Men's World Cup,WC-1978,1978,Osvaldo Ardiles,P-66254,midfielder,MF,2,1952-08-03,25,Tottenham Hotspur,England,12,2
Argentina,ARG,ARG,CONMEBOL,1978 FIFA Men's World Cup,WC-1978,1978,René Houseman,P-04739,forward,FW,9,1953-07-19,24,Huracán Buenos Aires,Argentina,10,3
Argentina,ARG,ARG,CONMEBOL,1978 FIFA Men's World Cup,WC-1978,1978,Ricardo La Volpe,P-66065,goal keeper,GK,13,1952-02-06,26,,,,
Argentina,ARG,ARG,CONMEBOL,1978 FIFA Men's World Cup,WC-1978,1978,Ricardo Villa,P-12477,midfielder,MF,22,1952-08-18,25,Tottenham Hotspur,England,2,1
Argentina,ARG,ARG,CONMEBOL,1978 FIFA Men's World Cup,WC-1978,1978,Rubén Galván,P-21190,midfielder,MF,8,1952-04-07,26,Independiente Avellaneda,Argentina,1,0
Argentina,ARG,ARG,CONMEBOL,1978 FIFA Men's World Cup,WC-1978,1978,Rubén Pagnanini,P-01736,defender,DF,18,1949-01-31,29,Independiente Avellaneda,Argentina,4,1
Argentina,ARG,ARG,CONMEBOL,1978 FIFA Men's World Cup,WC-1978,1978,Ubaldo Fillol,P-25276,goal keeper,GK,5,1950-07-21,27,River Plate Buenos Aires,Argentina,13,0
Austria,AUT,AUT,UEFA,1978 FIFA Men's World Cup,WC-1978,1978,Bruno Pezzey,P-92720,defender,DF,5,1955-02-03,23,Eintracht Frankfurt,Germany,13,2
Austria,AUT,AUT,UEFA,1978 FIFA Men's World Cup,WC-1978,1978,Eduard Krieger,P-15636,midfielder,MF,12,1946-12-16,31,,,,
Austria,AUT,AUT,UEFA,1978 FIFA Men's World Cup,WC-1978,1978,Erich Obermayer,P-61365,defender,DF,3,1953-01-23,25,Austria Wien,Austria,12,1
Austria,AUT,AUT,UEFA,1978 FIFA Men's World Cup,WC-1978,1978,Ernst Baumeister,P-82507,midfielder,MF,20,1957-01-22,21,Austria Wien,Austria,0,0
Austria,AUT,AUT,UEFA,1978 FIFA Men's World Cup,WC-1978,1978,Erwin Fuchsbichler,P-40884,goal keeper,GK,21,1952-03-27,26,VÖESt Linz,Austria,2,0
Austria,AUT,AUT,UEFA,1978 FIFA Men's World Cup,WC-1978,1978,Franz Oberacher,P-75962,forward,FW,17,1954-03-24,24,SSW Innsbruck,Austria,2,0
Austria,AUT,AUT,UEFA,1978 FIFA Men's World Cup,WC-1978,1978,Friedrich Koncilia,P-62318,goal keeper,GK,1,1948-02-25,30,,,,
Austria,AUT,AUT,UEFA,1978 FIFA Men's World Cup,WC-1978,1978,Gerhard Breitenberger,P-49343,defender,DF,4,1954-10-14,23,Austria Salzburg,Austria,7,0
Austria,AUT,AUT,UEFA,1978 FIFA Men's World Cup,WC-1978,1978,Günther Happich,P-73149,midfielder,MF,13,1952-01-28,26,Rapid Wien,Austria,3,0
Austria,AUT,AUT,UEFA,1978 FIFA Men's World Cup,WC-1978,1978,Hans Krankl,P-52271,forward,FW,9,1953-02-14,25,FC Barcelona,Spain,13,6
Austria,AUT,AUT,UEFA,1978 FIFA Men's World Cup,WC-1978,1978,Hans Pirkner,P-82174,forward,FW,19,1946-03-25,32,First Vienna FC,Austria,0,0
Austria,AUT,AUT,UEFA,1978 FIFA Men's World Cup,WC-1978,1978,Heinrich Strasser,P-80182,defender,DF,14,1948-10-26,29,Admira Wacker Wien,Austria,6,0
Austria,AUT,AUT,UEFA,1978 FIFA Men's World Cup,WC-1978,1978,Herbert Prohaska,P-03451,midfielder,MF,8,1955-08-08,22,Austria Wien,Austria,13,0
Austria,AUT,AUT,UEFA,1978 FIFA Men's World Cup,WC-1978,1978,Heribert Weber,P-05699,defender,DF,15,1955-06-28,22,Rapid Wien,Austria,3,0
Austria,AUT,AUT,UEFA,1978 FIFA Men's World Cup,WC-1978,1978,Hubert Baumgartner,P-28170,goal keeper,GK,22,1955-02-25,23,Austria Wien,Austria,1,0
