tournament_id,match_id,match_number,date,tournament,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,team_score,opponent_score,result,city,country,neutral,team_elo_start,opponent_elo_start,team_elo_end,opponent_elo_end,team_elo_delta
,,,1953-09-24,Friendly,played,Cameroon,CMR,CMR,CAF,DR Congo,,,,FALSE,3,2,win,Léopoldville,Belgian Congo,FALSE,,,,,
,,,1956-01-02,Friendly,played,Cameroon,CMR,CMR,CAF,DR Congo,,,,FALSE,4,2,win,Léopoldville,Belgian Congo,FALSE,1442,1596,1466,1572,24
,,,1960-04-14,African Friendship Games,played,Cameroon,CMR,CMR,CAF,Djibouti,,,,TRUE,9,2,win,Tananarive,Madagascar,TRUE,,,,,
,,,1960-04-15,African Friendship Games,played,Cameroon,CMR,CMR,CAF,Mali,,,,TRUE,3,2,win,Tananarive,Madagascar,TRUE,,,,,
,,,1960-04-17,African Friendship Games,played,Cameroon,CMR,CMR,CAF,Congo,,,,TRUE,5,4,win,Tananarive,Madagascar,TRUE,,,,,
,,,1960-04-26,Friendly,played,Cameroon,CMR,CMR,CAF,Nigeria,NGA,NGA,CAF,TRUE,0,0,draw,Lomé,Togo,TRUE,1522,1645,1527,1640,5
,,,1961-12-26,African Friendship Games,played,Cameroon,CMR,CMR,CAF,Gabon,,,,TRUE,6,0,win,Abidjan,Ivory Coast,TRUE,1515,1371,1541,1345,26
,,,1961-12-27,African Friendship Games,played,Cameroon,CMR,CMR,CAF,Senegal,SEN,SEN,CAF,FALSE,0,4,loss,Abidjan,Ivory Coast,TRUE,1541,1599,1510,1630,-31
,,,1962-08-20,Friendly,played,Cameroon,CMR,CMR,CAF,Gabon,,,,FALSE,1,1,draw,Libreville,Gabon,FALSE,1510,1376,1509,1377,-1
,,,1962-12-08,Friendly,played,Cameroon,CMR,CMR,CAF,Nigeria,NGA,NGA,CAF,FALSE,1,3,loss,Lagos,Nigeria,FALSE,1509,1619,1499,1629,-10
,,,1962-12-24,Friendly,played,Cameroon,CMR,CMR,CAF,Central African Republic,,,,FALSE,4,1,win,Bangui,Central African Republic,FALSE,1499,1388,1524,1363,25
,,,1962-12-27,Friendly,played,Cameroon,CMR,CMR,CAF,Congo,,,,TRUE,0,3,loss,Bangui,Central African Republic,TRUE,,,,,
,,,1963-01-01,Friendly,played,Cameroon,CMR,CMR,CAF,Nigeria,NGA,NGA,CAF,TRUE,1,2,loss,Yaoundé,Cameroon,FALSE,1502,1629,1488,1643,-14
,,,1963-04-12,African Friendship Games,played,Cameroon,CMR,CMR,CAF,Senegal,SEN,SEN,CAF,FALSE,0,1,loss,Dakar,Senegal,FALSE,,,,,
,,,1963-04-14,African Friendship Games,played,Cameroon,CMR,CMR,CAF,Niger,,,,TRUE,3,2,win,Dakar,Senegal,TRUE,,,,,
,,,1963-10-31,Friendly,played,Cameroon,CMR,CMR,CAF,Togo,TGO,TGO,CAF,TRUE,2,1,win,Yaoundé,Cameroon,FALSE,1481,1540,1490,1531,9
,,,1963-12-31,Friendly,played,Cameroon,CMR,CMR,CAF,Guinea,,,,TRUE,1,5,loss,Yaoundé,Cameroon,FALSE,1490,1618,1473,1635,-17
,,,1964-01-31,Friendly,played,Cameroon,CMR,CMR,CAF,Benin,,,,TRUE,2,4,loss,Yaoundé,Cameroon,FALSE,1473,1504,1455,1522,-18
,,,1964-02-02,Friendly,played,Cameroon,CMR,CMR,CAF,Congo,,,,TRUE,7,1,win,Yaoundé,Cameroon,FALSE,,,,,
,,,1964-02-14,Friendly,played,Cameroon,CMR,CMR,CAF,Congo,,,,FALSE,4,4,draw,Brazzaville,Congo,FALSE,,,,,
,,,1964-04-22,Friendly,played,Cameroon,CMR,CMR,CAF,DR Congo,,,,TRUE,2,2,draw,Yaoundé,Cameroon,FALSE,1480,1575,1480,1575,0
,,,1964-07-13,Friendly,played,Cameroon,CMR,CMR,CAF,DR Congo,,,,TRUE,1,1,draw,Yaoundé,Cameroon,FALSE,1480,1582,1480,1582,0
,,,1964-07-14,Friendly,played,Cameroon,CMR,CMR,CAF,Central African Republic,,,,TRUE,2,1,win,Yaoundé,Cameroon,FALSE,,,,,
,,,1964-07-17,Friendly,played,Cameroon,CMR,CMR,CAF,Congo,,,,TRUE,3,1,win,Yaoundé,Cameroon,FALSE,,,,,
,,,1964-07-19,Friendly,played,Cameroon,CMR,CMR,CAF,DR Congo,,,,TRUE,2,1,win,Yaoundé,Cameroon,FALSE,1497,1590,1512,1575,15
