tournament,tournament_id,year,match_id,match_number,date,stage,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,city,country,neutral,team_elo_start,opponent_elo_start
1994 FIFA Men's World Cup,WC-1994,1994,WC-1994_032,32,1994-06-28,Group Stage,played,Cameroon,CMR,CMR,CAF,Russia,RUS,RUS,UEFA,FALSE,Palo Alto,United States,TRUE,1686,1796
1998 FIFA Men's World Cup,WC-1998,1998,WC-1998_003,3,1998-06-11,Group Stage,played,Cameroon,CMR,CMR,CAF,Austria,AUT,AUT,UEFA,TRUE,Toulouse,France,TRUE,1591,1715
1998 FIFA Men's World Cup,WC-1998,1998,WC-1998_020,20,1998-06-17,Group Stage,played,Cameroon,CMR,CMR,CAF,Italy,ITA,ITA,UEFA,FALSE,Montpellier,France,TRUE,1601,1957
1998 FIFA Men's World Cup,WC-1998,1998,WC-1998_034,34,1998-06-23,Group Stage,played,Cameroon,CMR,CMR,CAF,Chile,CHL,CHL,CONMEBOL,FALSE,Nantes,France,TRUE,1589,1795
2002 FIFA Men's World Cup,WC-2002,2002,WC-2002_003,3,2002-06-01,Group Stage,played,Cameroon,CMR,CMR,CAF,Republic of Ireland,IRL,IRL,UEFA,FALSE,Niigata,Japan,TRUE,1614,
2002 FIFA Men's World Cup,WC-2002,2002,WC-2002_018,18,2002-06-06,Group Stage,played,Cameroon,CMR,CMR,CAF,Saudi Arabia,KSA,SAU,AFC,TRUE,Saitama,Japan,TRUE,1810,1658
2002 FIFA Men's World Cup,WC-2002,2002,WC-2002_033,33,2002-06-11,Group Stage,played,Cameroon,CMR,CMR,CAF,Germany,GER,DEU,UEFA,TRUE,Fukuroi,Japan,TRUE,1828,1904
2010 FIFA Men's World Cup,WC-2010,2010,WC-2010_010,10,2010-06-14,Group Stage,played,Cameroon,CMR,CMR,CAF,Japan,JPN,JPN,AFC,FALSE,Bloemfontein,South Africa,TRUE,1694,1678
2010 FIFA Men's World Cup,WC-2010,2010,WC-2010_024,24,2010-06-19,Group Stage,played,Cameroon,CMR,CMR,CAF,Denmark,DNK,DNK,UEFA,TRUE,Pretoria,South Africa,TRUE,1663,1762
2010 FIFA Men's World Cup,WC-2010,2010,WC-2010_041,41,2010-06-24,Group Stage,played,Cameroon,CMR,CMR,CAF,Netherlands,NED,NLD,UEFA,TRUE,Cape Town,South Africa,TRUE,1641,2066
2014 FIFA Men's World Cup,WC-2014,2014,WC-2014_003,3,2014-06-13,Group Stage,played,Cameroon,CMR,CMR,CAF,Mexico,MEX,MEX,CONCACAF,FALSE,Natal,Brazil,TRUE,1606,1814
2014 FIFA Men's World Cup,WC-2014,2014,WC-2014_019,19,2014-06-18,Group Stage,played,Cameroon,CMR,CMR,CAF,Croatia,HRV,HRV,UEFA,TRUE,Manaus,Brazil,TRUE,1592,1811
2014 FIFA Men's World Cup,WC-2014,2014,WC-2014_034,34,2014-06-23,Group Stage,played,Cameroon,CMR,CMR,CAF,Brazil,BRA,BRA,CONMEBOL,FALSE,Brasília,Brazil,FALSE,1567,2120
2022 FIFA Men's World Cup,WC-2022,2022,WC-2022_013,13,2022-11-24,Group Stage,played,Cameroon,CMR,CMR,CAF,Switzerland,CHE,CHE,UEFA,FALSE,Al Wakrah,Qatar,TRUE,1607,1901
2022 FIFA Men's World Cup,WC-2022,2022,WC-2022_029,29,2022-11-28,Group Stage,played,Cameroon,CMR,CMR,CAF,Serbia,SRB,SRB,UEFA,TRUE,Al Wakrah,Qatar,TRUE,1598,1882
2022 FIFA Men's World Cup,WC-2022,2022,WC-2022_046,46,2022-12-02,Group Stage,played,Cameroon,CMR,CMR,CAF,Brazil,BRA,BRA,CONMEBOL,TRUE,Lusail,Qatar,TRUE,1618,2195
