team,team_code,tournament,tournament_id,year,player_name,player_id,position,pos_code,shirt_number,date_of_birth,age,club,club_country,caps,goals
Yugoslavia,YUG,1930 FIFA Men's World Cup,WC-1930,1930,Aleksandar Tirnanić,P-43349,forward,FW,,1911-07-15,18,,,,
Yugoslavia,YUG,1930 FIFA Men's World Cup,WC-1930,1930,Blagoje Marjanović,P-75929,forward,FW,,1907-09-09,22,BSK Beograd,Yugoslavia,8,5
Yugoslavia,YUG,1930 FIFA Men's World Cup,WC-1930,1930,Bozidar Marković,P-10671,forward,FW,,1900-01-01,30,,,,
Yugoslavia,YUG,1930 FIFA Men's World Cup,WC-1930,1930,Branislav Hrnjiček,P-15059,midfielder,MF,,1908-06-05,22,Soko Beograd,Yugoslavia,3,1
Yugoslavia,YUG,1930 FIFA Men's World Cup,WC-1930,1930,Branislav Sekulić,P-94965,forward,FW,,1906-10-29,23,,,,
Yugoslavia,YUG,1930 FIFA Men's World Cup,WC-1930,1930,Dragomir Tošić,P-59061,defender,DF,,1909-11-08,20,,,,
Yugoslavia,YUG,1930 FIFA Men's World Cup,WC-1930,1930,Dragoslav Mihajlović,P-19712,defender,DF,,1906-12-13,23,BSK Beograd,Yugoslavia,4,0
Yugoslavia,YUG,1930 FIFA Men's World Cup,WC-1930,1930,Dragutin Najdanović,P-91900,forward,FW,,1908-04-15,22,BSK Beograd,Yugoslavia,2,1
Yugoslavia,YUG,1930 FIFA Men's World Cup,WC-1930,1930,Ivan Bek,P-43734,forward,FW,,1909-10-29,20,FC Sète,France,4,3
Yugoslavia,YUG,1930 FIFA Men's World Cup,WC-1930,1930,Ljubiša Stefanović,P-62267,defender,DF,,1910-01-04,20,FC Sète,France,4,0
Yugoslavia,YUG,1930 FIFA Men's World Cup,WC-1930,1930,Milan Stojanović,P-55273,goal keeper,GK,,1911-12-28,18,,,,
Yugoslavia,YUG,1930 FIFA Men's World Cup,WC-1930,1930,Milorad Arsenijević,P-72808,midfielder,MF,,1906-06-06,24,BSK Beograd,Yugoslavia,7,0
Yugoslavia,YUG,1930 FIFA Men's World Cup,WC-1930,1930,Milovan Jakšić,P-24808,goal keeper,GK,,1909-09-21,20,Soko Beograd,Yugoslavia,6,0
Yugoslavia,YUG,1930 FIFA Men's World Cup,WC-1930,1930,Milutin Ivković,P-44887,defender,DF,,1906-03-03,24,Soko Beograd,Yugoslavia,7,0
Yugoslavia,YUG,1930 FIFA Men's World Cup,WC-1930,1930,Momčilo Đokić,P-13261,midfielder,MF,,1911-02-27,19,Jugoslavija Beograd,Yugoslavia,6,0
Yugoslavia,YUG,1930 FIFA Men's World Cup,WC-1930,1930,Teofilo Spasojević,P-74878,midfielder,MF,,1909-01-21,21,Jugoslavija Beograd,Yugoslavia,1,0
Yugoslavia,YUG,1930 FIFA Men's World Cup,WC-1930,1930,Đorđe Vujadinović,P-33565,forward,FW,,1909-12-06,20,BSK Beograd,Yugoslavia,7,5
Yugoslavia,YUG,1950 FIFA Men's World Cup,WC-1950,1950,Aleksandar Atanacković,P-83771,midfielder,MF,,1920-04-29,30,Partizan Beograd,Yugoslavia,0,1
Yugoslavia,YUG,1950 FIFA Men's World Cup,WC-1950,1950,Bela Palfi,P-08770,midfielder,MF,,1923-02-16,27,,,,
Yugoslavia,YUG,1950 FIFA Men's World Cup,WC-1950,1950,Bernard Vukas,P-93505,forward,FW,,1927-05-01,23,Hajduk Split,Yugoslavia,7,2
Yugoslavia,YUG,1950 FIFA Men's World Cup,WC-1950,1950,Božo Broketa,P-11158,defender,DF,,1921-12-24,28,,,,
Yugoslavia,YUG,1950 FIFA Men's World Cup,WC-1950,1950,Branko Stanković,P-23555,defender,DF,,1921-10-31,28,Crvena Zvezda Beograd,Yugoslavia,10,0
Yugoslavia,YUG,1950 FIFA Men's World Cup,WC-1950,1950,Ervin Katnić,P-63357,midfielder,MF,,1921-09-02,28,,,,
Yugoslavia,YUG,1950 FIFA Men's World Cup,WC-1950,1950,Ivica Horvat,P-78579,defender,DF,,1926-07-16,23,Dinamo Zagreb,Yugoslavia,11,0
Yugoslavia,YUG,1950 FIFA Men's World Cup,WC-1950,1950,Ivo Radovniković,P-70887,midfielder,MF,,1918-02-09,32,,,,
Yugoslavia,YUG,1950 FIFA Men's World Cup,WC-1950,1950,Kosta Tomašević,P-07620,forward,FW,,1923-07-25,26,,,,
Yugoslavia,YUG,1950 FIFA Men's World Cup,WC-1950,1950,Miodrag Jovanović,P-54840,defender,DF,,1922-01-17,28,Partizan Beograd,Yugoslavia,8,0
Yugoslavia,YUG,1950 FIFA Men's World Cup,WC-1950,1950,Predrag Đajić,P-82339,midfielder,MF,,1922-05-01,28,Crvena Zvezda Beograd,Yugoslavia,11,0
Yugoslavia,YUG,1950 FIFA Men's World Cup,WC-1950,1950,Prvoslav Mihajlović,P-22353,forward,FW,,1921-04-13,29,Partizan Beograd,Yugoslavia,1,0
