tournament_id,match_id,match_number,date,stage,status,home_team,away_team,home_team_id,away_team_id,home_team_code,away_team_code,home_team_confederation,away_team_confederation,home_elo_start,away_elo_start,city,country,neutral
WC-2010,WC-2010_001,1,2010-06-11,Group Stage,played,South Africa,Mexico,ZAF,MEX,ZAF,MEX,CAF,CONCACAF,1592,1898,Johannesburg,South Africa,FALSE
WC-2010,WC-2010_002,2,2010-06-11,Group Stage,played,Uruguay,France,URY,FRA,URY,FRA,CONMEBOL,UEFA,1845,1861,Cape Town,South Africa,TRUE
WC-2010,WC-2010_003,3,2010-06-12,Group Stage,played,Argentina,Nigeria,ARG,NGA,ARG,NGA,CONMEBOL,CAF,1921,1713,Johannesburg,South Africa,TRUE
WC-2010,WC-2010_004,4,2010-06-12,Group Stage,played,England,United States,ENG,USA,ENG,USA,UEFA,CONCACAF,2001,1784,Rustenburg,South Africa,TRUE
WC-2010,WC-2010_005,5,2010-06-12,Group Stage,played,South Korea,Greece,KOR,GRC,KOR,GRC,AFC,UEFA,1765,1736,Port Elizabeth,South Africa,TRUE
WC-2010,WC-2010_006,6,2010-06-13,Group Stage,played,Algeria,Slovenia,DZA,SVN,DZA,SVN,CAF,UEFA,1539,1686,Polokwane,South Africa,TRUE
WC-2010,WC-2010_007,7,2010-06-13,Group Stage,played,Germany,Australia,GER,AUS,DEU,AUS,UEFA,AFC,1957,1775,Durban,South Africa,TRUE
WC-2010,WC-2010_008,8,2010-06-13,Group Stage,played,Serbia,Ghana,SRB,GHA,SRB,GHA,UEFA,CAF,1840,1687,Pretoria,South Africa,TRUE
WC-2010,WC-2010_009,9,2010-06-14,Group Stage,played,Italy,Paraguay,ITA,PRY,ITA,PRY,UEFA,CONMEBOL,1936,1764,Cape Town,South Africa,TRUE
WC-2010,WC-2010_010,10,2010-06-14,Group Stage,played,Japan,Cameroon,JPN,CMR,JPN,CMR,AFC,CAF,1678,1694,Bloemfontein,South Africa,TRUE
WC-2010,WC-2010_011,11,2010-06-14,Group Stage,played,Netherlands,Denmark,NED,DNK,NLD,DNK,UEFA,UEFA,2043,1778,Johannesburg,South Africa,TRUE
WC-2010,WC-2010_012,12,2010-06-15,Group Stage,played,Brazil,North Korea,BRA,PRK,BRA,PRK,CONMEBOL,AFC,2109,1537,Johannesburg,South Africa,TRUE
WC-2010,WC-2010_013,13,2010-06-15,Group Stage,played,Ivory Coast,Portugal,CIV,PRT,CIV,PRT,CAF,UEFA,1739,1876,Port Elizabeth,South Africa,TRUE
WC-2010,WC-2010_014,14,2010-06-15,Group Stage,played,New Zealand,Slovakia,NZL,SVK,NZL,SVK,OFC,UEFA,1527,1670,Rustenburg,South Africa,TRUE
WC-2010,WC-2010_015,15,2010-06-16,Group Stage,played,Honduras,Chile,HND,CHL,HND,CHL,CONCACAF,CONMEBOL,1714,1886,Nelspruit,South Africa,TRUE
WC-2010,WC-2010_016,16,2010-06-16,Group Stage,played,South Africa,Uruguay,ZAF,URY,ZAF,URY,CAF,CONMEBOL,1608,1846,Pretoria,South Africa,FALSE
WC-2010,WC-2010_017,17,2010-06-16,Group Stage,played,Spain,Switzerland,ESP,CHE,ESP,CHE,UEFA,UEFA,2111,1761,Durban,South Africa,TRUE
WC-2010,WC-2010_018,18,2010-06-17,Group Stage,played,Argentina,South Korea,ARG,KOR,ARG,KOR,CONMEBOL,AFC,1935,1806,Johannesburg,South Africa,TRUE
WC-2010,WC-2010_019,19,2010-06-17,Group Stage,played,France,Mexico,FRA,MEX,FRA,MEX,UEFA,CONCACAF,1860,1882,Polokwane,South Africa,TRUE
WC-2010,WC-2010_020,20,2010-06-17,Group Stage,played,Greece,Nigeria,GRC,NGA,GRC,NGA,UEFA,CAF,1695,1699,Bloemfontein,South Africa,TRUE
WC-2010,WC-2010_021,21,2010-06-18,Group Stage,played,England,Algeria,ENG,DZA,ENG,DZA,UEFA,CAF,1984,1521,Cape Town,South Africa,TRUE
WC-2010,WC-2010_022,22,2010-06-18,Group Stage,played,Germany,Serbia,GER,SRB,DEU,SRB,UEFA,UEFA,1986,1798,Port Elizabeth,South Africa,TRUE
WC-2010,WC-2010_023,23,2010-06-18,Group Stage,played,Slovenia,United States,SVN,USA,SVN,USA,UEFA,CONCACAF,1704,1801,Johannesburg,South Africa,TRUE
WC-2010,WC-2010_024,24,2010-06-19,Group Stage,played,Cameroon,Denmark,CMR,DNK,CMR,DNK,CAF,UEFA,1663,1762,Pretoria,South Africa,TRUE
WC-2010,WC-2010_025,25,2010-06-19,Group Stage,played,Ghana,Australia,GHA,AUS,GHA,AUS,CAF,AFC,1729,1746,Rustenburg,South Africa,TRUE
WC-2010,WC-2010_026,26,2010-06-19,Group Stage,played,Netherlands,Japan,NED,JPN,NLD,JPN,UEFA,AFC,2059,1709,Durban,South Africa,TRUE
WC-2010,WC-2010_027,27,2010-06-20,Group Stage,played,Brazil,Ivory Coast,BRA,CIV,BRA,CIV,CONMEBOL,CAF,2111,1750,Johannesburg,South Africa,TRUE
WC-2010,WC-2010_028,28,2010-06-20,Group Stage,played,Italy,New Zealand,ITA,NZL,ITA,NZL,UEFA,OFC,1922,1539,Nelspruit,South Africa,TRUE
WC-2010,WC-2010_029,29,2010-06-20,Group Stage,played,Slovakia,Paraguay,SVK,PRY,SVK,PRY,UEFA,CONMEBOL,1658,1778,Bloemfontein,South Africa,TRUE
