tournament_id,year,team_id,team,confederation,elo_start,elo_end,elo_change,elo_status
WC-2010,2010,ESP,Spain,UEFA,2111,2164,53,final
WC-2010,2010,NED,Netherlands,UEFA,2043,2097,54,final
WC-2010,2010,GER,Germany,UEFA,1957,2061,104,final
WC-2010,2010,URY,Uruguay,CONMEBOL,1845,1883,38,final
WC-2010,2010,ARG,Argentina,CONMEBOL,1921,1962,41,final
WC-2010,2010,BRA,Brazil,CONMEBOL,2109,2095,-14,final
WC-2010,2010,GHA,Ghana,CAF,1687,1768,81,final
WC-2010,2010,PRY,Paraguay,CONMEBOL,1764,1779,15,final
WC-2010,2010,CHL,Chile,CONMEBOL,1886,1881,-5,final
WC-2010,2010,ENG,England,UEFA,2001,1915,-86,final
WC-2010,2010,JPN,Japan,AFC,1678,1760,82,final
WC-2010,2010,MEX,Mexico,CONCACAF,1898,1857,-41,final
WC-2010,2010,PRT,Portugal,UEFA,1876,1886,10,final
WC-2010,2010,SVK,Slovakia,UEFA,1670,1672,2,final
WC-2010,2010,KOR,South Korea,AFC,1765,1745,-20,final
WC-2010,2010,USA,United States,CONCACAF,1784,1767,-17,final
WC-2010,2010,DZA,Algeria,CAF,1539,1535,-4,final
WC-2010,2010,AUS,Australia,AFC,1775,1783,8,final
WC-2010,2010,CMR,Cameroon,CAF,1694,1636,-58,final
WC-2010,2010,DNK,Denmark,UEFA,1778,1729,-49,final
WC-2010,2010,FRA,France,UEFA,1861,1776,-85,final
WC-2010,2010,GRC,Greece,UEFA,1736,1707,-29,final
WC-2010,2010,HND,Honduras,CONCACAF,1714,1697,-17,final
WC-2010,2010,ITA,Italy,UEFA,1936,1848,-88,final
WC-2010,2010,CIV,Ivory Coast,CAF,1739,1763,24,final
WC-2010,2010,NZL,New Zealand,OFC,1527,1581,54,final
WC-2010,2010,NGA,Nigeria,CAF,1713,1678,-35,final
WC-2010,2010,PRK,North Korea,AFC,1537,1494,-43,final
WC-2010,2010,SRB,Serbia,UEFA,1840,1805,-35,final
WC-2010,2010,SVN,Slovenia,UEFA,1686,1700,14,final
WC-2010,2010,ZAF,South Africa,CAF,1592,1617,25,final
WC-2010,2010,CHE,Switzerland,UEFA,1761,1782,21,final
