tournament_id,year,team_id,team,team_code,confederation,tournament_name,placement,position,matches_played
WC-2010,2010,ESP,Spain,ESP,UEFA,2010 FIFA Men's World Cup,Winner,1,7
WC-2010,2010,NED,Netherlands,NLD,UEFA,2010 FIFA Men's World Cup,Runner-up,2,7
WC-2010,2010,GER,Germany,DEU,UEFA,2010 FIFA Men's World Cup,Third Place,3,7
WC-2010,2010,URY,Uruguay,URY,CONMEBOL,2010 FIFA Men's World Cup,Fourth Place,4,7
WC-2010,2010,ARG,Argentina,ARG,CONMEBOL,2010 FIFA Men's World Cup,Quarter-final,8,5
WC-2010,2010,BRA,Brazil,BRA,CONMEBOL,2010 FIFA Men's World Cup,Quarter-final,8,5
WC-2010,2010,GHA,Ghana,GHA,CAF,2010 FIFA Men's World Cup,Quarter-final,8,5
WC-2010,2010,PRY,Paraguay,PRY,CONMEBOL,2010 FIFA Men's World Cup,Quarter-final,8,5
WC-2010,2010,CHL,Chile,CHL,CONMEBOL,2010 FIFA Men's World Cup,Round of 16,16,4
WC-2010,2010,ENG,England,ENG,UEFA,2010 FIFA Men's World Cup,Round of 16,16,4
WC-2010,2010,JPN,Japan,JPN,AFC,2010 FIFA Men's World Cup,Round of 16,16,4
WC-2010,2010,MEX,Mexico,MEX,CONCACAF,2010 FIFA Men's World Cup,Round of 16,16,4
WC-2010,2010,PRT,Portugal,PRT,UEFA,2010 FIFA Men's World Cup,Round of 16,16,4
WC-2010,2010,SVK,Slovakia,SVK,UEFA,2010 FIFA Men's World Cup,Round of 16,16,4
WC-2010,2010,KOR,South Korea,KOR,AFC,2010 FIFA Men's World Cup,Round of 16,16,4
WC-2010,2010,USA,United States,USA,CONCACAF,2010 FIFA Men's World Cup,Round of 16,16,4
WC-2010,2010,DZA,Algeria,DZA,CAF,2010 FIFA Men's World Cup,Group Stage,32,3
WC-2010,2010,AUS,Australia,AUS,AFC,2010 FIFA Men's World Cup,Group Stage,32,3
WC-2010,2010,CMR,Cameroon,CMR,CAF,2010 FIFA Men's World Cup,Group Stage,32,3
WC-2010,2010,DNK,Denmark,DNK,UEFA,2010 FIFA Men's World Cup,Group Stage,32,3
WC-2010,2010,FRA,France,FRA,UEFA,2010 FIFA Men's World Cup,Group Stage,32,3
WC-2010,2010,GRC,Greece,GRC,UEFA,2010 FIFA Men's World Cup,Group Stage,32,3
WC-2010,2010,HND,Honduras,HND,CONCACAF,2010 FIFA Men's World Cup,Group Stage,32,3
WC-2010,2010,ITA,Italy,ITA,UEFA,2010 FIFA Men's World Cup,Group Stage,32,3
WC-2010,2010,CIV,Ivory Coast,CIV,CAF,2010 FIFA Men's World Cup,Group Stage,32,3
WC-2010,2010,NZL,New Zealand,NZL,OFC,2010 FIFA Men's World Cup,Group Stage,32,3
WC-2010,2010,NGA,Nigeria,NGA,CAF,2010 FIFA Men's World Cup,Group Stage,32,3
WC-2010,2010,PRK,North Korea,PRK,AFC,2010 FIFA Men's World Cup,Group Stage,32,3
WC-2010,2010,SRB,Serbia,SRB,UEFA,2010 FIFA Men's World Cup,Group Stage,32,3
WC-2010,2010,SVN,Slovenia,SVN,UEFA,2010 FIFA Men's World Cup,Group Stage,32,3
WC-2010,2010,ZAF,South Africa,ZAF,CAF,2010 FIFA Men's World Cup,Group Stage,32,3
WC-2010,2010,CHE,Switzerland,CHE,UEFA,2010 FIFA Men's World Cup,Group Stage,32,3
