tournament,tournament_id,year,match_id,match_number,date,stage,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,city,country,neutral,team_elo_start,opponent_elo_start
1930 FIFA Men's World Cup,WC-1930,1930,WC-1930_008,8,1930-07-17,Group Stage,played,Paraguay,PRY,PRY,CONMEBOL,United States,USA,USA,CONCACAF,TRUE,Montevideo,Uruguay,TRUE,1777,1723
1930 FIFA Men's World Cup,WC-1930,1930,WC-1930_012,12,1930-07-20,Group Stage,played,Paraguay,PRY,PRY,CONMEBOL,Belgium,BEL,BEL,UEFA,FALSE,Montevideo,Uruguay,TRUE,1716,1610
1950 FIFA Men's World Cup,WC-1950,1950,WC-1950_010,10,1950-06-29,Group Stage,played,Paraguay,PRY,PRY,CONMEBOL,Sweden,SWE,SWE,UEFA,TRUE,Curitiba,Brazil,TRUE,1877,2004
1950 FIFA Men's World Cup,WC-1950,1950,WC-1950_015,15,1950-07-02,Group Stage,played,Paraguay,PRY,PRY,CONMEBOL,Italy,ITA,ITA,UEFA,FALSE,São Paulo,Brazil,TRUE,1888,1943
1958 FIFA Men's World Cup,WC-1958,1958,WC-1958_005,5,1958-06-08,Group Stage,played,Paraguay,PRY,PRY,CONMEBOL,France,FRA,FRA,UEFA,FALSE,Norrköping,Sweden,TRUE,1751,1840
1958 FIFA Men's World Cup,WC-1958,1958,WC-1958_015,15,1958-06-11,Group Stage,played,Paraguay,PRY,PRY,CONMEBOL,Scotland,SCO,SCO,UEFA,TRUE,Norrköping,Sweden,TRUE,1709,1836
1958 FIFA Men's World Cup,WC-1958,1958,WC-1958_023,23,1958-06-15,Group Stage,played,Paraguay,PRY,PRY,CONMEBOL,Yugoslavia,YUG,YUG,UEFA,TRUE,Eskilstuna,Sweden,TRUE,1750,1935
1986 FIFA Men's World Cup,WC-1986,1986,WC-1986_010,10,1986-06-04,Group Stage,played,Paraguay,PRY,PRY,CONMEBOL,Iraq,IRQ,IRQ,AFC,TRUE,Toluca,Mexico,TRUE,1812,1592
1986 FIFA Men's World Cup,WC-1986,1986,WC-1986_019,19,1986-06-07,Group Stage,played,Paraguay,PRY,PRY,CONMEBOL,Mexico,MEX,MEX,CONCACAF,FALSE,Mexico City,Mexico,FALSE,1825,1861
1986 FIFA Men's World Cup,WC-1986,1986,WC-1986_031,31,1986-06-11,Group Stage,played,Paraguay,PRY,PRY,CONMEBOL,Belgium,BEL,BEL,UEFA,TRUE,Toluca,Mexico,TRUE,1836,1817
