date,tournament,status,team,team_code,opponent,opponent_code,is_home,team_score,opponent_score,result,city,country,neutral,team_elo_start,opponent_elo_start,team_elo_end,opponent_elo_end,team_elo_delta
1930-03-16,Central American and Caribbean Games,played,Cuba,CUB,Jamaica,JAM,TRUE,3,1,win,Havana,Cuba,FALSE,1600,1460,1612,1448,12
1930-03-20,Central American and Caribbean Games,played,Cuba,CUB,Honduras,HND,TRUE,7,0,win,Havana,Cuba,FALSE,1612,1393,1624,1381,12
1930-03-23,Central American and Caribbean Games,played,Cuba,CUB,Honduras,HND,TRUE,5,0,win,Havana,Cuba,FALSE,1624,1381,1634,1371,10
1930-03-30,Central American and Caribbean Games,played,Cuba,CUB,Costa Rica,CRI,TRUE,2,1,win,Havana,Cuba,FALSE,1634,1861,1661,1834,27
1930-04-01,Central American and Caribbean Games,played,Cuba,CUB,El Salvador,SLV,TRUE,5,2,win,Havana,Cuba,FALSE,1661,1462,1672,1451,11
1934-01-28,FIFA World Cup qualification,played,Cuba,CUB,Haiti,HTI,FALSE,3,1,win,Port-au-Prince,Haiti,FALSE,1672,1290,1682,1280,10
1934-02-01,FIFA World Cup qualification,played,Cuba,CUB,Haiti,HTI,FALSE,1,1,draw,Port-au-Prince,Haiti,FALSE,1682,1280,1668,1294,-14
1934-02-04,FIFA World Cup qualification,played,Cuba,CUB,Haiti,HTI,FALSE,6,0,win,Port-au-Prince,Haiti,FALSE,1668,1294,1683,1279,15
1934-03-04,FIFA World Cup qualification,played,Cuba,CUB,Mexico,MEX,FALSE,2,3,loss,Mexico City,Mexico,FALSE,1683,1498,1658,1523,-25
1934-03-11,FIFA World Cup qualification,played,Cuba,CUB,Mexico,MEX,FALSE,0,5,loss,Mexico City,Mexico,FALSE,1658,1523,1614,1567,-44
1934-03-18,FIFA World Cup qualification,played,Cuba,CUB,Mexico,MEX,FALSE,1,4,loss,Mexico City,Mexico,FALSE,1614,1567,1584,1597,-30
1935-03-24,Central American and Caribbean Games,played,Cuba,CUB,El Salvador,SLV,FALSE,1,4,loss,San Salvador,El Salvador,FALSE,1584,1451,1546,1489,-38
1935-03-25,Central American and Caribbean Games,played,Cuba,CUB,Honduras,HND,TRUE,3,0,win,San Salvador,El Salvador,TRUE,1546,1406,1568,1384,22
1935-03-27,Central American and Caribbean Games,played,Cuba,CUB,Guatemala,,TRUE,2,1,win,San Salvador,El Salvador,TRUE,1568,1443,1581,1430,13
1935-03-30,Central American and Caribbean Games,played,Cuba,CUB,Mexico,MEX,FALSE,1,6,loss,San Salvador,El Salvador,TRUE,1581,1649,1549,1681,-32
1935-03-31,Central American and Caribbean Games,played,Cuba,CUB,Costa Rica,CRI,FALSE,1,2,loss,San Salvador,El Salvador,TRUE,1549,1856,1543,1862,-6
1938-05-29,Friendly,played,Cuba,CUB,Basque Country,,TRUE,0,4,loss,Havana,Cuba,FALSE,,,,,
1938-06-05,FIFA World Cup,played,Cuba,CUB,Romania,ROU,TRUE,3,3,draw,Toulouse,France,TRUE,1543,1557,1544,1556,1
1938-06-09,FIFA World Cup,played,Cuba,CUB,Romania,ROU,TRUE,2,1,win,Toulouse,France,TRUE,1544,1556,1575,1525,31
1938-06-12,FIFA World Cup,played,Cuba,CUB,Sweden,SWE,TRUE,0,8,loss,Antibes,France,TRUE,1575,1644,1518,1701,-57
1938-06-20,Friendly,played,Cuba,CUB,Basque Country,,TRUE,3,4,loss,Havana,Cuba,FALSE,,,,,
1939-08-06,Friendly,played,Cuba,CUB,Panama,PAN,FALSE,4,0,win,Panama City,Panama,FALSE,,,,,
1940-11-12,Friendly,played,Cuba,CUB,Puerto Rico,,TRUE,1,1,draw,Havana,Cuba,FALSE,,,,,
1942-01-26,Friendly,played,Cuba,CUB,Puerto Rico,,TRUE,1,0,win,Havana,Cuba,FALSE,,,,,
1942-01-29,Friendly,played,Cuba,CUB,Puerto Rico,,TRUE,1,0,win,Havana,Cuba,FALSE,,,,,
1947-07-17,NAFC Championship,played,Cuba,CUB,Mexico,MEX,TRUE,1,3,loss,Havana,Cuba,FALSE,1518,1844,1502,1860,-16
1947-07-20,NAFC Championship,played,Cuba,CUB,United States,USA,TRUE,5,2,win,Havana,Cuba,FALSE,1502,1639,1550,1591,48
1947-12-06,Friendly,played,Cuba,CUB,Puerto Rico,,TRUE,4,0,win,Havana,Cuba,FALSE,,,,,
1947-12-10,Friendly,played,Cuba,CUB,Puerto Rico,,TRUE,0,0,draw,Havana,Cuba,FALSE,,,,,
1948-06-09,Friendly,played,Cuba,CUB,Jamaica,JAM,FALSE,0,3,loss,Kingston,Jamaica,FALSE,,,,,
1948-06-12,Friendly,played,Cuba,CUB,Jamaica,JAM,FALSE,1,1,draw,Kingston,Jamaica,FALSE,,,,,
1949-05-09,Friendly,played,Cuba,CUB,Martinique,,TRUE,0,0,draw,Paramaribo,Dutch Guyana,TRUE,,,,,
