tournament,tournament_id,year,match_id,match_number,date,stage,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,city,country,neutral,team_elo_start,opponent_elo_start
1954 FIFA Men's World Cup,WC-1954,1954,WC-1954_007,7,1954-06-17,Group Stage,played,South Korea,KOR,KOR,AFC,Hungary,HUN,HUN,UEFA,FALSE,Zürich,Switzerland,TRUE,1679,2146
1954 FIFA Men's World Cup,WC-1954,1954,WC-1954_015,15,1954-06-20,Group Stage,played,South Korea,KOR,KOR,AFC,Turkey,TUR,TUR,UEFA,TRUE,Geneva,Switzerland,TRUE,1669,1586
1986 FIFA Men's World Cup,WC-1986,1986,WC-1986_004,4,1986-06-02,Group Stage,played,South Korea,KOR,KOR,AFC,Argentina,ARG,ARG,CONMEBOL,FALSE,Mexico City,Mexico,TRUE,1613,1874
1986 FIFA Men's World Cup,WC-1986,1986,WC-1986_015,15,1986-06-05,Group Stage,played,South Korea,KOR,KOR,AFC,Bulgaria,BGR,BGR,UEFA,TRUE,Mexico City,Mexico,TRUE,1597,1847
1986 FIFA Men's World Cup,WC-1986,1986,WC-1986_028,28,1986-06-10,Group Stage,played,South Korea,KOR,KOR,AFC,Italy,ITA,ITA,UEFA,TRUE,Puebla,Mexico,TRUE,1615,1882
1990 FIFA Men's World Cup,WC-1990,1990,WC-1990_010,10,1990-06-12,Group Stage,played,South Korea,KOR,KOR,AFC,Belgium,BEL,BEL,UEFA,FALSE,Verona,Italy,TRUE,1745,1845
1990 FIFA Men's World Cup,WC-1990,1990,WC-1990_024,24,1990-06-17,Group Stage,played,South Korea,KOR,KOR,AFC,Spain,ESP,ESP,UEFA,TRUE,Udine,Italy,TRUE,1713,1924
1990 FIFA Men's World Cup,WC-1990,1990,WC-1990_036,36,1990-06-21,Group Stage,played,South Korea,KOR,KOR,AFC,Uruguay,URY,URY,CONMEBOL,TRUE,Udine,Italy,TRUE,1692,1849
1994 FIFA Men's World Cup,WC-1994,1994,WC-1994_002,2,1994-06-17,Group Stage,played,South Korea,KOR,KOR,AFC,Spain,ESP,ESP,UEFA,FALSE,Dallas,United States,TRUE,1666,1893
1994 FIFA Men's World Cup,WC-1994,1994,WC-1994_017,17,1994-06-23,Group Stage,played,South Korea,KOR,KOR,AFC,Bolivia,BOL,BOL,CONMEBOL,TRUE,Foxborough,United States,TRUE,1683,1694
