team,team_id,team_code,confederation,tournament,tournament_id,year,player_name,player_id,position,pos_code,shirt_number,date_of_birth,age,club,club_country,caps,goals
South Korea,KOR,KOR,AFC,1954 FIFA Men's World Cup,WC-1954,1954,Byung-dae Min,P-80874,defender,DF,6,1918-02-20,36,Counterintelligence FC,South Korea,0,0
South Korea,KOR,KOR,AFC,1954 FIFA Men's World Cup,WC-1954,1954,Chang-gi Kang,P-22072,midfielder,MF,4,1927-08-28,26,,,,
South Korea,KOR,KOR,AFC,1954 FIFA Men's World Cup,WC-1954,1954,Chang-wha Han,P-10562,defender,DF,14,1922-11-03,31,Counterintelligence FC,South Korea,0,0
South Korea,KOR,KOR,AFC,1954 FIFA Men's World Cup,WC-1954,1954,Chung-min Choi,P-66707,forward,FW,8,1930-08-30,23,Counterintelligence FC,South Korea,0,0
South Korea,KOR,KOR,AFC,1954 FIFA Men's World Cup,WC-1954,1954,Deok-young Hong,P-06529,goal keeper,GK,1,1921-05-05,33,Chosun Textile,South Korea,0,0
South Korea,KOR,KOR,AFC,1954 FIFA Men's World Cup,WC-1954,1954,Heung-chul Ham,P-19652,goal keeper,GK,12,1930-11-17,23,ROK Army,South Korea,0,0
South Korea,KOR,KOR,AFC,1954 FIFA Men's World Cup,WC-1954,1954,Il-kap Park,P-26638,forward,FW,17,1926-03-21,28,Counterintelligence FC,South Korea,0,0
South Korea,KOR,KOR,AFC,1954 FIFA Men's World Cup,WC-1954,1954,Jae-seung Park,P-00390,defender,DF,3,1923-04-01,31,Counterintelligence FC,South Korea,0,0
South Korea,KOR,KOR,AFC,1954 FIFA Men's World Cup,WC-1954,1954,Ji-sung Kim,P-15820,midfielder,MF,15,1924-11-07,29,Counterintelligence FC,South Korea,0,0
South Korea,KOR,KOR,AFC,1954 FIFA Men's World Cup,WC-1954,1954,Jong-kap Li,P-04951,defender,DF,13,1920-03-18,34,,,,
South Korea,KOR,KOR,AFC,1954 FIFA Men's World Cup,WC-1954,1954,Ki-joo Li,P-73309,forward,FW,19,1926-11-12,27,,,,
South Korea,KOR,KOR,AFC,1954 FIFA Men's World Cup,WC-1954,1954,Kook-chin Chung,P-06524,forward,FW,20,1917-01-02,37,ROK Marine Corps,South Korea,0,0
