tournament_id,match_id,match_number,date,tournament,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,team_score,opponent_score,result,city,country,neutral,team_elo_start,opponent_elo_start,team_elo_end,opponent_elo_end,team_elo_delta
,,,1949-01-02,Friendly,played,South Korea,KOR,KOR,AFC,China PR,,,,FALSE,2,3,loss,So Kon Po,Hong Kong,TRUE,,,,,
,,,1949-01-16,Friendly,played,South Korea,KOR,KOR,AFC,Vietnam,,,,FALSE,3,3,draw,Saigon,Vietnam,FALSE,,,,,
,,,1949-01-25,Friendly,played,South Korea,KOR,KOR,AFC,Macau,,,,FALSE,5,1,win,Macau,Macau,FALSE,,,,,
,,,1950-04-16,Friendly,played,South Korea,KOR,KOR,AFC,Taiwan,,,,TRUE,3,1,win,Wan Chai,Hong Kong,TRUE,,,,,
,,,1953-04-05,Friendly,played,South Korea,KOR,KOR,AFC,Hong Kong,,,,FALSE,0,4,loss,So Kon Po,Hong Kong,FALSE,,,,,
,,,1953-04-08,Friendly,played,South Korea,KOR,KOR,AFC,Taiwan,,,,TRUE,2,4,loss,So Kon Po,Hong Kong,TRUE,,,,,
,,,1953-04-11,Friendly,played,South Korea,KOR,KOR,AFC,Singapore,,,,FALSE,3,2,win,Kallang,Singapore,FALSE,,,,,
,,,1953-04-16,Friendly,played,South Korea,KOR,KOR,AFC,Malaysia,,,,FALSE,3,2,win,Kallang,Singapore,TRUE,,,,,
,,,1953-04-18,Friendly,played,South Korea,KOR,KOR,AFC,Singapore,,,,FALSE,1,3,loss,Kallang,Singapore,FALSE,,,,,
,,,1953-04-19,Friendly,played,South Korea,KOR,KOR,AFC,Singapore,,,,FALSE,3,1,win,Kallang,Singapore,FALSE,1740,1317,1744,1313,4
,,,1953-04-24,Friendly,played,South Korea,KOR,KOR,AFC,Singapore,,,,FALSE,0,0,draw,Kallang,Singapore,FALSE,,,,,
,,,1953-04-30,Friendly,played,South Korea,KOR,KOR,AFC,Indonesia,IDN,IDN,AFC,FALSE,3,1,win,So Kon Po,Hong Kong,TRUE,1744,1485,1750,1479,6
,,,1954-03-07,FIFA World Cup qualification,played,South Korea,KOR,KOR,AFC,Japan,JPN,JPN,AFC,FALSE,5,1,win,Tokyo,Japan,FALSE,1750,1301,1759,1292,9
,,,1954-03-14,FIFA World Cup qualification,played,South Korea,KOR,KOR,AFC,Japan,JPN,JPN,AFC,FALSE,2,2,draw,Tokyo,Japan,FALSE,1759,1292,1743,1308,-16
,,,1954-05-02,Asian Games,played,South Korea,KOR,KOR,AFC,Hong Kong,,,,TRUE,3,3,draw,Manila,Philippines,TRUE,1743,1387,1728,1402,-15
,,,1954-05-04,Asian Games,played,South Korea,KOR,KOR,AFC,Afghanistan,,,,TRUE,8,2,win,Manila,Philippines,TRUE,1728,909,1729,908,1
,,,1954-05-07,Asian Games,played,South Korea,KOR,KOR,AFC,Myanmar,,,,FALSE,2,2,draw,Manila,Philippines,TRUE,1729,1271,1712,1288,-17
,,,1954-05-08,Asian Games,played,South Korea,KOR,KOR,AFC,Taiwan,,,,FALSE,2,5,loss,Manila,Philippines,TRUE,1712,1728,1679,1761,-33
WC-1954,WC-1954_007,7,1954-06-17,FIFA World Cup,played,South Korea,KOR,KOR,AFC,Hungary,HUN,HUN,UEFA,FALSE,0,9,loss,Zürich,Switzerland,TRUE,1679,2146,1669,2156,-10
WC-1954,WC-1954_015,15,1954-06-20,FIFA World Cup,played,South Korea,KOR,KOR,AFC,Turkey,TUR,TUR,UEFA,TRUE,0,7,loss,Geneva,Switzerland,TRUE,1669,1586,1586,1669,-83
,,,1956-02-25,AFC Asian Cup qualification,played,South Korea,KOR,KOR,AFC,Philippines,,,,FALSE,2,0,win,Manila,Philippines,FALSE,1586,1084,1591,1079,5
,,,1956-04-21,AFC Asian Cup qualification,played,South Korea,KOR,KOR,AFC,Philippines,,,,TRUE,3,0,win,Seoul,South Korea,FALSE,1591,1079,1593,1077,2
,,,1956-08-26,AFC Asian Cup qualification,played,South Korea,KOR,KOR,AFC,Taiwan,,,,TRUE,2,0,win,Seoul,South Korea,FALSE,1576,1755,1613,1718,37
,,,1956-09-06,AFC Asian Cup,played,South Korea,KOR,KOR,AFC,Hong Kong,,,,FALSE,2,2,draw,So Kon Po,Hong Kong,FALSE,1644,1379,1633,1390,-11
,,,1956-09-08,AFC Asian Cup,played,South Korea,KOR,KOR,AFC,Israel,ISR,ISR,UEFA,FALSE,2,1,win,So Kon Po,Hong Kong,TRUE,1633,1462,1647,1448,14
,,,1956-09-15,AFC Asian Cup,played,South Korea,KOR,KOR,AFC,Vietnam Republic,,,,TRUE,5,3,win,So Kon Po,Hong Kong,TRUE,,,,,
,,,1956-09-17,Friendly,played,South Korea,KOR,KOR,AFC,Hong Kong,,,,FALSE,4,2,win,So Kon Po,Hong Kong,FALSE,,,,,
,,,1956-10-31,Friendly,played,South Korea,KOR,KOR,AFC,United States,USA,USA,CONCACAF,TRUE,1,0,win,Seoul,South Korea,FALSE,1670,1559,1675,1554,5
,,,1958-02-18,Friendly,played,South Korea,KOR,KOR,AFC,Hong Kong,,,,FALSE,2,3,loss,So Kon Po,Hong Kong,FALSE,1675,1431,1661,1445,-14
,,,1958-02-25,Friendly,played,South Korea,KOR,KOR,AFC,Hong Kong,,,,FALSE,1,1,draw,So Kon Po,Hong Kong,FALSE,1661,1445,1658,1448,-3
,,,1958-05-26,Asian Games,played,South Korea,KOR,KOR,AFC,Singapore,,,,TRUE,2,1,win,Tokyo,Japan,TRUE,1658,1232,1661,1229,3
,,,1958-05-28,Asian Games,played,South Korea,KOR,KOR,AFC,Iran,IRN,IRN,AFC,FALSE,5,0,win,Tokyo,Japan,TRUE,1661,1506,1684,1483,23
,,,1958-05-30,Asian Games,played,South Korea,KOR,KOR,AFC,Vietnam Republic,,,,TRUE,3,1,win,Tokyo,Japan,TRUE,,,,,
,,,1958-05-31,Asian Games,played,South Korea,KOR,KOR,AFC,India,,,,FALSE,3,1,win,Tokyo,Japan,TRUE,1695,1572,1715,1552,20
,,,1958-06-01,Asian Games,played,South Korea,KOR,KOR,AFC,Taiwan,,,,FALSE,2,3,loss,Tokyo,Japan,TRUE,1715,1716,1695,1736,-20
,,,1959-08-30,Merdeka Tournament,played,South Korea,KOR,KOR,AFC,Vietnam Republic,,,,TRUE,2,3,loss,Kuala Lumpur,Malaya,TRUE,,,,,
,,,1959-09-02,Merdeka Tournament,played,South Korea,KOR,KOR,AFC,Singapore,,,,TRUE,4,1,win,Kuala Lumpur,Malaya,TRUE,1642,1150,1645,1147,3
,,,1959-09-05,Merdeka Tournament,played,South Korea,KOR,KOR,AFC,Japan,JPN,JPN,AFC,FALSE,0,0,draw,Kuala Lumpur,Malaya,TRUE,1645,1310,1634,1321,-11
,,,1959-09-06,Merdeka Tournament,played,South Korea,KOR,KOR,AFC,Japan,JPN,JPN,AFC,FALSE,3,1,win,Kuala Lumpur,Malaya,TRUE,1634,1321,1640,1315,6
,,,1959-09-07,Friendly,played,South Korea,KOR,KOR,AFC,Malaysia,,,,FALSE,4,2,win,Kuala Lumpur,Malaya,FALSE,1640,1411,1650,1401,10
,,,1959-09-08,Friendly,played,South Korea,KOR,KOR,AFC,India,,,,FALSE,1,1,draw,George Town,Malaya,TRUE,1650,1538,1647,1541,-3
,,,1959-09-10,Friendly,played,South Korea,KOR,KOR,AFC,Hong Kong,,,,FALSE,3,2,win,George Town,Malaya,TRUE,1647,1430,1651,1426,4
,,,1959-09-13,Friendly,played,South Korea,KOR,KOR,AFC,Singapore,,,,FALSE,4,0,win,Kallang,Singapore,FALSE,1651,1126,1655,1122,4
,,,1960-08-06,Merdeka Tournament,played,South Korea,KOR,KOR,AFC,Indonesia,IDN,IDN,AFC,TRUE,2,0,win,Kuala Lumpur,Malaya,TRUE,1655,1487,1667,1475,12
,,,1960-08-10,Merdeka Tournament,played,South Korea,KOR,KOR,AFC,Vietnam Republic,,,,FALSE,0,0,draw,Kuala Lumpur,Malaya,TRUE,,,,,
,,,1960-08-11,Merdeka Tournament,played,South Korea,KOR,KOR,AFC,Singapore,,,,TRUE,3,3,draw,Kuala Lumpur,Malaya,TRUE,1669,1139,1655,1153,-14
,,,1960-08-14,Merdeka Tournament,played,South Korea,KOR,KOR,AFC,Malaysia,,,,FALSE,0,0,draw,Kuala Lumpur,Malaya,FALSE,1655,1408,1649,1414,-6
,,,1960-10-14,AFC Asian Cup,played,South Korea,KOR,KOR,AFC,Vietnam Republic,,,,TRUE,5,1,win,Seoul,South Korea,FALSE,,,,,
,,,1960-10-17,AFC Asian Cup,played,South Korea,KOR,KOR,AFC,Israel,ISR,ISR,UEFA,TRUE,3,0,win,Seoul,South Korea,FALSE,1664,1567,1685,1546,21
,,,1960-10-21,AFC Asian Cup,played,South Korea,KOR,KOR,AFC,Taiwan,,,,TRUE,1,0,win,Seoul,South Korea,FALSE,1685,1727,1706,1706,21
,,,1960-11-06,FIFA World Cup qualification,played,South Korea,KOR,KOR,AFC,Japan,JPN,JPN,AFC,TRUE,2,1,win,Seoul,South Korea,FALSE,1706,1336,1709,1333,3
,,,1961-06-11,FIFA World Cup qualification,played,South Korea,KOR,KOR,AFC,Japan,JPN,JPN,AFC,FALSE,2,0,win,Tokyo,Japan,FALSE,1709,1342,1720,1331,11
,,,1961-10-08,FIFA World Cup qualification,played,South Korea,KOR,KOR,AFC,Yugoslavia,YUG,YUG,UEFA,FALSE,1,5,loss,Belgrade,Yugoslavia,FALSE,1720,1929,1709,1940,-11
,,,1961-10-18,Friendly,played,South Korea,KOR,KOR,AFC,Turkey,TUR,TUR,UEFA,FALSE,0,1,loss,Ankara,Turkey,FALSE,1709,1705,1702,1712,-7
,,,1961-10-22,Friendly,played,South Korea,KOR,KOR,AFC,Israel,ISR,ISR,UEFA,FALSE,1,1,draw,Ramat Gan,Israel,FALSE,1702,1606,1702,1606,0
,,,1961-10-28,Friendly,played,South Korea,KOR,KOR,AFC,Myanmar,,,,FALSE,0,3,loss,Yangon,Burma,FALSE,,,,,
,,,1961-11-26,FIFA World Cup qualification,played,South Korea,KOR,KOR,AFC,Yugoslavia,YUG,YUG,UEFA,TRUE,1,3,loss,Seoul,South Korea,FALSE,1707,1947,1688,1966,-19
,,,1962-08-26,Asian Games,played,South Korea,KOR,KOR,AFC,India,,,,FALSE,2,0,win,Jakarta,Indonesia,TRUE,1696,1418,1706,1408,10
,,,1962-08-27,Asian Games,played,South Korea,KOR,KOR,AFC,Thailand,,,,TRUE,3,2,win,Jakarta,Indonesia,TRUE,1706,1201,1708,1199,2
,,,1962-08-30,Asian Games,played,South Korea,KOR,KOR,AFC,Japan,JPN,JPN,AFC,TRUE,1,0,win,Jakarta,Indonesia,TRUE,1708,1327,1712,1323,4
,,,1962-09-01,Asian Games,played,South Korea,KOR,KOR,AFC,Malaysia,,,,TRUE,2,1,win,Jakarta,Indonesia,TRUE,1712,1452,1719,1445,7
,,,1962-09-04,Asian Games,played,South Korea,KOR,KOR,AFC,India,,,,FALSE,1,2,loss,Jakarta,Indonesia,TRUE,1719,1470,1687,1502,-32
,,,1962-10-12,Friendly,played,South Korea,KOR,KOR,AFC,Indonesia,IDN,IDN,AFC,TRUE,2,0,win,Seoul,South Korea,FALSE,1687,1522,1692,1517,5
,,,1962-10-14,Friendly,played,South Korea,KOR,KOR,AFC,Indonesia,IDN,IDN,AFC,TRUE,2,0,win,Seoul,South Korea,FALSE,1692,1517,1697,1512,5
,,,1963-08-11,Merdeka Tournament,played,South Korea,KOR,KOR,AFC,Thailand,,,,TRUE,5,1,win,Kuala Lumpur,Malaya,TRUE,1697,1175,1700,1172,3
,,,1963-08-13,Merdeka Tournament,played,South Korea,KOR,KOR,AFC,Japan,JPN,JPN,AFC,TRUE,1,1,draw,Kuala Lumpur,Malaya,TRUE,1700,1373,1689,1384,-11
,,,1963-08-14,Merdeka Tournament,played,South Korea,KOR,KOR,AFC,Vietnam Republic,,,,TRUE,3,1,win,Kuala Lumpur,Malaya,TRUE,,,,,
,,,1963-08-16,Merdeka Tournament,played,South Korea,KOR,KOR,AFC,Malaysia,,,,FALSE,0,3,loss,Kuala Lumpur,Malaya,FALSE,1698,1365,1656,1407,-42
,,,1963-08-18,Merdeka Tournament,played,South Korea,KOR,KOR,AFC,Taiwan,,,,FALSE,0,1,loss,Kuala Lumpur,Malaya,TRUE,1656,1632,1640,1648,-16
,,,1964-05-27,AFC Asian Cup,played,South Korea,KOR,KOR,AFC,India,,,,FALSE,0,2,loss,Haifa,Israel,TRUE,1639,1497,1587,1549,-52
,,,1964-05-30,AFC Asian Cup,played,South Korea,KOR,KOR,AFC,Hong Kong,,,,FALSE,1,0,win,Jerusalem,Israel,TRUE,,,,,
,,,1964-06-03,AFC Asian Cup,played,South Korea,KOR,KOR,AFC,Israel,ISR,ISR,UEFA,FALSE,1,2,loss,Ramat Gan,Israel,FALSE,1616,1573,1595,1594,-21
,,,1964-06-30,Friendly,played,South Korea,KOR,KOR,AFC,Vietnam Republic,,,,FALSE,2,1,win,Saigon,Vietnam Republic,FALSE,,,,,
,,,1965-08-14,Merdeka Tournament,played,South Korea,KOR,KOR,AFC,Thailand,,,,TRUE,2,3,loss,Kuala Lumpur,Malaysia,TRUE,1556,1214,1530,1240,-26
,,,1965-08-17,Merdeka Tournament,played,South Korea,KOR,KOR,AFC,Malaysia,,,,FALSE,2,0,win,Kuala Lumpur,Malaysia,FALSE,1530,1344,1547,1327,17
,,,1965-08-21,Merdeka Tournament,played,South Korea,KOR,KOR,AFC,Vietnam Republic,,,,TRUE,0,0,draw,Ipoh,Malaysia,TRUE,,,,,
,,,1965-08-23,Merdeka Tournament,played,South Korea,KOR,KOR,AFC,India,,,,FALSE,1,0,win,Kuala Lumpur,Malaysia,TRUE,1543,1514,1557,1500,14
,,,1965-08-25,Merdeka Tournament,played,South Korea,KOR,KOR,AFC,Hong Kong,,,,FALSE,1,0,win,Kuala Lumpur,Malaysia,TRUE,1557,1371,1565,1363,8
,,,1965-08-28,Merdeka Tournament,played,South Korea,KOR,KOR,AFC,Taiwan,,,,TRUE,1,1,draw,Kuala Lumpur,Malaysia,TRUE,1565,1518,1563,1520,-2
,,,1966-08-14,Merdeka Tournament,played,South Korea,KOR,KOR,AFC,Japan,JPN,JPN,AFC,TRUE,2,0,win,Kuala Lumpur,Malaysia,TRUE,,,,,
,,,1966-08-19,Merdeka Tournament,played,South Korea,KOR,KOR,AFC,Hong Kong,,,,FALSE,1,0,win,Kuala Lumpur,Malaysia,TRUE,1563,1319,1569,1313,6
,,,1966-08-21,Merdeka Tournament,played,South Korea,KOR,KOR,AFC,Thailand,,,,TRUE,2,1,win,Kuala Lumpur,Malaysia,TRUE,1569,1285,1574,1280,5
,,,1966-08-23,Merdeka Tournament,played,South Korea,KOR,KOR,AFC,Myanmar,,,,FALSE,0,2,loss,Ipoh,Malaysia,TRUE,1574,1425,1542,1457,-32
,,,1966-08-27,Merdeka Tournament,played,South Korea,KOR,KOR,AFC,Malaysia,,,,FALSE,2,1,win,Kuala Lumpur,Malaysia,FALSE,1542,1271,1550,1263,8
,,,1966-08-28,Merdeka Tournament,played,South Korea,KOR,KOR,AFC,India,,,,FALSE,0,1,loss,Kuala Lumpur,Malaysia,TRUE,1550,1518,1534,1534,-16
,,,1966-08-31,Friendly,played,South Korea,KOR,KOR,AFC,Singapore,,,,FALSE,3,1,win,Kallang,Singapore,FALSE,1534,1298,1543,1289,9
,,,1966-12-10,Asian Games,played,South Korea,KOR,KOR,AFC,Thailand,,,,FALSE,0,3,loss,Bangkok,Thailand,FALSE,,,,,
,,,1966-12-12,Asian Games,played,South Korea,KOR,KOR,AFC,Myanmar,,,,TRUE,0,1,loss,Bangkok,Thailand,TRUE,,,,,
,,,1967-07-29,AFC Asian Cup qualification,played,South Korea,KOR,KOR,AFC,Indonesia,IDN,IDN,AFC,TRUE,1,1,draw,Taipei,Taiwan,TRUE,1470,1463,1470,1463,0
