tournament_id,match_id,match_number,date,stage,status,team_id,team,team_confederation,opponent_id,opponent,opponent_confederation,is_home,team_score,opponent_score,result,team_elo_start,opponent_elo_start,team_elo_end,opponent_elo_end,team_elo_delta,city,country,neutral,decided_by_shootout,shootout_winner
WC-2002,WC-2002_001,1,2002-05-31,Group Stage,played,FRA,France,UEFA,SEN,Senegal,CAF,TRUE,0,1,loss,2093,1698,2039,1752,-54,Seoul,South Korea,TRUE,FALSE,
WC-2002,WC-2002_001,1,2002-05-31,Group Stage,played,SEN,Senegal,CAF,FRA,France,UEFA,FALSE,1,0,win,1698,2093,1752,2039,54,Seoul,South Korea,TRUE,FALSE,
WC-2002,WC-2002_002,2,2002-06-01,Group Stage,played,GER,Germany,UEFA,KSA,Saudi Arabia,AFC,TRUE,8,0,win,1870,1696,1908,1658,38,Sapporo,Japan,TRUE,FALSE,
WC-2002,WC-2002_002,2,2002-06-01,Group Stage,played,KSA,Saudi Arabia,AFC,GER,Germany,UEFA,FALSE,0,8,loss,1696,1870,1658,1908,-38,Sapporo,Japan,TRUE,FALSE,
WC-2002,WC-2002_003,3,2002-06-01,Group Stage,played,IRL,Republic of Ireland,UEFA,CMR,Cameroon,CAF,TRUE,1,1,draw,,,,,,Niigata,Japan,TRUE,FALSE,
WC-2002,WC-2002_003,3,2002-06-01,Group Stage,played,CMR,Cameroon,CAF,IRL,Republic of Ireland,UEFA,FALSE,1,1,draw,,,,,,Niigata,Japan,TRUE,FALSE,
WC-2002,WC-2002_004,4,2002-06-01,Group Stage,played,URY,Uruguay,CONMEBOL,DNK,Denmark,UEFA,TRUE,1,2,loss,1811,1861,1785,1887,-26,Ulsan,South Korea,TRUE,FALSE,
WC-2002,WC-2002_004,4,2002-06-01,Group Stage,played,DNK,Denmark,UEFA,URY,Uruguay,CONMEBOL,FALSE,2,1,win,1861,1811,1887,1785,26,Ulsan,South Korea,TRUE,FALSE,
WC-2002,WC-2002_005,5,2002-06-02,Group Stage,played,ARG,Argentina,CONMEBOL,NGA,Nigeria,CAF,TRUE,1,0,win,2020,1765,2031,1754,11,Kashima,Japan,TRUE,FALSE,
WC-2002,WC-2002_005,5,2002-06-02,Group Stage,played,NGA,Nigeria,CAF,ARG,Argentina,CONMEBOL,FALSE,0,1,loss,1765,2020,1754,2031,-11,Kashima,Japan,TRUE,FALSE,
WC-2002,WC-2002_006,6,2002-06-02,Group Stage,played,ENG,England,UEFA,SWE,Sweden,UEFA,TRUE,1,1,draw,1924,1866,1919,1871,-5,Saitama,Japan,TRUE,FALSE,
WC-2002,WC-2002_006,6,2002-06-02,Group Stage,played,SWE,Sweden,UEFA,ENG,England,UEFA,FALSE,1,1,draw,1866,1924,1871,1919,5,Saitama,Japan,TRUE,FALSE,
WC-2002,WC-2002_007,7,2002-06-02,Group Stage,played,PRY,Paraguay,CONMEBOL,ZAF,South Africa,CAF,TRUE,2,2,draw,1731,1641,1723,1649,-8,Busan,South Korea,TRUE,FALSE,
WC-2002,WC-2002_007,7,2002-06-02,Group Stage,played,ZAF,South Africa,CAF,PRY,Paraguay,CONMEBOL,FALSE,2,2,draw,1641,1731,1649,1723,8,Busan,South Korea,TRUE,FALSE,
WC-2002,WC-2002_008,8,2002-06-02,Group Stage,played,ESP,Spain,UEFA,SVN,Slovenia,UEFA,TRUE,3,1,win,1963,1745,1983,1725,20,Gwangju,South Korea,TRUE,FALSE,
WC-2002,WC-2002_008,8,2002-06-02,Group Stage,played,SVN,Slovenia,UEFA,ESP,Spain,UEFA,FALSE,1,3,loss,1745,1963,1725,1983,-20,Gwangju,South Korea,TRUE,FALSE,
WC-2002,WC-2002_009,9,2002-06-03,Group Stage,played,BRA,Brazil,CONMEBOL,TUR,Turkey,UEFA,TRUE,2,1,win,1867,1756,1888,1735,21,Ulsan,South Korea,TRUE,FALSE,
WC-2002,WC-2002_009,9,2002-06-03,Group Stage,played,TUR,Turkey,UEFA,BRA,Brazil,CONMEBOL,FALSE,1,2,loss,1756,1867,1735,1888,-21,Ulsan,South Korea,TRUE,FALSE,
WC-2002,WC-2002_010,10,2002-06-03,Group Stage,played,HRV,Croatia,UEFA,MEX,Mexico,CONCACAF,TRUE,0,1,loss,1881,1832,1847,1866,-34,Niigata,Japan,TRUE,FALSE,
WC-2002,WC-2002_010,10,2002-06-03,Group Stage,played,MEX,Mexico,CONCACAF,HRV,Croatia,UEFA,FALSE,1,0,win,1832,1881,1866,1847,34,Niigata,Japan,TRUE,FALSE,
WC-2002,WC-2002_011,11,2002-06-03,Group Stage,played,ITA,Italy,UEFA,ECU,Ecuador,CONMEBOL,TRUE,2,0,win,2008,1728,2023,1713,15,Sapporo,Japan,TRUE,FALSE,
WC-2002,WC-2002_011,11,2002-06-03,Group Stage,played,ECU,Ecuador,CONMEBOL,ITA,Italy,UEFA,FALSE,0,2,loss,1728,2008,1713,2023,-15,Sapporo,Japan,TRUE,FALSE,
WC-2002,WC-2002_012,12,2002-06-04,Group Stage,played,,China PR,,CRI,Costa Rica,CONCACAF,TRUE,0,2,loss,,,,,,Gwangju,South Korea,TRUE,FALSE,
WC-2002,WC-2002_012,12,2002-06-04,Group Stage,played,CRI,Costa Rica,CONCACAF,,China PR,,FALSE,2,0,win,,,,,,Gwangju,South Korea,TRUE,FALSE,
WC-2002,WC-2002_013,13,2002-06-04,Group Stage,played,JPN,Japan,AFC,BEL,Belgium,UEFA,TRUE,2,2,draw,1848,1837,1839,1846,-9,Saitama,Japan,FALSE,FALSE,
WC-2002,WC-2002_013,13,2002-06-04,Group Stage,played,BEL,Belgium,UEFA,JPN,Japan,AFC,FALSE,2,2,draw,1837,1848,1846,1839,9,Saitama,Japan,FALSE,FALSE,
WC-2002,WC-2002_014,14,2002-06-04,Group Stage,played,KOR,South Korea,AFC,POL,Poland,UEFA,TRUE,2,0,win,1735,1735,1767,1703,32,Busan,South Korea,FALSE,FALSE,
WC-2002,WC-2002_014,14,2002-06-04,Group Stage,played,POL,Poland,UEFA,KOR,South Korea,AFC,FALSE,0,2,loss,1735,1735,1703,1767,-32,Busan,South Korea,FALSE,FALSE,
WC-2002,WC-2002_015,15,2002-06-05,Group Stage,played,GER,Germany,UEFA,IRL,Republic of Ireland,UEFA,TRUE,1,1,draw,,,,,,Kashima,Japan,TRUE,FALSE,
WC-2002,WC-2002_015,15,2002-06-05,Group Stage,played,IRL,Republic of Ireland,UEFA,GER,Germany,UEFA,FALSE,1,1,draw,,,,,,Kashima,Japan,TRUE,FALSE,
WC-2002,WC-2002_016,16,2002-06-05,Group Stage,played,RUS,Russia,UEFA,TUN,Tunisia,CAF,TRUE,2,0,win,1801,1618,1824,1595,23,Kobe,Japan,TRUE,FALSE,
WC-2002,WC-2002_016,16,2002-06-05,Group Stage,played,TUN,Tunisia,CAF,RUS,Russia,UEFA,FALSE,0,2,loss,1618,1801,1595,1824,-23,Kobe,Japan,TRUE,FALSE,
WC-2002,WC-2002_017,17,2002-06-05,Group Stage,played,USA,United States,CONCACAF,PRT,Portugal,UEFA,TRUE,3,2,win,1808,1978,1852,1934,44,Suwon,South Korea,TRUE,FALSE,
WC-2002,WC-2002_017,17,2002-06-05,Group Stage,played,PRT,Portugal,UEFA,USA,United States,CONCACAF,FALSE,2,3,loss,1978,1808,1934,1852,-44,Suwon,South Korea,TRUE,FALSE,
WC-2002,WC-2002_018,18,2002-06-06,Group Stage,played,CMR,Cameroon,CAF,KSA,Saudi Arabia,AFC,TRUE,1,0,win,1810,1658,1828,1640,18,Saitama,Japan,TRUE,FALSE,
WC-2002,WC-2002_018,18,2002-06-06,Group Stage,played,KSA,Saudi Arabia,AFC,CMR,Cameroon,CAF,FALSE,0,1,loss,1658,1810,1640,1828,-18,Saitama,Japan,TRUE,FALSE,
WC-2002,WC-2002_019,19,2002-06-06,Group Stage,played,DNK,Denmark,UEFA,SEN,Senegal,CAF,TRUE,1,1,draw,1887,1752,1876,1763,-11,Daegu,South Korea,TRUE,FALSE,
WC-2002,WC-2002_019,19,2002-06-06,Group Stage,played,SEN,Senegal,CAF,DNK,Denmark,UEFA,FALSE,1,1,draw,1752,1887,1763,1876,11,Daegu,South Korea,TRUE,FALSE,
