tournament_id,match_id,match_number,date,stage,status,home_team,away_team,home_team_id,away_team_id,home_team_code,away_team_code,home_team_confederation,away_team_confederation,home_elo_start,away_elo_start,city,country,neutral
WC-2002,WC-2002_001,1,2002-05-31,Group Stage,played,France,Senegal,FRA,SEN,FRA,SEN,UEFA,CAF,2093,1698,Seoul,South Korea,TRUE
WC-2002,WC-2002_002,2,2002-06-01,Group Stage,played,Germany,Saudi Arabia,GER,KSA,DEU,SAU,UEFA,AFC,1870,1696,Sapporo,Japan,TRUE
WC-2002,WC-2002_003,3,2002-06-01,Group Stage,played,Republic of Ireland,Cameroon,IRL,CMR,IRL,CMR,UEFA,CAF,1873,1614,Niigata,Japan,TRUE
WC-2002,WC-2002_004,4,2002-06-01,Group Stage,played,Uruguay,Denmark,URY,DNK,URY,DNK,CONMEBOL,UEFA,1811,1861,Ulsan,South Korea,TRUE
WC-2002,WC-2002_005,5,2002-06-02,Group Stage,played,Argentina,Nigeria,ARG,NGA,ARG,NGA,CONMEBOL,CAF,2020,1765,Kashima,Japan,TRUE
WC-2002,WC-2002_006,6,2002-06-02,Group Stage,played,England,Sweden,ENG,SWE,ENG,SWE,UEFA,UEFA,1924,1866,Saitama,Japan,TRUE
WC-2002,WC-2002_007,7,2002-06-02,Group Stage,played,Paraguay,South Africa,PRY,ZAF,PRY,ZAF,CONMEBOL,CAF,1731,1641,Busan,South Korea,TRUE
WC-2002,WC-2002_008,8,2002-06-02,Group Stage,played,Spain,Slovenia,ESP,SVN,ESP,SVN,UEFA,UEFA,1963,1745,Gwangju,South Korea,TRUE
WC-2002,WC-2002_009,9,2002-06-03,Group Stage,played,Brazil,Turkey,BRA,TUR,BRA,TUR,CONMEBOL,UEFA,1867,1756,Ulsan,South Korea,TRUE
WC-2002,WC-2002_010,10,2002-06-03,Group Stage,played,Croatia,Mexico,HRV,MEX,HRV,MEX,UEFA,CONCACAF,1881,1832,Niigata,Japan,TRUE
WC-2002,WC-2002_011,11,2002-06-03,Group Stage,played,Italy,Ecuador,ITA,ECU,ITA,ECU,UEFA,CONMEBOL,2008,1728,Sapporo,Japan,TRUE
WC-2002,WC-2002_012,12,2002-06-04,Group Stage,played,China PR,Costa Rica,CHN,CRI,CHN,CRI,AFC,CONCACAF,1698,1613,Gwangju,South Korea,TRUE
