tournament_id,year,team_id,team,team_code,confederation,tournament_name,placement,position,matches_played
WC-1998,1998,FRA,France,FRA,UEFA,1998 FIFA Men's World Cup,Winner,1,7
WC-1998,1998,BRA,Brazil,BRA,CONMEBOL,1998 FIFA Men's World Cup,Runner-up,2,7
WC-1998,1998,HRV,Croatia,HRV,UEFA,1998 FIFA Men's World Cup,Third Place,3,7
WC-1998,1998,NED,Netherlands,NLD,UEFA,1998 FIFA Men's World Cup,Fourth Place,4,7
WC-1998,1998,ARG,Argentina,ARG,CONMEBOL,1998 FIFA Men's World Cup,Quarter-final,8,5
WC-1998,1998,DNK,Denmark,DNK,UEFA,1998 FIFA Men's World Cup,Quarter-final,8,5
WC-1998,1998,GER,Germany,DEU,UEFA,1998 FIFA Men's World Cup,Quarter-final,8,5
WC-1998,1998,ITA,Italy,ITA,UEFA,1998 FIFA Men's World Cup,Quarter-final,8,5
WC-1998,1998,CHL,Chile,CHL,CONMEBOL,1998 FIFA Men's World Cup,Round of 16,16,4
WC-1998,1998,ENG,England,ENG,UEFA,1998 FIFA Men's World Cup,Round of 16,16,4
WC-1998,1998,MEX,Mexico,MEX,CONCACAF,1998 FIFA Men's World Cup,Round of 16,16,4
WC-1998,1998,NGA,Nigeria,NGA,CAF,1998 FIFA Men's World Cup,Round of 16,16,4
WC-1998,1998,NOR,Norway,NOR,UEFA,1998 FIFA Men's World Cup,Round of 16,16,4
WC-1998,1998,PRY,Paraguay,PRY,CONMEBOL,1998 FIFA Men's World Cup,Round of 16,16,4
WC-1998,1998,ROU,Romania,ROU,UEFA,1998 FIFA Men's World Cup,Round of 16,16,4
WC-1998,1998,SRB,Serbia,SRB,UEFA,1998 FIFA Men's World Cup,Round of 16,16,4
WC-1998,1998,AUT,Austria,AUT,UEFA,1998 FIFA Men's World Cup,Group Stage,32,3
WC-1998,1998,BEL,Belgium,BEL,UEFA,1998 FIFA Men's World Cup,Group Stage,32,3
WC-1998,1998,BGR,Bulgaria,BGR,UEFA,1998 FIFA Men's World Cup,Group Stage,32,3
WC-1998,1998,CMR,Cameroon,CMR,CAF,1998 FIFA Men's World Cup,Group Stage,32,3
WC-1998,1998,COL,Colombia,COL,CONMEBOL,1998 FIFA Men's World Cup,Group Stage,32,3
WC-1998,1998,IRN,Iran,IRN,AFC,1998 FIFA Men's World Cup,Group Stage,32,3
WC-1998,1998,JAM,Jamaica,JAM,CONCACAF,1998 FIFA Men's World Cup,Group Stage,32,3
WC-1998,1998,JPN,Japan,JPN,AFC,1998 FIFA Men's World Cup,Group Stage,32,3
WC-1998,1998,MAR,Morocco,MAR,CAF,1998 FIFA Men's World Cup,Group Stage,32,3
WC-1998,1998,KSA,Saudi Arabia,SAU,AFC,1998 FIFA Men's World Cup,Group Stage,32,3
WC-1998,1998,SCO,Scotland,SCO,UEFA,1998 FIFA Men's World Cup,Group Stage,32,3
WC-1998,1998,ZAF,South Africa,ZAF,CAF,1998 FIFA Men's World Cup,Group Stage,32,3
WC-1998,1998,KOR,South Korea,KOR,AFC,1998 FIFA Men's World Cup,Group Stage,32,3
WC-1998,1998,ESP,Spain,ESP,UEFA,1998 FIFA Men's World Cup,Group Stage,32,3
WC-1998,1998,TUN,Tunisia,TUN,CAF,1998 FIFA Men's World Cup,Group Stage,32,3
WC-1998,1998,USA,United States,USA,CONCACAF,1998 FIFA Men's World Cup,Group Stage,32,3
