tournament_id,year,team_id,team,confederation,elo_start,elo_end,elo_change,elo_status
WC-1998,1998,FRA,France,UEFA,2002,2089,87,final
WC-1998,1998,BRA,Brazil,CONMEBOL,2092,2046,-46,final
WC-1998,1998,HRV,Croatia,UEFA,1874,2008,134,final
WC-1998,1998,NED,Netherlands,UEFA,1959,1995,36,final
WC-1998,1998,ARG,Argentina,CONMEBOL,1893,1932,39,final
WC-1998,1998,DNK,Denmark,UEFA,1882,1882,0,final
WC-1998,1998,GER,Germany,UEFA,2058,2010,-48,final
WC-1998,1998,ITA,Italy,UEFA,1972,2016,44,final
WC-1998,1998,CHL,Chile,CONMEBOL,1788,1762,-26,final
WC-1998,1998,ENG,England,UEFA,1974,1971,-3,final
WC-1998,1998,MEX,Mexico,CONCACAF,1847,1869,22,final
WC-1998,1998,NGA,Nigeria,CAF,1703,1706,3,final
WC-1998,1998,NOR,Norway,UEFA,1903,1902,-1,final
WC-1998,1998,PRY,Paraguay,CONMEBOL,1742,1805,63,final
WC-1998,1998,ROU,Romania,UEFA,1880,1883,3,final
WC-1998,1998,SRB,Serbia,UEFA,1968,1962,-6,final
WC-1998,1998,AUT,Austria,UEFA,1715,1702,-13,final
WC-1998,1998,BEL,Belgium,UEFA,1822,1825,3,final
WC-1998,1998,BGR,Bulgaria,UEFA,1805,1738,-67,final
WC-1998,1998,CMR,Cameroon,CAF,1591,1605,14,final
WC-1998,1998,COL,Colombia,CONMEBOL,1778,1752,-26,final
WC-1998,1998,IRN,Iran,AFC,1628,1660,32,final
WC-1998,1998,JAM,Jamaica,CONCACAF,1645,1645,0,final
WC-1998,1998,JPN,Japan,AFC,1743,1670,-73,final
WC-1998,1998,MAR,Morocco,CAF,1727,1789,62,final
WC-1998,1998,KSA,Saudi Arabia,AFC,1644,1627,-17,final
WC-1998,1998,SCO,Scotland,UEFA,1776,1718,-58,final
WC-1998,1998,ZAF,South Africa,CAF,1637,1647,10,final
WC-1998,1998,KOR,South Korea,AFC,1750,1704,-46,final
WC-1998,1998,ESP,Spain,UEFA,2039,1997,-42,final
WC-1998,1998,TUN,Tunisia,CAF,1632,1624,-8,final
WC-1998,1998,USA,United States,CONCACAF,1759,1705,-54,final
