tournament_id,match_id,match_number,date,stage,status,team_id,team,team_confederation,opponent_id,opponent,opponent_confederation,is_home,team_score,opponent_score,result,team_elo_start,opponent_elo_start,team_elo_end,opponent_elo_end,team_elo_delta,city,country,neutral,decided_by_shootout,shootout_winner
WC-1998,WC-1998_001,1,1998-06-10,Group Stage,played,BRA,Brazil,CONMEBOL,SCO,Scotland,UEFA,TRUE,2,1,win,2092,1776,2100,1768,8,Saint-Denis,France,TRUE,FALSE,
WC-1998,WC-1998_001,1,1998-06-10,Group Stage,played,SCO,Scotland,UEFA,BRA,Brazil,CONMEBOL,FALSE,1,2,loss,1776,2092,1768,2100,-8,Saint-Denis,France,TRUE,FALSE,
WC-1998,WC-1998_002,2,1998-06-10,Group Stage,played,MAR,Morocco,CAF,NOR,Norway,UEFA,TRUE,2,2,draw,1727,1903,1741,1889,14,Montpellier,France,TRUE,FALSE,
WC-1998,WC-1998_002,2,1998-06-10,Group Stage,played,NOR,Norway,UEFA,MAR,Morocco,CAF,FALSE,2,2,draw,1903,1727,1889,1741,-14,Montpellier,France,TRUE,FALSE,
WC-1998,WC-1998_003,3,1998-06-11,Group Stage,played,CMR,Cameroon,CAF,AUT,Austria,UEFA,TRUE,1,1,draw,1591,1715,1601,1705,10,Toulouse,France,TRUE,FALSE,
WC-1998,WC-1998_003,3,1998-06-11,Group Stage,played,AUT,Austria,UEFA,CMR,Cameroon,CAF,FALSE,1,1,draw,1715,1591,1705,1601,-10,Toulouse,France,TRUE,FALSE,
WC-1998,WC-1998_004,4,1998-06-11,Group Stage,played,ITA,Italy,UEFA,CHL,Chile,CONMEBOL,TRUE,2,2,draw,1972,1788,1957,1803,-15,Bordeaux,France,TRUE,FALSE,
WC-1998,WC-1998_004,4,1998-06-11,Group Stage,played,CHL,Chile,CONMEBOL,ITA,Italy,UEFA,FALSE,2,2,draw,1788,1972,1803,1957,15,Bordeaux,France,TRUE,FALSE,
WC-1998,WC-1998_005,5,1998-06-12,Group Stage,played,FRA,France,UEFA,ZAF,South Africa,CAF,TRUE,3,0,win,2002,1637,2009,1630,7,Marseille,France,FALSE,FALSE,
WC-1998,WC-1998_005,5,1998-06-12,Group Stage,played,ZAF,South Africa,CAF,FRA,France,UEFA,FALSE,0,3,loss,1637,2002,1630,2009,-7,Marseille,France,FALSE,FALSE,
WC-1998,WC-1998_006,6,1998-06-12,Group Stage,played,PRY,Paraguay,CONMEBOL,BGR,Bulgaria,UEFA,TRUE,0,0,draw,1742,1805,1747,1800,5,Montpellier,France,TRUE,FALSE,
WC-1998,WC-1998_006,6,1998-06-12,Group Stage,played,BGR,Bulgaria,UEFA,PRY,Paraguay,CONMEBOL,FALSE,0,0,draw,1805,1742,1800,1747,-5,Montpellier,France,TRUE,FALSE,
WC-1998,WC-1998_007,7,1998-06-12,Group Stage,played,KSA,Saudi Arabia,AFC,DNK,Denmark,UEFA,TRUE,0,1,loss,1644,1882,1632,1894,-12,Lens,France,TRUE,FALSE,
WC-1998,WC-1998_007,7,1998-06-12,Group Stage,played,DNK,Denmark,UEFA,KSA,Saudi Arabia,AFC,FALSE,1,0,win,1882,1644,1894,1632,12,Lens,France,TRUE,FALSE,
WC-1998,WC-1998_008,8,1998-06-13,Group Stage,played,KOR,South Korea,AFC,MEX,Mexico,CONCACAF,TRUE,1,3,loss,1750,1847,1717,1880,-33,Lyon,France,TRUE,FALSE,
WC-1998,WC-1998_008,8,1998-06-13,Group Stage,played,MEX,Mexico,CONCACAF,KOR,South Korea,AFC,FALSE,3,1,win,1847,1750,1880,1717,33,Lyon,France,TRUE,FALSE,
WC-1998,WC-1998_009,9,1998-06-13,Group Stage,played,NED,Netherlands,UEFA,BEL,Belgium,UEFA,TRUE,0,0,draw,1959,1822,1948,1833,-11,Saint-Denis,France,TRUE,FALSE,
WC-1998,WC-1998_009,9,1998-06-13,Group Stage,played,BEL,Belgium,UEFA,NED,Netherlands,UEFA,FALSE,0,0,draw,1822,1959,1833,1948,11,Saint-Denis,France,TRUE,FALSE,
WC-1998,WC-1998_010,10,1998-06-13,Group Stage,played,ESP,Spain,UEFA,NGA,Nigeria,CAF,TRUE,2,3,loss,2039,1703,1987,1755,-52,Nantes,France,TRUE,FALSE,
WC-1998,WC-1998_010,10,1998-06-13,Group Stage,played,NGA,Nigeria,CAF,ESP,Spain,UEFA,FALSE,3,2,win,1703,2039,1755,1987,52,Nantes,France,TRUE,FALSE,
WC-1998,WC-1998_011,11,1998-06-14,Group Stage,played,ARG,Argentina,CONMEBOL,JPN,Japan,AFC,TRUE,1,0,win,1893,1743,1911,1725,18,Toulouse,France,TRUE,FALSE,
WC-1998,WC-1998_011,11,1998-06-14,Group Stage,played,JPN,Japan,AFC,ARG,Argentina,CONMEBOL,FALSE,0,1,loss,1743,1893,1725,1911,-18,Toulouse,France,TRUE,FALSE,
WC-1998,WC-1998_012,12,1998-06-14,Group Stage,played,JAM,Jamaica,CONCACAF,HRV,Croatia,UEFA,TRUE,1,3,loss,1645,1874,1626,1893,-19,Lens,France,TRUE,FALSE,
WC-1998,WC-1998_012,12,1998-06-14,Group Stage,played,HRV,Croatia,UEFA,JAM,Jamaica,CONCACAF,FALSE,3,1,win,1874,1645,1893,1626,19,Lens,France,TRUE,FALSE,
WC-1998,WC-1998_013,13,1998-06-14,Group Stage,played,SRB,Serbia,UEFA,IRN,Iran,AFC,TRUE,1,0,win,,,,,,Saint-Étienne,France,TRUE,FALSE,
WC-1998,WC-1998_013,13,1998-06-14,Group Stage,played,IRN,Iran,AFC,SRB,Serbia,UEFA,FALSE,0,1,loss,,,,,,Saint-Étienne,France,TRUE,FALSE,
WC-1998,WC-1998_014,14,1998-06-15,Group Stage,played,ENG,England,UEFA,TUN,Tunisia,CAF,TRUE,2,0,win,1974,1632,1985,1621,11,Marseille,France,TRUE,FALSE,
WC-1998,WC-1998_014,14,1998-06-15,Group Stage,played,TUN,Tunisia,CAF,ENG,England,UEFA,FALSE,0,2,loss,1632,1974,1621,1985,-11,Marseille,France,TRUE,FALSE,
WC-1998,WC-1998_015,15,1998-06-15,Group Stage,played,GER,Germany,UEFA,USA,United States,CONCACAF,TRUE,2,0,win,2058,1759,2072,1745,14,Paris,France,TRUE,FALSE,
WC-1998,WC-1998_015,15,1998-06-15,Group Stage,played,USA,United States,CONCACAF,GER,Germany,UEFA,FALSE,0,2,loss,1759,2058,1745,2072,-14,Paris,France,TRUE,FALSE,
WC-1998,WC-1998_016,16,1998-06-15,Group Stage,played,ROU,Romania,UEFA,COL,Colombia,CONMEBOL,TRUE,1,0,win,1880,1778,1901,1757,21,Lyon,France,TRUE,FALSE,
WC-1998,WC-1998_016,16,1998-06-15,Group Stage,played,COL,Colombia,CONMEBOL,ROU,Romania,UEFA,FALSE,0,1,loss,1778,1880,1757,1901,-21,Lyon,France,TRUE,FALSE,
WC-1998,WC-1998_017,17,1998-06-16,Group Stage,played,BRA,Brazil,CONMEBOL,MAR,Morocco,CAF,TRUE,3,0,win,2100,1741,2112,1729,12,Nantes,France,TRUE,FALSE,
WC-1998,WC-1998_017,17,1998-06-16,Group Stage,played,MAR,Morocco,CAF,BRA,Brazil,CONMEBOL,FALSE,0,3,loss,1741,2100,1729,2112,-12,Nantes,France,TRUE,FALSE,
