tournament,tournament_id,year,match_id,match_number,date,stage,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,city,country,neutral,team_elo_start,opponent_elo_start
1974 FIFA Men's World Cup,WC-1974,1974,WC-1974_003,3,1974-06-14,Group Stage,played,Australia,AUS,AUS,AFC,German DR,DDR,DDR,UEFA,FALSE,Hamburg,Germany,TRUE,1687,1939
1974 FIFA Men's World Cup,WC-1974,1974,WC-1974_010,10,1974-06-18,Group Stage,played,Australia,AUS,AUS,AFC,Germany,GER,DEU,UEFA,FALSE,Hamburg,Germany,FALSE,1783,1923
1974 FIFA Men's World Cup,WC-1974,1974,WC-1974_017,17,1974-06-22,Group Stage,played,Australia,AUS,AUS,AFC,Chile,CHL,CHL,CONMEBOL,TRUE,Berlin,Germany,TRUE,1666,1786
2006 FIFA Men's World Cup,WC-2006,2006,WC-2006_009,9,2006-06-12,Group Stage,played,Australia,AUS,AUS,AFC,Japan,JPN,JPN,AFC,TRUE,Kaiserslautern,Germany,TRUE,1798,1789
2006 FIFA Men's World Cup,WC-2006,2006,WC-2006_027,27,2006-06-18,Group Stage,played,Australia,AUS,AUS,AFC,Brazil,BRA,BRA,CONMEBOL,FALSE,Munich,Germany,TRUE,1842,2049
2006 FIFA Men's World Cup,WC-2006,2006,WC-2006_041,41,2006-06-22,Group Stage,played,Australia,AUS,AUS,AFC,Croatia,HRV,HRV,UEFA,FALSE,Stuttgart,Germany,TRUE,1821,1816
2006 FIFA Men's World Cup,WC-2006,2006,WC-2006_053,53,2006-06-26,Round of 16,played,Australia,AUS,AUS,AFC,Italy,ITA,ITA,UEFA,FALSE,Kaiserslautern,Germany,TRUE,1821,1984
2010 FIFA Men's World Cup,WC-2010,2010,WC-2010_007,7,2010-06-13,Group Stage,played,Australia,AUS,AUS,AFC,Germany,GER,DEU,UEFA,FALSE,Durban,South Africa,TRUE,1775,1957
2010 FIFA Men's World Cup,WC-2010,2010,WC-2010_025,25,2010-06-19,Group Stage,played,Australia,AUS,AUS,AFC,Ghana,GHA,GHA,CAF,FALSE,Rustenburg,South Africa,TRUE,1746,1729
2010 FIFA Men's World Cup,WC-2010,2010,WC-2010_037,37,2010-06-23,Group Stage,played,Australia,AUS,AUS,AFC,Serbia,SRB,SRB,UEFA,TRUE,Nelspruit,South Africa,TRUE,1745,1843
2014 FIFA Men's World Cup,WC-2014,2014,WC-2014_002,2,2014-06-13,Group Stage,played,Australia,AUS,AUS,AFC,Chile,CHL,CHL,CONMEBOL,FALSE,Cuiabá,Brazil,TRUE,1708,1920
2014 FIFA Men's World Cup,WC-2014,2014,WC-2014_018,18,2014-06-18,Group Stage,played,Australia,AUS,AUS,AFC,Netherlands,NED,NLD,UEFA,TRUE,Curitiba,Brazil,TRUE,1687,2060
2014 FIFA Men's World Cup,WC-2014,2014,WC-2014_033,33,2014-06-23,Group Stage,played,Australia,AUS,AUS,AFC,Spain,ESP,ESP,UEFA,TRUE,Curitiba,Brazil,TRUE,1681,1975
2018 FIFA Men's World Cup,WC-2018,2018,WC-2018_005,5,2018-06-16,Group Stage,played,Australia,AUS,AUS,AFC,France,FRA,FRA,UEFA,FALSE,Kazan,Russia,TRUE,1743,1986
2018 FIFA Men's World Cup,WC-2018,2018,WC-2018_021,21,2018-06-21,Group Stage,played,Australia,AUS,AUS,AFC,Denmark,DNK,DNK,UEFA,FALSE,Samara,Russia,TRUE,1731,1889
2018 FIFA Men's World Cup,WC-2018,2018,WC-2018_037,37,2018-06-26,Group Stage,played,Australia,AUS,AUS,AFC,Peru,PER,PER,CONMEBOL,TRUE,Sochi,Russia,TRUE,1744,1860
2022 FIFA Men's World Cup,WC-2022,2022,WC-2022_008,8,2022-11-22,Group Stage,played,Australia,AUS,AUS,AFC,France,FRA,FRA,UEFA,FALSE,Al Wakrah,Qatar,TRUE,1721,2005
2022 FIFA Men's World Cup,WC-2022,2022,WC-2022_023,23,2022-11-26,Group Stage,played,Australia,AUS,AUS,AFC,Tunisia,TUN,TUN,CAF,FALSE,Al Wakrah,Qatar,TRUE,1704,1724
2022 FIFA Men's World Cup,WC-2022,2022,WC-2022_039,39,2022-11-30,Group Stage,played,Australia,AUS,AUS,AFC,Denmark,DNK,DNK,UEFA,TRUE,Al Wakrah,Qatar,TRUE,1736,1928
2022 FIFA Men's World Cup,WC-2022,2022,WC-2022_050,50,2022-12-03,Round of 16,played,Australia,AUS,AUS,AFC,Argentina,ARG,ARG,CONMEBOL,FALSE,Al Rayyan,Qatar,TRUE,1781,2118
2026 FIFA Men's World Cup,WC-2026,2026,WC-2026_008,8,2026-06-13,Group Stage,scheduled,Australia,AUS,AUS,AFC,Turkey,TUR,TUR,UEFA,TRUE,Vancouver,Canada,TRUE,1783,1902
2026 FIFA Men's World Cup,WC-2026,2026,WC-2026_031,31,2026-06-19,Group Stage,scheduled,Australia,AUS,AUS,AFC,United States,USA,USA,CONCACAF,FALSE,Seattle,United States,FALSE,1783,1721
2026 FIFA Men's World Cup,WC-2026,2026,WC-2026_056,56,2026-06-25,Group Stage,scheduled,Australia,AUS,AUS,AFC,Paraguay,PRY,PRY,CONMEBOL,FALSE,Santa Clara,United States,TRUE,1783,1833
