team,team_id,team_code,confederation,tournament,tournament_id,year,player_name,player_id,position,pos_code,shirt_number,date_of_birth,age,club,club_country,caps,goals
Australia,AUS,AUS,AFC,1974 FIFA Men's World Cup,WC-1974,1974,Adrian Alston,P-31090,forward,FW,12,1949-02-06,25,Luton Town,England,5,0
Australia,AUS,AUS,AFC,1974 FIFA Men's World Cup,WC-1974,1974,Allan Maher,P-29734,goal keeper,GK,22,1950-07-21,23,,,,
Australia,AUS,AUS,AFC,1974 FIFA Men's World Cup,WC-1974,1974,Attila Abonyi,P-22858,forward,FW,11,1946-08-16,27,,,,
Australia,AUS,AUS,AFC,1974 FIFA Men's World Cup,WC-1974,1974,Branko Buljevic,P-37148,forward,FW,20,1947-09-06,26,Footscray JUST,Australia,6,0
Australia,AUS,AUS,AFC,1974 FIFA Men's World Cup,WC-1974,1974,Colin Curran,P-39161,defender,DF,5,1947-08-21,26,,,,
Australia,AUS,AUS,AFC,1974 FIFA Men's World Cup,WC-1974,1974,Dave Harding,P-64841,defender,DF,17,1946-08-14,27,,,,
Australia,AUS,AUS,AFC,1974 FIFA Men's World Cup,WC-1974,1974,Doug Utjesenovic,P-14851,defender,DF,2,1946-10-08,27,St. George Budapest,Australia,7,0
Australia,AUS,AUS,AFC,1974 FIFA Men's World Cup,WC-1974,1974,Ernie Campbell,P-33066,midfielder,MF,19,1949-10-20,24,Marconi Fairfield,Australia,1,0
Australia,AUS,AUS,AFC,1974 FIFA Men's World Cup,WC-1974,1974,Garry Manuel,P-82355,forward,FW,10,1950-02-20,24,,,,
Australia,AUS,AUS,AFC,1974 FIFA Men's World Cup,WC-1974,1974,Harry Williams,P-90391,defender,DF,15,1951-05-07,23,St. George Budapest,Australia,1,0
Australia,AUS,AUS,AFC,1974 FIFA Men's World Cup,WC-1974,1974,Ivo Rudic,P-69601,defender,DF,16,1942-01-24,32,,,,
Australia,AUS,AUS,AFC,1974 FIFA Men's World Cup,WC-1974,1974,Jack Reilly,P-24116,goal keeper,GK,1,1945-08-27,28,Sydney Hakoah,Australia,7,0
