team,team_id,team_code,confederation,tournament,tournament_id,year,player_name,player_id,position,pos_code,shirt_number,date_of_birth,age,club,club_country,caps,goals
Iraq,IRQ,IRQ,AFC,1986 FIFA Men's World Cup,WC-1986,1986,Ahmad Jassim,P-34985,goal keeper,GK,21,1960-05-04,26,,,,
Iraq,IRQ,IRQ,AFC,1986 FIFA Men's World Cup,WC-1986,1986,Ahmed Radhi,P-37600,forward,FW,8,1964-03-21,22,,,,
Iraq,IRQ,IRQ,AFC,1986 FIFA Men's World Cup,WC-1986,1986,Ali Hussein Shihab,P-10707,midfielder,MF,6,1961-05-05,25,Al-Talaba Baghdad,Iraq,10,0
Iraq,IRQ,IRQ,AFC,1986 FIFA Men's World Cup,WC-1986,1986,Anad Abid,P-00685,forward,FW,17,1955-08-03,30,,,,
Iraq,IRQ,IRQ,AFC,1986 FIFA Men's World Cup,WC-1986,1986,Basil Gorgis,P-76810,midfielder,MF,14,1961-01-15,25,,,,
Iraq,IRQ,IRQ,AFC,1986 FIFA Men's World Cup,WC-1986,1986,Basim Qasim,P-57174,defender,DF,19,1963-03-22,23,,,,
Iraq,IRQ,IRQ,AFC,1986 FIFA Men's World Cup,WC-1986,1986,Fatah Nsaief,P-33838,goal keeper,GK,20,1951-02-02,35,Al-Jaish Baghdad,Iraq,3,0
Iraq,IRQ,IRQ,AFC,1986 FIFA Men's World Cup,WC-1986,1986,Ghanim Oraibi,P-42180,defender,DF,22,1961-08-16,24,,,,
Iraq,IRQ,IRQ,AFC,1986 FIFA Men's World Cup,WC-1986,1986,Haris Mohammed,P-97678,midfielder,MF,7,1958-03-03,28,,,,
Iraq,IRQ,IRQ,AFC,1986 FIFA Men's World Cup,WC-1986,1986,Hussein Saeed,P-54079,forward,FW,10,1958-01-21,28,,,,
Iraq,IRQ,IRQ,AFC,1986 FIFA Men's World Cup,WC-1986,1986,Ismail Mohammed Sharif,P-22174,midfielder,MF,18,1962-01-19,24,,,,
Iraq,IRQ,IRQ,AFC,1986 FIFA Men's World Cup,WC-1986,1986,Jamal Ali,P-32244,midfielder,MF,12,1956-02-02,30,,,,
Iraq,IRQ,IRQ,AFC,1986 FIFA Men's World Cup,WC-1986,1986,Karim Allawi,P-56076,defender,DF,13,1960-04-01,26,,,,
Iraq,IRQ,IRQ,AFC,1986 FIFA Men's World Cup,WC-1986,1986,Karim Saddam,P-34556,forward,FW,9,1960-05-26,26,Al-Jaish Baghdad,Iraq,7,2
Iraq,IRQ,IRQ,AFC,1986 FIFA Men's World Cup,WC-1986,1986,Khalil Allawi,P-08949,defender,DF,3,1958-09-06,27,,,,
Iraq,IRQ,IRQ,AFC,1986 FIFA Men's World Cup,WC-1986,1986,Maad Ibrahim,P-20549,defender,DF,2,1960-06-30,25,,,,
Iraq,IRQ,IRQ,AFC,1986 FIFA Men's World Cup,WC-1986,1986,Nadhim Shaker,P-62944,defender,DF,4,1958-04-13,28,,,,
Iraq,IRQ,IRQ,AFC,1986 FIFA Men's World Cup,WC-1986,1986,Natiq Hashim,P-72587,midfielder,MF,15,1960-01-15,26,,,,
Iraq,IRQ,IRQ,AFC,1986 FIFA Men's World Cup,WC-1986,1986,Raad Hammoudi,P-20424,goal keeper,GK,1,1958-05-01,28,,,,
Iraq,IRQ,IRQ,AFC,1986 FIFA Men's World Cup,WC-1986,1986,Rahim Hameed,P-88871,forward,FW,11,1963-05-23,23,,,,
Iraq,IRQ,IRQ,AFC,1986 FIFA Men's World Cup,WC-1986,1986,Samir Shaker,P-15649,defender,DF,5,1958-02-28,28,,,,
Iraq,IRQ,IRQ,AFC,1986 FIFA Men's World Cup,WC-1986,1986,Shaker Mahmoud,P-29742,midfielder,MF,16,1963-05-05,23,,,,
