tournament,tournament_id,year,match_id,match_number,date,stage,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,city,country,neutral,team_elo_start,opponent_elo_start
1934 FIFA Men's World Cup,WC-1934,1934,WC-1934_002,2,1934-05-27,Round of 16,played,Austria,AUT,AUT,UEFA,France,FRA,FRA,UEFA,TRUE,Turin,Italy,TRUE,2050,1626
1934 FIFA Men's World Cup,WC-1934,1934,WC-1934_009,9,1934-05-31,Quarter-final,played,Austria,AUT,AUT,UEFA,Hungary,HUN,HUN,UEFA,TRUE,Bologna,Italy,TRUE,2055,1859
1934 FIFA Men's World Cup,WC-1934,1934,WC-1934_015,15,1934-06-03,Semi-final,played,Austria,AUT,AUT,UEFA,Italy,ITA,ITA,UEFA,FALSE,Milan,Italy,FALSE,2070,2007
1934 FIFA Men's World Cup,WC-1934,1934,WC-1934_016,16,1934-06-07,Third Place,played,Austria,AUT,AUT,UEFA,Germany,GER,DEU,UEFA,TRUE,Naples,Italy,TRUE,2043,1805
1954 FIFA Men's World Cup,WC-1954,1954,WC-1954_001,1,1954-06-16,Group Stage,played,Austria,AUT,AUT,UEFA,Scotland,SCO,SCO,UEFA,TRUE,Zürich,Switzerland,TRUE,1868,1900
1954 FIFA Men's World Cup,WC-1954,1954,WC-1954_009,9,1954-06-19,Group Stage,played,Austria,AUT,AUT,UEFA,Czechoslovakia,CSK,CSK,UEFA,TRUE,Zürich,Switzerland,TRUE,1901,1719
1954 FIFA Men's World Cup,WC-1954,1954,WC-1954_020,20,1954-06-26,Quarter-final,played,Austria,AUT,AUT,UEFA,Switzerland,CHE,CHE,UEFA,FALSE,Lausanne,Switzerland,FALSE,1932,1758
1954 FIFA Men's World Cup,WC-1954,1954,WC-1954_023,23,1954-06-30,Semi-final,played,Austria,AUT,AUT,UEFA,Germany,GER,DEU,UEFA,TRUE,Basel,Switzerland,TRUE,1827,1923
1954 FIFA Men's World Cup,WC-1954,1954,WC-1954_025,25,1954-07-03,Third Place,played,Austria,AUT,AUT,UEFA,Uruguay,URY,URY,CONMEBOL,TRUE,Zürich,Switzerland,TRUE,1914,1997
1958 FIFA Men's World Cup,WC-1958,1958,WC-1958_002,2,1958-06-08,Group Stage,played,Austria,AUT,AUT,UEFA,Brazil,BRA,BRA,CONMEBOL,TRUE,Uddevalla,Sweden,TRUE,1906,1976
1958 FIFA Men's World Cup,WC-1958,1958,WC-1958_010,10,1958-06-11,Group Stage,played,Austria,AUT,AUT,UEFA,Soviet Union,SUN,SUN,UEFA,TRUE,Borås,Sweden,TRUE,1864,1903
1958 FIFA Men's World Cup,WC-1958,1958,WC-1958_018,18,1958-06-15,Group Stage,played,Austria,AUT,AUT,UEFA,England,ENG,ENG,UEFA,TRUE,Borås,Sweden,TRUE,1824,2006
1978 FIFA Men's World Cup,WC-1978,1978,WC-1978_005,5,1978-06-03,Group Stage,played,Austria,AUT,AUT,UEFA,Spain,ESP,ESP,UEFA,TRUE,Buenos Aires,Argentina,TRUE,1859,1961
1978 FIFA Men's World Cup,WC-1978,1978,WC-1978_013,13,1978-06-07,Group Stage,played,Austria,AUT,AUT,UEFA,Sweden,SWE,SWE,UEFA,TRUE,Buenos Aires,Argentina,TRUE,1898,1812
1978 FIFA Men's World Cup,WC-1978,1978,WC-1978_021,21,1978-06-11,Group Stage,played,Austria,AUT,AUT,UEFA,Brazil,BRA,BRA,CONMEBOL,TRUE,Mar del Plata,Argentina,TRUE,1921,2049
1978 FIFA Men's World Cup,WC-1978,1978,WC-1978_026,26,1978-06-14,Quarter-final,played,Austria,AUT,AUT,UEFA,Netherlands,NED,NLD,UEFA,TRUE,Córdoba,Argentina,TRUE,1902,2042
1978 FIFA Men's World Cup,WC-1978,1978,WC-1978_030,30,1978-06-18,Quarter-final,played,Austria,AUT,AUT,UEFA,Italy,ITA,ITA,UEFA,TRUE,Buenos Aires,Argentina,TRUE,1867,2038
1978 FIFA Men's World Cup,WC-1978,1978,WC-1978_034,34,1978-06-21,Quarter-final,played,Austria,AUT,AUT,UEFA,Germany,GER,DEU,UEFA,TRUE,Córdoba,Argentina,TRUE,1827,1923
1982 FIFA Men's World Cup,WC-1982,1982,WC-1982_010,10,1982-06-17,Group Stage,played,Austria,AUT,AUT,UEFA,Chile,CHL,CHL,CONMEBOL,FALSE,Oviedo,Spain,TRUE,1920,1771
