tournament,tournament_id,year,match_id,match_number,date,stage,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,city,country,neutral,team_elo_start,opponent_elo_start
1934 FIFA Men's World Cup,WC-1934,1934,WC-1934_008,8,1934-05-27,Round of 16,played,Switzerland,CHE,CHE,UEFA,Netherlands,NED,NLD,UEFA,FALSE,Milan,Italy,TRUE,1615,1707
1934 FIFA Men's World Cup,WC-1934,1934,WC-1934_010,10,1934-05-31,Quarter-final,played,Switzerland,CHE,CHE,UEFA,Czechoslovakia,CSK,CSK,UEFA,FALSE,Turin,Italy,TRUE,1653,1861
1938 FIFA Men's World Cup,WC-1938,1938,WC-1938_001,1,1938-06-04,Round of 16,played,Switzerland,CHE,CHE,UEFA,Germany,GER,DEU,UEFA,FALSE,Paris,France,TRUE,1670,1831
1938 FIFA Men's World Cup,WC-1938,1938,WC-1938_009,9,1938-06-09,Round of 16,played,Switzerland,CHE,CHE,UEFA,Germany,GER,DEU,UEFA,FALSE,Paris,France,TRUE,1683,1818
1938 FIFA Men's World Cup,WC-1938,1938,WC-1938_013,13,1938-06-12,Quarter-final,played,Switzerland,CHE,CHE,UEFA,Hungary,HUN,HUN,UEFA,FALSE,Lille,France,TRUE,1745,1937
1950 FIFA Men's World Cup,WC-1950,1950,WC-1950_005,5,1950-06-25,Group Stage,played,Switzerland,CHE,CHE,UEFA,Yugoslavia,YUG,YUG,UEFA,TRUE,Belo Horizonte,Brazil,TRUE,1709,1821
1950 FIFA Men's World Cup,WC-1950,1950,WC-1950_006,6,1950-06-28,Group Stage,played,Switzerland,CHE,CHE,UEFA,Brazil,BRA,BRA,CONMEBOL,FALSE,São Paulo,Brazil,FALSE,1673,1990
1950 FIFA Men's World Cup,WC-1950,1950,WC-1950_016,16,1950-07-02,Group Stage,played,Switzerland,CHE,CHE,UEFA,Mexico,MEX,MEX,CONCACAF,FALSE,Porto Alegre,Brazil,TRUE,1698,1765
1954 FIFA Men's World Cup,WC-1954,1954,WC-1954_008,8,1954-06-17,Group Stage,played,Switzerland,CHE,CHE,UEFA,Italy,ITA,ITA,UEFA,TRUE,Lausanne,Switzerland,FALSE,1673,1893
1954 FIFA Men's World Cup,WC-1954,1954,WC-1954_016,16,1954-06-20,Group Stage,played,Switzerland,CHE,CHE,UEFA,England,ENG,ENG,UEFA,TRUE,Bern,Switzerland,FALSE,1713,2003
1954 FIFA Men's World Cup,WC-1954,1954,WC-1954_018,18,1954-06-23,Group Stage,played,Switzerland,CHE,CHE,UEFA,Italy,ITA,ITA,UEFA,TRUE,Basel,Switzerland,FALSE,1690,1897
1954 FIFA Men's World Cup,WC-1954,1954,WC-1954_020,20,1954-06-26,Quarter-final,played,Switzerland,CHE,CHE,UEFA,Austria,AUT,AUT,UEFA,TRUE,Lausanne,Switzerland,FALSE,1758,1932
1962 FIFA Men's World Cup,WC-1962,1962,WC-1962_003,3,1962-05-30,Group Stage,played,Switzerland,CHE,CHE,UEFA,Chile,CHL,CHL,CONMEBOL,FALSE,Santiago,Chile,FALSE,1707,1740
1962 FIFA Men's World Cup,WC-1962,1962,WC-1962_015,15,1962-06-03,Group Stage,played,Switzerland,CHE,CHE,UEFA,Germany,GER,DEU,UEFA,FALSE,Santiago,Chile,TRUE,1889,1923
1962 FIFA Men's World Cup,WC-1962,1962,WC-1962_024,24,1962-06-07,Group Stage,played,Switzerland,CHE,CHE,UEFA,Italy,ITA,ITA,UEFA,FALSE,Santiago,Chile,TRUE,1665,1845
1966 FIFA Men's World Cup,WC-1966,1966,WC-1966_003,3,1966-07-12,Group Stage,played,Switzerland,CHE,CHE,UEFA,Germany,GER,DEU,UEFA,FALSE,Sheffield,England,TRUE,1889,1923
1966 FIFA Men's World Cup,WC-1966,1966,WC-1966_012,12,1966-07-15,Group Stage,played,Switzerland,CHE,CHE,UEFA,Spain,ESP,ESP,UEFA,FALSE,Sheffield,England,TRUE,1639,1872
