tournament,tournament_id,year,match_id,match_number,date,stage,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,city,country,neutral,team_elo_start,opponent_elo_start
1966 FIFA Men's World Cup,WC-1966,1966,WC-1966_017,17,1966-07-19,Group Stage,played,Switzerland,CHE,CHE,UEFA,Argentina,ARG,ARG,CONMEBOL,FALSE,Sheffield,England,TRUE,1627,1994
1994 FIFA Men's World Cup,WC-1994,1994,WC-1994_005,5,1994-06-18,Group Stage,played,Switzerland,CHE,CHE,UEFA,United States,USA,USA,CONCACAF,FALSE,Pontiac,United States,FALSE,1873,1615
1994 FIFA Men's World Cup,WC-1994,1994,WC-1994_014,14,1994-06-22,Group Stage,played,Switzerland,CHE,CHE,UEFA,Romania,ROU,ROU,UEFA,FALSE,Pontiac,United States,TRUE,1860,1895
1994 FIFA Men's World Cup,WC-1994,1994,WC-1994_025,25,1994-06-26,Group Stage,played,Switzerland,CHE,CHE,UEFA,Colombia,COL,COL,CONMEBOL,TRUE,Palo Alto,United States,TRUE,1918,1842
1994 FIFA Men's World Cup,WC-1994,1994,WC-1994_038,38,1994-07-02,Round of 16,played,Switzerland,CHE,CHE,UEFA,Spain,ESP,ESP,UEFA,FALSE,"Washington, D.C.",United States,TRUE,1863,1910
2006 FIFA Men's World Cup,WC-2006,2006,WC-2006_013,13,2006-06-13,Group Stage,played,Switzerland,CHE,CHE,UEFA,France,FRA,FRA,UEFA,FALSE,Stuttgart,Germany,TRUE,1799,1970
2006 FIFA Men's World Cup,WC-2006,2006,WC-2006_032,32,2006-06-19,Group Stage,played,Switzerland,CHE,CHE,UEFA,Togo,TGO,TGO,CAF,FALSE,Dortmund,Germany,TRUE,1813,1477
2006 FIFA Men's World Cup,WC-2006,2006,WC-2006_046,46,2006-06-23,Group Stage,played,Switzerland,CHE,CHE,UEFA,South Korea,KOR,KOR,AFC,TRUE,Hanover,Germany,TRUE,1824,1771
2006 FIFA Men's World Cup,WC-2006,2006,WC-2006_054,54,2006-06-26,Round of 16,played,Switzerland,CHE,CHE,UEFA,Ukraine,UKR,UKR,UEFA,TRUE,Cologne,Germany,TRUE,1862,1809
2010 FIFA Men's World Cup,WC-2010,2010,WC-2010_017,17,2010-06-16,Group Stage,played,Switzerland,CHE,CHE,UEFA,Spain,ESP,ESP,UEFA,FALSE,Durban,South Africa,TRUE,1761,2111
2010 FIFA Men's World Cup,WC-2010,2010,WC-2010_030,30,2010-06-21,Group Stage,played,Switzerland,CHE,CHE,UEFA,Chile,CHL,CHL,CONMEBOL,FALSE,Port Elizabeth,South Africa,TRUE,1814,1902
2010 FIFA Men's World Cup,WC-2010,2010,WC-2010_048,48,2010-06-25,Group Stage,played,Switzerland,CHE,CHE,UEFA,Honduras,HND,HND,CONCACAF,TRUE,Bloemfontein,South Africa,TRUE,1791,1688
2014 FIFA Men's World Cup,WC-2014,2014,WC-2014_011,11,2014-06-15,Group Stage,played,Switzerland,CHE,CHE,UEFA,Ecuador,ECU,ECU,CONMEBOL,TRUE,Brasília,Brazil,TRUE,1854,1836
2014 FIFA Men's World Cup,WC-2014,2014,WC-2014_026,26,2014-06-20,Group Stage,played,Switzerland,CHE,CHE,UEFA,France,FRA,FRA,UEFA,TRUE,Salvador,Brazil,TRUE,1882,1919
2014 FIFA Men's World Cup,WC-2014,2014,WC-2014_043,43,2014-06-25,Group Stage,played,Switzerland,CHE,CHE,UEFA,Honduras,HND,HND,CONCACAF,FALSE,Manaus,Brazil,TRUE,1835,1630
2014 FIFA Men's World Cup,WC-2014,2014,WC-2014_055,55,2014-07-01,Round of 16,played,Switzerland,CHE,CHE,UEFA,Argentina,ARG,ARG,CONMEBOL,FALSE,São Paulo,Brazil,TRUE,1860,2048
2018 FIFA Men's World Cup,WC-2018,2018,WC-2018_011,11,2018-06-17,Group Stage,played,Switzerland,CHE,CHE,UEFA,Brazil,BRA,BRA,CONMEBOL,FALSE,Rostov-on-Don,Russia,TRUE,1888,2141
2018 FIFA Men's World Cup,WC-2018,2018,WC-2018_026,26,2018-06-22,Group Stage,played,Switzerland,CHE,CHE,UEFA,Serbia,SRB,SRB,UEFA,FALSE,Kaliningrad,Russia,TRUE,1907,1813
2018 FIFA Men's World Cup,WC-2018,2018,WC-2018_044,44,2018-06-27,Group Stage,played,Switzerland,CHE,CHE,UEFA,Costa Rica,CRI,CRI,CONCACAF,TRUE,Nizhny Novgorod,Russia,TRUE,1929,1708
2018 FIFA Men's World Cup,WC-2018,2018,WC-2018_055,55,2018-07-03,Round of 16,played,Switzerland,CHE,CHE,UEFA,Sweden,SWE,SWE,UEFA,FALSE,Saint Petersburg,Russia,TRUE,1912,1870
2022 FIFA Men's World Cup,WC-2022,2022,WC-2022_013,13,2022-11-24,Group Stage,played,Switzerland,CHE,CHE,UEFA,Cameroon,CMR,CMR,CAF,TRUE,Al Wakrah,Qatar,TRUE,1901,1607
2022 FIFA Men's World Cup,WC-2022,2022,WC-2022_030,30,2022-11-28,Group Stage,played,Switzerland,CHE,CHE,UEFA,Brazil,BRA,BRA,CONMEBOL,FALSE,Doha,Qatar,TRUE,1910,2185
2022 FIFA Men's World Cup,WC-2022,2022,WC-2022_045,45,2022-12-02,Group Stage,played,Switzerland,CHE,CHE,UEFA,Serbia,SRB,SRB,UEFA,FALSE,Doha,Qatar,TRUE,1900,1862
2022 FIFA Men's World Cup,WC-2022,2022,WC-2022_056,56,2022-12-06,Round of 16,played,Switzerland,CHE,CHE,UEFA,Portugal,PRT,PRT,UEFA,FALSE,Lusail,Qatar,TRUE,1927,1992
2026 FIFA Men's World Cup,WC-2026,2026,WC-2026_005,5,2026-06-13,Group Stage,scheduled,Switzerland,CHE,CHE,UEFA,Qatar,QAT,QAT,AFC,FALSE,Santa Clara,United States,TRUE,1889,1425
2026 FIFA Men's World Cup,WC-2026,2026,WC-2026_027,27,2026-06-18,Group Stage,scheduled,Switzerland,CHE,CHE,UEFA,Bosnia and Herzegovina,BIH,BIH,UEFA,TRUE,Inglewood,United States,TRUE,1889,1594
2026 FIFA Men's World Cup,WC-2026,2026,WC-2026_051,51,2026-06-24,Group Stage,scheduled,Switzerland,CHE,CHE,UEFA,Canada,CAN,CAN,CONCACAF,FALSE,Vancouver,Canada,FALSE,1889,1784
