tournament_id,match_id,match_number,date,tournament,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,team_score,opponent_score,result,city,country,neutral,team_elo_start,opponent_elo_start,team_elo_end,opponent_elo_end,team_elo_delta
,,,1902-10-12,Friendly,played,Hungary,HUN,HUN,UEFA,Austria,AUT,AUT,UEFA,FALSE,0,5,loss,Vienna,Austria,FALSE,1900,1900,1886,1914,-14
,,,1903-04-05,Friendly,played,Hungary,HUN,HUN,UEFA,Czechoslovakia,CSK,CSK,UEFA,TRUE,2,1,win,Budapest,Hungary,FALSE,1886,1900,1894,1892,8
,,,1903-06-11,Friendly,played,Hungary,HUN,HUN,UEFA,Austria,AUT,AUT,UEFA,TRUE,3,2,win,Budapest,Hungary,FALSE,1894,1914,1902,1906,8
,,,1903-10-11,Friendly,played,Hungary,HUN,HUN,UEFA,Austria,AUT,AUT,UEFA,FALSE,2,4,loss,Vienna,Austria,FALSE,1902,1906,1891,1917,-11
,,,1904-06-02,Friendly,played,Hungary,HUN,HUN,UEFA,Austria,AUT,AUT,UEFA,TRUE,3,0,win,Budapest,Hungary,FALSE,1891,1917,1905,1903,14
,,,1904-10-09,Friendly,played,Hungary,HUN,HUN,UEFA,Austria,AUT,AUT,UEFA,FALSE,4,5,loss,Vienna,Austria,FALSE,1905,1903,1898,1910,-7
,,,1905-04-09,Friendly,played,Hungary,HUN,HUN,UEFA,Austria,AUT,AUT,UEFA,TRUE,0,0,draw,Budapest,Hungary,FALSE,1898,1910,1896,1912,-2
,,,1906-04-01,Friendly,played,Hungary,HUN,HUN,UEFA,Czechoslovakia,CSK,CSK,UEFA,TRUE,1,1,draw,Budapest,Hungary,FALSE,1896,1892,1893,1895,-3
,,,1906-10-07,Friendly,played,Hungary,HUN,HUN,UEFA,Czechoslovakia,CSK,CSK,UEFA,FALSE,4,4,draw,Prague,Bohemia,FALSE,1893,1895,1896,1892,3
,,,1906-11-04,Friendly,played,Hungary,HUN,HUN,UEFA,Austria,AUT,AUT,UEFA,TRUE,3,1,win,Budapest,Hungary,FALSE,1896,1912,1907,1901,11
,,,1907-04-07,Friendly,played,Hungary,HUN,HUN,UEFA,Czechoslovakia,CSK,CSK,UEFA,TRUE,5,2,win,Budapest,Hungary,FALSE,1907,1892,1919,1880,12
