tournament_id,match_id,match_number,date,tournament,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,team_score,opponent_score,result,city,country,neutral,team_elo_start,opponent_elo_start,team_elo_end,opponent_elo_end,team_elo_delta
,,,1925-03-22,Friendly,played,Haiti,HTI,HTI,CONCACAF,Jamaica,JAM,JAM,CONCACAF,TRUE,1,2,loss,Port-au-Prince,Haiti,FALSE,1300,1400,1290,1410,-10
,,,1925-03-26,Friendly,played,Haiti,HTI,HTI,CONCACAF,Jamaica,JAM,JAM,CONCACAF,TRUE,0,3,loss,Port-au-Prince,Haiti,FALSE,1290,1410,1274,1426,-16
,,,1925-03-29,Friendly,played,Haiti,HTI,HTI,CONCACAF,Jamaica,JAM,JAM,CONCACAF,TRUE,0,1,loss,Port-au-Prince,Haiti,FALSE,1274,1426,1265,1435,-9
,,,1926-01-24,Friendly,played,Haiti,HTI,HTI,CONCACAF,Curaçao,,,,TRUE,1,1,draw,Port-au-Prince,Haiti,FALSE,1265,1609,1271,1603,6
,,,1926-01-31,Friendly,played,Haiti,HTI,HTI,CONCACAF,Curaçao,,,,TRUE,0,1,loss,Port-au-Prince,Haiti,FALSE,1271,1603,1267,1607,-4
,,,1926-02-07,Friendly,played,Haiti,HTI,HTI,CONCACAF,Curaçao,,,,TRUE,2,1,win,Port-au-Prince,Haiti,FALSE,1267,1607,1283,1591,16
,,,1926-02-14,Friendly,played,Haiti,HTI,HTI,CONCACAF,Curaçao,,,,TRUE,2,2,draw,Port-au-Prince,Haiti,FALSE,1283,1591,1288,1586,5
,,,1926-11-20,Friendly,played,Haiti,HTI,HTI,CONCACAF,Jamaica,JAM,JAM,CONCACAF,FALSE,0,6,loss,Kingston,Jamaica,FALSE,1288,1452,1280,1460,-8
,,,1932-03-13,Friendly,played,Haiti,HTI,HTI,CONCACAF,Jamaica,JAM,JAM,CONCACAF,TRUE,4,1,win,Port-au-Prince,Haiti,FALSE,1280,1423,1300,1403,20
,,,1932-03-20,Friendly,played,Haiti,HTI,HTI,CONCACAF,Jamaica,JAM,JAM,CONCACAF,TRUE,0,1,loss,Port-au-Prince,Haiti,FALSE,1300,1403,1290,1413,-10
,,,1934-01-28,FIFA World Cup qualification,played,Haiti,HTI,HTI,CONCACAF,Cuba,CUB,CUB,CONCACAF,TRUE,1,3,loss,Port-au-Prince,Haiti,FALSE,1290,1672,1280,1682,-10
,,,1934-02-01,FIFA World Cup qualification,played,Haiti,HTI,HTI,CONCACAF,Cuba,CUB,CUB,CONCACAF,TRUE,1,1,draw,Port-au-Prince,Haiti,FALSE,1280,1682,1294,1668,14
,,,1934-02-04,FIFA World Cup qualification,played,Haiti,HTI,HTI,CONCACAF,Cuba,CUB,CUB,CONCACAF,TRUE,0,6,loss,Port-au-Prince,Haiti,FALSE,1294,1668,1279,1683,-15
,,,1938-03-13,Friendly,played,Haiti,HTI,HTI,CONCACAF,Jamaica,JAM,JAM,CONCACAF,TRUE,5,2,win,Port-au-Prince,Haiti,FALSE,1279,1388,1297,1370,18
,,,1938-03-17,Friendly,played,Haiti,HTI,HTI,CONCACAF,Jamaica,JAM,JAM,CONCACAF,TRUE,2,0,win,Port-au-Prince,Haiti,FALSE,1297,1370,1311,1356,14
,,,1938-03-20,Friendly,played,Haiti,HTI,HTI,CONCACAF,Jamaica,JAM,JAM,CONCACAF,TRUE,2,0,win,Port-au-Prince,Haiti,FALSE,1311,1356,1324,1343,13
,,,1939-03-15,Friendly,played,Haiti,HTI,HTI,CONCACAF,Panama,PAN,PAN,CONCACAF,TRUE,1,0,win,Port-au-Prince,Haiti,FALSE,1324,1272,1330,1266,6
,,,1939-03-19,Friendly,played,Haiti,HTI,HTI,CONCACAF,Panama,PAN,PAN,CONCACAF,TRUE,1,1,draw,Port-au-Prince,Haiti,FALSE,1330,1266,1326,1270,-4
,,,1939-03-24,Friendly,played,Haiti,HTI,HTI,CONCACAF,Panama,PAN,PAN,CONCACAF,TRUE,3,0,win,Port-au-Prince,Haiti,FALSE,1326,1270,1336,1260,10
,,,1944-04-02,Friendly,played,Haiti,HTI,HTI,CONCACAF,Curaçao,,,,FALSE,0,5,loss,Willemstad,Curaçao,FALSE,1336,1541,1327,1550,-9
,,,1944-04-05,Friendly,played,Haiti,HTI,HTI,CONCACAF,Venezuela,,,,TRUE,0,2,loss,Willemstad,Curaçao,TRUE,1327,1249,1300,1276,-27
,,,1944-04-08,Friendly,played,Haiti,HTI,HTI,CONCACAF,Aruba,,,,FALSE,1,1,draw,Willemstad,Curaçao,TRUE,1300,1329,1301,1328,1
,,,1948-10-11,Friendly,played,Haiti,HTI,HTI,CONCACAF,Jamaica,JAM,JAM,CONCACAF,FALSE,0,1,loss,Kingston,Jamaica,FALSE,,,,,
,,,1948-10-13,Friendly,played,Haiti,HTI,HTI,CONCACAF,Jamaica,JAM,JAM,CONCACAF,FALSE,2,1,win,Kingston,Jamaica,FALSE,1416,1342,1427,1331,11
,,,1948-10-16,Friendly,played,Haiti,HTI,HTI,CONCACAF,Jamaica,JAM,JAM,CONCACAF,FALSE,0,3,loss,Kingston,Jamaica,FALSE,1427,1331,1410,1348,-17
,,,1948-10-23,Friendly,played,Haiti,HTI,HTI,CONCACAF,Trinidad and Tobago,TTO,TTO,CONCACAF,FALSE,0,0,draw,Port of Spain,Trinidad and Tobago,FALSE,1410,1525,1416,1519,6
