tournament_id,match_id,match_number,date,stage,status,home_team,away_team,home_team_id,away_team_id,home_team_code,away_team_code,home_team_confederation,away_team_confederation,home_elo_start,away_elo_start,city,country,neutral
WC-1970,WC-1970_001,1,1970-05-31,Group Stage,played,Mexico,Soviet Union,MEX,SUN,MEX,SUN,CONCACAF,UEFA,1703,1937,Mexico City,Mexico,FALSE
WC-1970,WC-1970_002,2,1970-06-02,Group Stage,played,Bulgaria,Peru,BGR,PER,BGR,PER,UEFA,CONMEBOL,1823,1692,León,Mexico,TRUE
WC-1970,WC-1970_003,3,1970-06-02,Group Stage,played,England,Romania,ENG,ROU,ENG,ROU,UEFA,UEFA,2070,1784,Guadalajara,Mexico,TRUE
WC-1970,WC-1970_004,4,1970-06-02,Group Stage,played,Israel,Uruguay,ISR,URY,ISR,URY,UEFA,CONMEBOL,1682,1867,Puebla,Mexico,TRUE
WC-1970,WC-1970_005,5,1970-06-03,Group Stage,played,Belgium,El Salvador,BEL,SLV,BEL,SLV,UEFA,CONCACAF,1779,1534,Mexico City,Mexico,TRUE
WC-1970,WC-1970_006,6,1970-06-03,Group Stage,played,Brazil,Czechoslovakia,BRA,CSK,BRA,CSK,CONMEBOL,UEFA,2011,1963,Guadalajara,Mexico,TRUE
WC-1970,WC-1970_007,7,1970-06-03,Group Stage,played,Germany,Morocco,GER,MAR,DEU,MAR,UEFA,CAF,1923,1821,León,Mexico,TRUE
WC-1970,WC-1970_008,8,1970-06-03,Group Stage,played,Italy,Sweden,ITA,SWE,ITA,SWE,UEFA,UEFA,2007,1846,Toluca,Mexico,TRUE
WC-1970,WC-1970_009,9,1970-06-06,Group Stage,played,Belgium,Soviet Union,BEL,SUN,BEL,SUN,UEFA,UEFA,1800,1926,Mexico City,Mexico,TRUE
WC-1970,WC-1970_010,10,1970-06-06,Group Stage,played,Czechoslovakia,Romania,CSK,ROU,CSK,ROU,UEFA,UEFA,1918,1774,Guadalajara,Mexico,TRUE
WC-1970,WC-1970_011,11,1970-06-06,Group Stage,played,Italy,Uruguay,ITA,URY,ITA,URY,UEFA,CONMEBOL,2024,1890,Puebla,Mexico,TRUE
