tournament_id,match_id,match_number,date,stage,status,team_id,team,team_confederation,opponent_id,opponent,opponent_confederation,is_home,team_score,opponent_score,result,team_elo_start,opponent_elo_start,team_elo_end,opponent_elo_end,team_elo_delta,city,country,neutral,decided_by_shootout,shootout_winner
WC-1970,WC-1970_001,1,1970-05-31,Group Stage,played,MEX,Mexico,CONCACAF,SUN,Soviet Union,UEFA,TRUE,0,0,draw,1703,1937,1714,1926,11,Mexico City,Mexico,FALSE,FALSE,
WC-1970,WC-1970_001,1,1970-05-31,Group Stage,played,SUN,Soviet Union,UEFA,MEX,Mexico,CONCACAF,FALSE,0,0,draw,1937,1703,1926,1714,-11,Mexico City,Mexico,FALSE,FALSE,
WC-1970,WC-1970_002,2,1970-06-02,Group Stage,played,BGR,Bulgaria,UEFA,PER,Peru,CONMEBOL,TRUE,2,3,loss,1823,1692,1782,1733,-41,León,Mexico,TRUE,FALSE,
WC-1970,WC-1970_002,2,1970-06-02,Group Stage,played,PER,Peru,CONMEBOL,BGR,Bulgaria,UEFA,FALSE,3,2,win,1692,1823,1733,1782,41,León,Mexico,TRUE,FALSE,
WC-1970,WC-1970_003,3,1970-06-02,Group Stage,played,ENG,England,UEFA,ROU,Romania,UEFA,TRUE,1,0,win,2070,1784,2080,1774,10,Guadalajara,Mexico,TRUE,FALSE,
WC-1970,WC-1970_003,3,1970-06-02,Group Stage,played,ROU,Romania,UEFA,ENG,England,UEFA,FALSE,0,1,loss,1784,2070,1774,2080,-10,Guadalajara,Mexico,TRUE,FALSE,
WC-1970,WC-1970_004,4,1970-06-02,Group Stage,played,ISR,Israel,UEFA,URY,Uruguay,CONMEBOL,TRUE,0,2,loss,1682,1867,1659,1890,-23,Puebla,Mexico,TRUE,FALSE,
WC-1970,WC-1970_004,4,1970-06-02,Group Stage,played,URY,Uruguay,CONMEBOL,ISR,Israel,UEFA,FALSE,2,0,win,1867,1682,1890,1659,23,Puebla,Mexico,TRUE,FALSE,
WC-1970,WC-1970_005,5,1970-06-03,Group Stage,played,BEL,Belgium,UEFA,SLV,El Salvador,CONCACAF,TRUE,3,0,win,1779,1534,1800,1513,21,Mexico City,Mexico,TRUE,FALSE,
WC-1970,WC-1970_005,5,1970-06-03,Group Stage,played,SLV,El Salvador,CONCACAF,BEL,Belgium,UEFA,FALSE,0,3,loss,1534,1779,1513,1800,-21,Mexico City,Mexico,TRUE,FALSE,
