tournament_id,year,team_id,team,confederation,elo_start,elo_end,elo_change,elo_status
WC-1970,1970,BRA,Brazil,CONMEBOL,2011,2172,161,final
WC-1970,1970,ITA,Italy,UEFA,2007,2016,9,final
WC-1970,1970,GER,Germany,UEFA,1998,2060,62,final
WC-1970,1970,URY,Uruguay,CONMEBOL,1867,1882,15,final
WC-1970,1970,ENG,England,UEFA,2070,2064,-6,final
WC-1970,1970,MEX,Mexico,CONCACAF,1703,1722,19,final
WC-1970,1970,PER,Peru,CONMEBOL,1692,1747,55,final
WC-1970,1970,SUN,Soviet Union,UEFA,1937,1927,-10,final
WC-1970,1970,BEL,Belgium,UEFA,1779,1742,-37,final
WC-1970,1970,BGR,Bulgaria,UEFA,1823,1748,-75,final
WC-1970,1970,CSK,Czechoslovakia,UEFA,1963,1860,-103,final
WC-1970,1970,SLV,El Salvador,CONCACAF,1534,1490,-44,final
WC-1970,1970,ISR,Israel,UEFA,1682,1696,14,final
WC-1970,1970,MAR,Morocco,CAF,1662,1631,-31,final
WC-1970,1970,ROU,Romania,UEFA,1784,1806,22,final
WC-1970,1970,SWE,Sweden,UEFA,1846,1852,6,final
