tournament_id,year,team_id,team,team_code,confederation,tournament_name,placement,position,matches_played
WC-1970,1970,BRA,Brazil,BRA,CONMEBOL,1970 FIFA Men's World Cup,Winner,1,6
WC-1970,1970,ITA,Italy,ITA,UEFA,1970 FIFA Men's World Cup,Runner-up,2,6
WC-1970,1970,GER,Germany,DEU,UEFA,1970 FIFA Men's World Cup,Semi-final,4,6
WC-1970,1970,URY,Uruguay,URY,CONMEBOL,1970 FIFA Men's World Cup,Fourth Place,4,6
WC-1970,1970,ENG,England,ENG,UEFA,1970 FIFA Men's World Cup,Quarter-final,8,4
WC-1970,1970,MEX,Mexico,MEX,CONCACAF,1970 FIFA Men's World Cup,Quarter-final,8,4
WC-1970,1970,PER,Peru,PER,CONMEBOL,1970 FIFA Men's World Cup,Quarter-final,8,4
WC-1970,1970,SUN,Soviet Union,SUN,UEFA,1970 FIFA Men's World Cup,Quarter-final,8,4
WC-1970,1970,BEL,Belgium,BEL,UEFA,1970 FIFA Men's World Cup,Group Stage,16,3
WC-1970,1970,BGR,Bulgaria,BGR,UEFA,1970 FIFA Men's World Cup,Group Stage,16,3
WC-1970,1970,CSK,Czechoslovakia,CSK,UEFA,1970 FIFA Men's World Cup,Group Stage,16,3
WC-1970,1970,SLV,El Salvador,SLV,CONCACAF,1970 FIFA Men's World Cup,Group Stage,16,3
WC-1970,1970,ISR,Israel,ISR,UEFA,1970 FIFA Men's World Cup,Group Stage,16,3
WC-1970,1970,MAR,Morocco,MAR,CAF,1970 FIFA Men's World Cup,Group Stage,16,3
WC-1970,1970,ROU,Romania,ROU,UEFA,1970 FIFA Men's World Cup,Group Stage,16,3
WC-1970,1970,SWE,Sweden,SWE,UEFA,1970 FIFA Men's World Cup,Group Stage,16,3
