team,team_id,team_code,confederation,tournament,tournament_id,year,player_name,player_id,position,pos_code,shirt_number,date_of_birth,age,club,club_country,caps,goals
Serbia and Montenegro,SCG,SCG,UEFA,2006 FIFA Men's World Cup,WC-2006,2006,Albert Nađ,P-85128,midfielder,MF,17,1974-10-29,31,,,,
Serbia and Montenegro,SCG,SCG,UEFA,2006 FIFA Men's World Cup,WC-2006,2006,Danijel Ljuboja,P-87039,forward,FW,21,1978-09-04,27,,,,
Serbia and Montenegro,SCG,SCG,UEFA,2006 FIFA Men's World Cup,WC-2006,2006,Dejan Stanković,P-22793,midfielder,MF,10,1978-09-11,27,,,,
Serbia and Montenegro,SCG,SCG,UEFA,2006 FIFA Men's World Cup,WC-2006,2006,Dragoslav Jevrić,P-34336,goal keeper,GK,1,1974-07-08,31,,,,
Serbia and Montenegro,SCG,SCG,UEFA,2006 FIFA Men's World Cup,WC-2006,2006,Dušan Basta,P-58429,defender,DF,13,1984-08-18,21,,,,
Serbia and Montenegro,SCG,SCG,UEFA,2006 FIFA Men's World Cup,WC-2006,2006,Dušan Petković,P-08113,defender,DF,16,1974-06-13,31,,,,
Serbia and Montenegro,SCG,SCG,UEFA,2006 FIFA Men's World Cup,WC-2006,2006,Goran Gavrančić,P-41962,defender,DF,6,1978-08-02,27,,,,
Serbia and Montenegro,SCG,SCG,UEFA,2006 FIFA Men's World Cup,WC-2006,2006,Igor Duljaj,P-08415,midfielder,MF,4,1979-10-29,26,,,,
Serbia and Montenegro,SCG,SCG,UEFA,2006 FIFA Men's World Cup,WC-2006,2006,Ivan Ergić,P-41907,midfielder,MF,2,1981-01-21,25,,,,
Serbia and Montenegro,SCG,SCG,UEFA,2006 FIFA Men's World Cup,WC-2006,2006,Ivica Dragutinović,P-50226,defender,DF,3,1975-11-13,30,,,,
Serbia and Montenegro,SCG,SCG,UEFA,2006 FIFA Men's World Cup,WC-2006,2006,Mateja Kežman,P-37893,forward,FW,8,1979-04-12,27,,,,
Serbia and Montenegro,SCG,SCG,UEFA,2006 FIFA Men's World Cup,WC-2006,2006,Milan Dudić,P-79645,defender,DF,15,1979-11-01,26,,,,
Serbia and Montenegro,SCG,SCG,UEFA,2006 FIFA Men's World Cup,WC-2006,2006,Mladen Krstajić,P-55456,defender,DF,20,1974-03-04,32,,,,
Serbia and Montenegro,SCG,SCG,UEFA,2006 FIFA Men's World Cup,WC-2006,2006,Nemanja Vidić,P-68901,defender,DF,5,1981-10-21,24,,,,
Serbia and Montenegro,SCG,SCG,UEFA,2006 FIFA Men's World Cup,WC-2006,2006,Nenad Đorđević,P-64659,defender,DF,14,1979-08-07,26,,,,
Serbia and Montenegro,SCG,SCG,UEFA,2006 FIFA Men's World Cup,WC-2006,2006,Nikola Žigić,P-18094,forward,FW,19,1980-09-25,25,,,,
Serbia and Montenegro,SCG,SCG,UEFA,2006 FIFA Men's World Cup,WC-2006,2006,Ognjen Koroman,P-50012,midfielder,MF,7,1978-09-19,27,,,,
Serbia and Montenegro,SCG,SCG,UEFA,2006 FIFA Men's World Cup,WC-2006,2006,Oliver Kovačević,P-48430,goal keeper,GK,12,1974-12-29,31,,,,
Serbia and Montenegro,SCG,SCG,UEFA,2006 FIFA Men's World Cup,WC-2006,2006,Predrag Đorđević,P-33481,midfielder,MF,11,1972-08-04,33,,,,
Serbia and Montenegro,SCG,SCG,UEFA,2006 FIFA Men's World Cup,WC-2006,2006,Savo Milošević,P-48250,forward,FW,9,1973-09-02,32,,,,
Serbia and Montenegro,SCG,SCG,UEFA,2006 FIFA Men's World Cup,WC-2006,2006,Saša Ilić,P-05783,midfielder,MF,22,1977-12-30,28,,,,
Serbia and Montenegro,SCG,SCG,UEFA,2006 FIFA Men's World Cup,WC-2006,2006,Vladimir Stojković,P-46403,goal keeper,GK,23,1983-07-28,22,,,,
Serbia and Montenegro,SCG,SCG,UEFA,2006 FIFA Men's World Cup,WC-2006,2006,Zvonimir Vukić,P-25611,midfielder,MF,18,1979-07-19,26,,,,
