tournament,tournament_id,year,match_id,match_number,date,stage,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,city,country,neutral,team_elo_start,opponent_elo_start
1998 FIFA Men's World Cup,WC-1998,1998,WC-1998_013,13,1998-06-14,Group Stage,played,Serbia,SRB,SRB,UEFA,Iran,IRN,IRN,AFC,TRUE,Saint-Étienne,France,TRUE,1769,1760
1998 FIFA Men's World Cup,WC-1998,1998,WC-1998_029,29,1998-06-21,Group Stage,played,Serbia,SRB,SRB,UEFA,Germany,GER,DEU,UEFA,FALSE,Lens,France,TRUE,1769,1923
1998 FIFA Men's World Cup,WC-1998,1998,WC-1998_044,44,1998-06-25,Group Stage,played,Serbia,SRB,SRB,UEFA,United States,USA,USA,CONCACAF,FALSE,Nantes,France,TRUE,1769,1721
1998 FIFA Men's World Cup,WC-1998,1998,WC-1998_054,54,1998-06-29,Round of 16,played,Serbia,SRB,SRB,UEFA,Netherlands,NED,NLD,UEFA,FALSE,Toulouse,France,TRUE,1769,1961
2010 FIFA Men's World Cup,WC-2010,2010,WC-2010_008,8,2010-06-13,Group Stage,played,Serbia,SRB,SRB,UEFA,Ghana,GHA,GHA,CAF,TRUE,Pretoria,South Africa,TRUE,1840,1687
2010 FIFA Men's World Cup,WC-2010,2010,WC-2010_022,22,2010-06-18,Group Stage,played,Serbia,SRB,SRB,UEFA,Germany,GER,DEU,UEFA,FALSE,Port Elizabeth,South Africa,TRUE,1798,1986
2010 FIFA Men's World Cup,WC-2010,2010,WC-2010_037,37,2010-06-23,Group Stage,played,Serbia,SRB,SRB,UEFA,Australia,AUS,AUS,AFC,FALSE,Nelspruit,South Africa,TRUE,1843,1745
2018 FIFA Men's World Cup,WC-2018,2018,WC-2018_009,9,2018-06-17,Group Stage,played,Serbia,SRB,SRB,UEFA,Costa Rica,CRI,CRI,CONCACAF,FALSE,Samara,Russia,TRUE,1787,1742
2018 FIFA Men's World Cup,WC-2018,2018,WC-2018_026,26,2018-06-22,Group Stage,played,Serbia,SRB,SRB,UEFA,Switzerland,CHE,CHE,UEFA,TRUE,Kaliningrad,Russia,TRUE,1813,1907
2018 FIFA Men's World Cup,WC-2018,2018,WC-2018_043,43,2018-06-27,Group Stage,played,Serbia,SRB,SRB,UEFA,Brazil,BRA,BRA,CONMEBOL,TRUE,Moscow,Russia,TRUE,1791,2130
2022 FIFA Men's World Cup,WC-2022,2022,WC-2022_014,14,2022-11-24,Group Stage,played,Serbia,SRB,SRB,UEFA,Brazil,BRA,BRA,CONMEBOL,FALSE,Lusail,Qatar,TRUE,1898,2169
2022 FIFA Men's World Cup,WC-2022,2022,WC-2022_029,29,2022-11-28,Group Stage,played,Serbia,SRB,SRB,UEFA,Cameroon,CMR,CMR,CAF,FALSE,Al Wakrah,Qatar,TRUE,1882,1598
2022 FIFA Men's World Cup,WC-2022,2022,WC-2022_045,45,2022-12-02,Group Stage,played,Serbia,SRB,SRB,UEFA,Switzerland,CHE,CHE,UEFA,TRUE,Doha,Qatar,TRUE,1862,1900
