team,team_code,tournament,tournament_id,year,player_name,player_id,position,pos_code,shirt_number,date_of_birth,age,club,club_country,caps,goals
Serbia,SRB,2010 FIFA Men's World Cup,WC-2010,2010,Aleksandar Kolarov,P-33059,defender,DF,3,1985-11-10,24,Manchester City,England,5,0
Serbia,SRB,2010 FIFA Men's World Cup,WC-2010,2010,Aleksandar Luković,P-32588,defender,DF,13,1982-10-23,27,Zenit Sankt-Peterburg,Russia,8,0
Serbia,SRB,2010 FIFA Men's World Cup,WC-2010,2010,Antonio Rukavina,P-39341,defender,DF,2,1984-01-26,26,TSV 1860 München,Germany,3,0
Serbia,SRB,2010 FIFA Men's World Cup,WC-2010,2010,Anđelko Đuričić,P-28333,goal keeper,GK,23,1980-11-21,29,União Leiria,Portugal,3,0
Serbia,SRB,2010 FIFA Men's World Cup,WC-2010,2010,Bojan Isailović,P-38928,goal keeper,GK,12,1980-03-25,30,Zagłębie Lubin,Poland,1,0
Serbia,SRB,2010 FIFA Men's World Cup,WC-2010,2010,Branislav Ivanović,P-95482,defender,DF,6,1984-02-22,26,Chelsea FC,England,10,0
Serbia,SRB,2010 FIFA Men's World Cup,WC-2010,2010,Danko Lazović,P-40791,forward,FW,8,1983-05-17,27,Zenit Sankt-Peterburg,Russia,3,1
Serbia,SRB,2010 FIFA Men's World Cup,WC-2010,2010,Dejan Stanković,P-22793,midfielder,MF,10,1978-09-11,31,Inter Milano,Italy,10,2
Serbia,SRB,2010 FIFA Men's World Cup,WC-2010,2010,Dragan Mrđa,P-81872,forward,FW,21,1984-01-23,26,FC Sion,Switzerland,3,2
Serbia,SRB,2010 FIFA Men's World Cup,WC-2010,2010,Gojko Kačar,P-85465,midfielder,MF,4,1987-01-26,23,Hamburger SV,Germany,2,0
Serbia,SRB,2010 FIFA Men's World Cup,WC-2010,2010,Ivan Obradović,P-59023,defender,DF,16,1988-07-25,21,Real Zaragoza,Spain,5,0
Serbia,SRB,2010 FIFA Men's World Cup,WC-2010,2010,Marko Pantelić,P-07371,forward,FW,9,1978-09-15,31,Olympiakos Piraios,Greece,5,3
Serbia,SRB,2010 FIFA Men's World Cup,WC-2010,2010,Milan Jovanović,P-56515,midfielder,MF,14,1981-04-18,29,Liverpool FC,England,10,1
Serbia,SRB,2010 FIFA Men's World Cup,WC-2010,2010,Miloš Krasić,P-23735,midfielder,MF,17,1984-11-01,25,Juventus Torino,Italy,10,1
Serbia,SRB,2010 FIFA Men's World Cup,WC-2010,2010,Miloš Ninković,P-71962,midfielder,MF,18,1984-12-25,25,Dynamo Kyiv,Ukraine,3,0
Serbia,SRB,2010 FIFA Men's World Cup,WC-2010,2010,Nemanja Vidić,P-68901,defender,DF,5,1981-10-21,28,Manchester United,England,9,0
Serbia,SRB,2010 FIFA Men's World Cup,WC-2010,2010,Nenad Milijaš,P-39459,midfielder,MF,11,1983-04-30,27,Wolverhampton Wanderers,England,6,1
Serbia,SRB,2010 FIFA Men's World Cup,WC-2010,2010,Neven Subotić,P-47415,defender,DF,20,1988-12-10,21,Borussia Dortmund,Germany,9,0
Serbia,SRB,2010 FIFA Men's World Cup,WC-2010,2010,Nikola Žigić,P-18094,forward,FW,15,1980-09-25,29,Birmingham City,England,11,4
Serbia,SRB,2010 FIFA Men's World Cup,WC-2010,2010,Radosav Petrović,P-30803,midfielder,MF,19,1989-03-08,21,Partizan Beograd,Serbia,3,0
Serbia,SRB,2010 FIFA Men's World Cup,WC-2010,2010,Vladimir Stojković,P-46403,goal keeper,GK,1,1983-07-28,26,Partizan Beograd,Serbia,7,0
Serbia,SRB,2010 FIFA Men's World Cup,WC-2010,2010,Zdravko Kuzmanović,P-88851,midfielder,MF,22,1987-09-22,22,VfB Stuttgart,Germany,9,1
Serbia,SRB,2010 FIFA Men's World Cup,WC-2010,2010,Zoran Tošić,P-25507,midfielder,MF,7,1987-04-28,23,CSKA Moskva,Russia,4,1
Serbia,SRB,2018 FIFA Men's World Cup,WC-2018,2018,Adem Ljajić,P-45505,midfielder,MF,22,1991-09-29,26,Beşiktaş JK,Turkey,9,3
Serbia,SRB,2018 FIFA Men's World Cup,WC-2018,2018,Aleksandar Kolarov,P-33059,defender,DF,11,1985-11-10,32,AS Roma,Italy,9,1
Serbia,SRB,2018 FIFA Men's World Cup,WC-2018,2018,Aleksandar Mitrović,P-85696,forward,FW,9,1994-09-16,23,Fulham FC,England,13,12
Serbia,SRB,2018 FIFA Men's World Cup,WC-2018,2018,Aleksandar Prijović,P-40618,forward,FW,8,1990-04-21,28,Al-Ittihad Jidda,Saudi Arabia,0,1
Serbia,SRB,2018 FIFA Men's World Cup,WC-2018,2018,Andrija Živković,P-58363,midfielder,MF,7,1996-07-11,21,Benfica Lisboa,Portugal,5,0
Serbia,SRB,2018 FIFA Men's World Cup,WC-2018,2018,Antonio Rukavina,P-39341,defender,DF,2,1984-01-26,34,Astana FK,Kazakhstan,9,0
Serbia,SRB,2018 FIFA Men's World Cup,WC-2018,2018,Branislav Ivanović,P-95482,defender,DF,6,1984-02-22,34,Zenit Sankt-Peterburg,Russia,4,1
Serbia,SRB,2018 FIFA Men's World Cup,WC-2018,2018,Dušan Tadić,P-33390,midfielder,MF,10,1988-11-20,29,Ajax Amsterdam,Netherlands,11,2
Serbia,SRB,2018 FIFA Men's World Cup,WC-2018,2018,Duško Tošić,P-54492,defender,DF,3,1985-01-19,33,Guangzhou R&F,China,5,0
Serbia,SRB,2018 FIFA Men's World Cup,WC-2018,2018,Filip Kostić,P-80738,midfielder,MF,17,1992-11-01,25,Eintracht Frankfurt,Germany,6,0
Serbia,SRB,2018 FIFA Men's World Cup,WC-2018,2018,Luka Jović,P-62033,forward,FW,19,1997-12-23,20,Eintracht Frankfurt,Germany,0,0
Serbia,SRB,2018 FIFA Men's World Cup,WC-2018,2018,Luka Milivojević,P-44932,midfielder,MF,4,1991-04-07,27,Crystal Palace FC,England,4,0
Serbia,SRB,2018 FIFA Men's World Cup,WC-2018,2018,Marko Dmitrović,P-72770,goal keeper,GK,23,1992-01-24,26,SD Éibar,Spain,4,0
Serbia,SRB,2018 FIFA Men's World Cup,WC-2018,2018,Marko Grujić,P-89573,midfielder,MF,16,1996-04-13,22,Hertha BSC Berlin,Germany,1,0
Serbia,SRB,2018 FIFA Men's World Cup,WC-2018,2018,Milan Rodić,P-12935,defender,DF,14,1991-04-02,27,Crvena Zvezda Beograd,Serbia,4,0
Serbia,SRB,2018 FIFA Men's World Cup,WC-2018,2018,Miloš Veljković,P-30283,defender,DF,13,1995-09-26,22,Werder Bremen,Germany,7,0
Serbia,SRB,2018 FIFA Men's World Cup,WC-2018,2018,Nemanja Matić,P-66184,midfielder,MF,21,1988-08-01,29,Manchester United,England,8,0
Serbia,SRB,2018 FIFA Men's World Cup,WC-2018,2018,Nemanja Radonjić,P-79900,forward,FW,18,1996-02-15,22,Olympique Marseille,France,2,0
Serbia,SRB,2018 FIFA Men's World Cup,WC-2018,2018,Nikola Milenković,P-57535,defender,DF,15,1997-10-12,20,AC Fiorentina,Italy,10,0
Serbia,SRB,2018 FIFA Men's World Cup,WC-2018,2018,Predrag Rajković,P-35773,goal keeper,GK,12,1995-10-31,22,Maccabi Tel-Aviv,Israel,3,0
Serbia,SRB,2018 FIFA Men's World Cup,WC-2018,2018,Sergej Milinković-Savić,P-27744,midfielder,MF,20,1995-02-27,23,Lazio Roma,Italy,5,0
Serbia,SRB,2018 FIFA Men's World Cup,WC-2018,2018,Uroš Spajić,P-75924,defender,DF,5,1993-02-13,25,FK Krasnodar,Russia,1,0
Serbia,SRB,2018 FIFA Men's World Cup,WC-2018,2018,Vladimir Stojković,P-46403,goal keeper,GK,1,1983-07-28,34,Partizan Beograd,Serbia,6,0
Serbia,SRB,2022 FIFA Men's World Cup,WC-2022,2022,Aleksandar Mitrović,P-85696,forward,FW,9,1994-09-16,28,Fulham FC,England,10,8
