tournament_id,match_id,match_number,date,tournament,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,team_score,opponent_score,result,city,country,neutral,team_elo_start,opponent_elo_start,team_elo_end,opponent_elo_end,team_elo_delta
,,,1972-03-17,Gulf Cup,played,United Arab Emirates,ARE,ARE,AFC,Qatar,QAT,QAT,AFC,FALSE,1,0,win,Riyadh,Saudi Arabia,TRUE,1100,1033,1116,1017,16
,,,1972-03-19,Gulf Cup,played,United Arab Emirates,ARE,ARE,AFC,Saudi Arabia,KSA,SAU,AFC,FALSE,0,4,loss,Riyadh,Saudi Arabia,FALSE,1116,1287,1103,1300,-13
,,,1972-03-22,Gulf Cup,played,United Arab Emirates,ARE,ARE,AFC,Kuwait,KWT,KWT,AFC,FALSE,0,7,loss,Riyadh,Saudi Arabia,TRUE,1103,1365,1087,1381,-16
,,,1972-03-25,Gulf Cup,played,United Arab Emirates,ARE,ARE,AFC,Bahrain,,,,FALSE,0,2,loss,Riyadh,Saudi Arabia,TRUE,1087,1163,1063,1187,-24
,,,1973-08-11,Palestine Cup,played,United Arab Emirates,ARE,ARE,AFC,Libya,,,,FALSE,2,2,draw,Benghazi,Libya,FALSE,1063,1432,1080,1415,17
,,,1973-08-13,Palestine Cup,played,United Arab Emirates,ARE,ARE,AFC,Algeria,DZA,DZA,CAF,FALSE,0,2,loss,Benghazi,Libya,TRUE,1080,1531,1076,1535,-4
,,,1973-08-16,Palestine Cup,played,United Arab Emirates,ARE,ARE,AFC,Yemen,,,,FALSE,1,1,draw,Benghazi,Libya,TRUE,,,,,
,,,1973-08-20,Palestine Cup,played,United Arab Emirates,ARE,ARE,AFC,Iraq,IRQ,IRQ,AFC,FALSE,1,3,loss,Benghazi,Libya,TRUE,1065,1598,1062,1601,-3
,,,1974-03-15,Gulf Cup,played,United Arab Emirates,ARE,ARE,AFC,Kuwait,KWT,KWT,AFC,FALSE,0,2,loss,Kuwait City,Kuwait,FALSE,1062,1438,1058,1442,-4
,,,1974-03-18,Gulf Cup,played,United Arab Emirates,ARE,ARE,AFC,Bahrain,,,,FALSE,4,0,win,Kuwait City,Kuwait,TRUE,1058,1188,1109,1137,51
,,,1974-03-23,Gulf Cup,played,United Arab Emirates,ARE,ARE,AFC,Saudi Arabia,KSA,SAU,AFC,FALSE,0,2,loss,Kuwait City,Kuwait,TRUE,1109,1346,1097,1358,-12
,,,1974-03-26,Gulf Cup,played,United Arab Emirates,ARE,ARE,AFC,Kuwait,KWT,KWT,AFC,FALSE,0,6,loss,Kuwait City,Kuwait,FALSE,1097,1446,1091,1452,-6
,,,1974-03-28,Gulf Cup,played,United Arab Emirates,ARE,ARE,AFC,Qatar,QAT,QAT,AFC,FALSE,1,1,draw,Kuwait City,Kuwait,TRUE,1091,984,1085,990,-6
,,,1975-12-19,Palestine Cup,played,United Arab Emirates,ARE,ARE,AFC,Tunisia,TUN,TUN,CAF,FALSE,0,3,loss,Tunis,Tunisia,FALSE,1085,1601,1083,1603,-2
,,,1975-12-21,Palestine Cup,played,United Arab Emirates,ARE,ARE,AFC,Iraq,IRQ,IRQ,AFC,FALSE,0,5,loss,Tunis,Tunisia,TRUE,1083,1547,1078,1552,-5
,,,1976-03-27,Gulf Cup,played,United Arab Emirates,ARE,ARE,AFC,Bahrain,,,,FALSE,2,3,loss,Doha,Qatar,TRUE,1078,1077,1058,1097,-20
,,,1976-03-29,Gulf Cup,played,United Arab Emirates,ARE,ARE,AFC,Saudi Arabia,KSA,SAU,AFC,FALSE,0,2,loss,Doha,Qatar,TRUE,1058,1293,1046,1305,-12
,,,1976-04-01,Gulf Cup,played,United Arab Emirates,ARE,ARE,AFC,Qatar,QAT,QAT,AFC,FALSE,1,3,loss,Doha,Qatar,FALSE,1046,1047,1024,1069,-22
,,,1976-04-03,Gulf Cup,played,United Arab Emirates,ARE,ARE,AFC,Kuwait,KWT,KWT,AFC,FALSE,0,0,draw,Doha,Qatar,TRUE,1024,1590,1043,1571,19
,,,1976-04-06,Gulf Cup,played,United Arab Emirates,ARE,ARE,AFC,Iraq,IRQ,IRQ,AFC,FALSE,0,4,loss,Doha,Qatar,TRUE,1043,1587,1040,1590,-3
,,,1976-04-10,Gulf Cup,played,United Arab Emirates,ARE,ARE,AFC,Oman,,,,FALSE,1,1,draw,Doha,Qatar,TRUE,1040,819,1029,830,-11
,,,1979-03-24,Gulf Cup,played,United Arab Emirates,ARE,ARE,AFC,Saudi Arabia,KSA,SAU,AFC,FALSE,1,2,loss,Baghdad,Iraq,TRUE,1029,1365,1024,1370,-5
,,,1979-03-27,Gulf Cup,played,United Arab Emirates,ARE,ARE,AFC,Bahrain,,,,FALSE,0,3,loss,Baghdad,Iraq,TRUE,,,,,
,,,1979-03-29,Gulf Cup,played,United Arab Emirates,ARE,ARE,AFC,Qatar,QAT,QAT,AFC,FALSE,0,1,loss,Baghdad,Iraq,TRUE,,,,,
,,,1979-04-01,Gulf Cup,played,United Arab Emirates,ARE,ARE,AFC,Kuwait,KWT,KWT,AFC,FALSE,0,7,loss,Baghdad,Iraq,TRUE,,,,,
,,,1979-04-04,Gulf Cup,played,United Arab Emirates,ARE,ARE,AFC,Iraq,IRQ,IRQ,AFC,FALSE,0,5,loss,Baghdad,Iraq,FALSE,,,,,
,,,1979-04-09,Gulf Cup,played,United Arab Emirates,ARE,ARE,AFC,Oman,,,,FALSE,4,0,win,Baghdad,Iraq,TRUE,983,812,1003,792,20
,,,1979-10-21,Friendly,played,United Arab Emirates,ARE,ARE,AFC,India,,,,TRUE,0,0,draw,Abu Dhabi,United Arab Emirates,FALSE,1003,1230,1007,1226,4
,,,1980-08-05,Friendly,played,United Arab Emirates,ARE,ARE,AFC,Iran,IRN,IRN,AFC,TRUE,0,2,loss,Al Ain,United Arab Emirates,FALSE,,,,,
,,,1980-08-07,Friendly,played,United Arab Emirates,ARE,ARE,AFC,Iran,IRN,IRN,AFC,TRUE,0,3,loss,Abu Dhabi,United Arab Emirates,FALSE,,,,,
,,,1980-09-15,AFC Asian Cup,played,United Arab Emirates,ARE,ARE,AFC,Kuwait,KWT,KWT,AFC,FALSE,1,1,draw,Kuwait City,Kuwait,FALSE,1045,1724,1069,1700,24
,,,1980-09-17,AFC Asian Cup,played,United Arab Emirates,ARE,ARE,AFC,Qatar,QAT,QAT,AFC,FALSE,1,2,loss,Kuwait City,Kuwait,TRUE,1069,1150,1050,1169,-19
,,,1980-09-20,AFC Asian Cup,played,United Arab Emirates,ARE,ARE,AFC,Malaysia,,,,TRUE,0,2,loss,Kuwait City,Kuwait,TRUE,1050,1485,1044,1491,-6
,,,1980-09-24,AFC Asian Cup,played,United Arab Emirates,ARE,ARE,AFC,South Korea,KOR,KOR,AFC,FALSE,1,4,loss,Kuwait City,Kuwait,TRUE,1044,1799,1043,1800,-1
,,,1981-09-02,Merdeka Tournament,played,United Arab Emirates,ARE,ARE,AFC,Indonesia,IDN,IDN,AFC,FALSE,2,5,loss,Kuala Lumpur,Malaysia,TRUE,1043,1221,1029,1235,-14
,,,1981-09-05,Merdeka Tournament,played,United Arab Emirates,ARE,ARE,AFC,India,,,,FALSE,0,2,loss,Kuala Lumpur,Malaysia,TRUE,1029,1217,1018,1228,-11
,,,1981-09-08,Merdeka Tournament,played,United Arab Emirates,ARE,ARE,AFC,Japan,JPN,JPN,AFC,FALSE,2,3,loss,Kuala Lumpur,Malaysia,TRUE,1018,1499,1016,1501,-2
,,,1981-09-10,Merdeka Tournament,played,United Arab Emirates,ARE,ARE,AFC,New Zealand,NZL,NZL,OFC,FALSE,1,0,win,Kuala Lumpur,Malaysia,TRUE,1016,1556,1045,1527,29
,,,1981-09-12,Merdeka Tournament,played,United Arab Emirates,ARE,ARE,AFC,Malaysia,,,,FALSE,1,0,win,Kuala Lumpur,Malaysia,FALSE,1045,1359,1072,1332,27
,,,1981-10-26,Friendly,played,United Arab Emirates,ARE,ARE,AFC,India,,,,TRUE,2,0,win,Abu Dhabi,United Arab Emirates,FALSE,1072,1250,1090,1232,18
,,,1981-10-28,Friendly,played,United Arab Emirates,ARE,ARE,AFC,India,,,,TRUE,3,1,win,Sharjah,United Arab Emirates,FALSE,1090,1232,1107,1215,17
,,,1981-12-29,Friendly,played,United Arab Emirates,ARE,ARE,AFC,Tunisia,TUN,TUN,CAF,TRUE,1,4,loss,Al Ain,United Arab Emirates,FALSE,1106,1651,1103,1654,-3
,,,1982-03-01,Friendly,played,United Arab Emirates,ARE,ARE,AFC,Honduras,HND,HND,CONCACAF,TRUE,0,1,loss,Abu Dhabi,United Arab Emirates,FALSE,1103,1620,1101,1622,-2
,,,1982-03-03,Friendly,played,United Arab Emirates,ARE,ARE,AFC,Honduras,HND,HND,CONCACAF,TRUE,0,0,draw,Abu Dhabi,United Arab Emirates,FALSE,1101,1622,1109,1614,8
,,,1982-03-10,Friendly,played,United Arab Emirates,ARE,ARE,AFC,Singapore,,,,TRUE,3,0,win,Abu Dhabi,United Arab Emirates,FALSE,1109,1243,1128,1224,19
,,,1982-03-12,Friendly,played,United Arab Emirates,ARE,ARE,AFC,Singapore,,,,TRUE,5,3,win,Abu Dhabi,United Arab Emirates,FALSE,1128,1224,1143,1209,15
,,,1982-03-19,Gulf Cup,played,United Arab Emirates,ARE,ARE,AFC,Qatar,QAT,QAT,AFC,TRUE,1,0,win,Abu Dhabi,United Arab Emirates,FALSE,1143,1235,1163,1215,20
,,,1982-03-21,Gulf Cup,played,United Arab Emirates,ARE,ARE,AFC,Saudi Arabia,KSA,SAU,AFC,TRUE,1,0,win,Abu Dhabi,United Arab Emirates,FALSE,1163,1406,1191,1378,28
,,,1982-03-24,Gulf Cup,played,United Arab Emirates,ARE,ARE,AFC,Kuwait,KWT,KWT,AFC,TRUE,0,2,loss,Abu Dhabi,United Arab Emirates,FALSE,1191,1658,1185,1664,-6
,,,1982-03-27,Gulf Cup,played,United Arab Emirates,ARE,ARE,AFC,Bahrain,,,,TRUE,2,3,loss,Abu Dhabi,United Arab Emirates,FALSE,1185,1185,1159,1211,-26
,,,1982-04-02,Gulf Cup,played,United Arab Emirates,ARE,ARE,AFC,Oman,,,,TRUE,3,1,win,Abu Dhabi,United Arab Emirates,FALSE,1156,829,1161,824,5
,,,1982-08-07,Merdeka Tournament,played,United Arab Emirates,ARE,ARE,AFC,Malaysia,,,,FALSE,0,1,loss,Kuala Lumpur,Malaysia,FALSE,1161,1263,1154,1270,-7
,,,1982-08-09,Merdeka Tournament,played,United Arab Emirates,ARE,ARE,AFC,Senegal,SEN,SEN,CAF,FALSE,1,3,loss,Kuala Lumpur,Malaysia,TRUE,1154,1567,1150,1571,-4
,,,1982-08-12,Merdeka Tournament,played,United Arab Emirates,ARE,ARE,AFC,South Korea,KOR,KOR,AFC,FALSE,2,3,loss,Kuala Lumpur,Malaysia,TRUE,1150,1663,1149,1664,-1
,,,1982-08-14,Merdeka Tournament,played,United Arab Emirates,ARE,ARE,AFC,Indonesia,IDN,IDN,AFC,FALSE,2,1,win,Kuala Lumpur,Malaysia,TRUE,1149,1303,1170,1282,21
,,,1984-03-10,Gulf Cup,played,United Arab Emirates,ARE,ARE,AFC,Kuwait,KWT,KWT,AFC,FALSE,2,0,win,Muscat,Oman,TRUE,1190,1619,1245,1564,55
,,,1984-03-13,Gulf Cup,played,United Arab Emirates,ARE,ARE,AFC,Qatar,QAT,QAT,AFC,FALSE,1,0,win,Muscat,Oman,TRUE,1245,1360,1271,1334,26
