tournament_id,year,team_id,team,team_code,confederation,tournament_name,placement,position,matches_played
WC-1982,1982,ITA,Italy,ITA,UEFA,1982 FIFA Men's World Cup,Winner,1,7
WC-1982,1982,POL,Poland,POL,UEFA,1982 FIFA Men's World Cup,Third Place,3,7
WC-1982,1982,FRA,France,FRA,UEFA,1982 FIFA Men's World Cup,Fourth Place,4,7
WC-1982,1982,GER,Germany,DEU,UEFA,1982 FIFA Men's World Cup,Semi-final,4,7
WC-1982,1982,ARG,Argentina,ARG,CONMEBOL,1982 FIFA Men's World Cup,Quarter-final,8,5
WC-1982,1982,AUT,Austria,AUT,UEFA,1982 FIFA Men's World Cup,Quarter-final,8,5
WC-1982,1982,BEL,Belgium,BEL,UEFA,1982 FIFA Men's World Cup,Quarter-final,8,5
WC-1982,1982,BRA,Brazil,BRA,CONMEBOL,1982 FIFA Men's World Cup,Quarter-final,8,5
WC-1982,1982,ENG,England,ENG,UEFA,1982 FIFA Men's World Cup,Quarter-final,8,5
WC-1982,1982,NIR,Northern Ireland,NIR,UEFA,1982 FIFA Men's World Cup,Quarter-final,8,5
WC-1982,1982,SUN,Soviet Union,SUN,UEFA,1982 FIFA Men's World Cup,Quarter-final,8,5
WC-1982,1982,ESP,Spain,ESP,UEFA,1982 FIFA Men's World Cup,Quarter-final,8,5
WC-1982,1982,DZA,Algeria,DZA,CAF,1982 FIFA Men's World Cup,Group Stage,24,3
WC-1982,1982,CMR,Cameroon,CMR,CAF,1982 FIFA Men's World Cup,Group Stage,24,3
WC-1982,1982,CHL,Chile,CHL,CONMEBOL,1982 FIFA Men's World Cup,Group Stage,24,3
WC-1982,1982,CSK,Czechoslovakia,CSK,UEFA,1982 FIFA Men's World Cup,Group Stage,24,3
WC-1982,1982,SLV,El Salvador,SLV,CONCACAF,1982 FIFA Men's World Cup,Group Stage,24,3
WC-1982,1982,HND,Honduras,HND,CONCACAF,1982 FIFA Men's World Cup,Group Stage,24,3
WC-1982,1982,HUN,Hungary,HUN,UEFA,1982 FIFA Men's World Cup,Group Stage,24,3
WC-1982,1982,KWT,Kuwait,KWT,AFC,1982 FIFA Men's World Cup,Group Stage,24,3
WC-1982,1982,NZL,New Zealand,NZL,OFC,1982 FIFA Men's World Cup,Group Stage,24,3
WC-1982,1982,PER,Peru,PER,CONMEBOL,1982 FIFA Men's World Cup,Group Stage,24,3
WC-1982,1982,SCO,Scotland,SCO,UEFA,1982 FIFA Men's World Cup,Group Stage,24,3
WC-1982,1982,YUG,Yugoslavia,YUG,UEFA,1982 FIFA Men's World Cup,Group Stage,24,3
