tournament_id,match_id,match_number,date,stage,status,team_id,team,team_confederation,opponent_id,opponent,opponent_confederation,is_home,team_score,opponent_score,result,team_elo_start,opponent_elo_start,team_elo_end,opponent_elo_end,team_elo_delta,city,country,neutral,decided_by_shootout,shootout_winner
WC-1982,WC-1982_001,1,1982-06-13,Group Stage,played,ARG,Argentina,CONMEBOL,BEL,Belgium,UEFA,TRUE,0,1,loss,2005,1916,1967,1954,-38,Barcelona,Spain,TRUE,FALSE,
WC-1982,WC-1982_001,1,1982-06-13,Group Stage,played,BEL,Belgium,UEFA,ARG,Argentina,CONMEBOL,FALSE,1,0,win,1916,2005,1954,1967,38,Barcelona,Spain,TRUE,FALSE,
WC-1982,WC-1982_002,2,1982-06-14,Group Stage,played,BRA,Brazil,CONMEBOL,SUN,Soviet Union,UEFA,TRUE,2,1,win,2093,2012,2116,1989,23,Seville,Spain,TRUE,FALSE,
WC-1982,WC-1982_002,2,1982-06-14,Group Stage,played,SUN,Soviet Union,UEFA,BRA,Brazil,CONMEBOL,FALSE,1,2,loss,2012,2093,1989,2116,-23,Seville,Spain,TRUE,FALSE,
WC-1982,WC-1982_003,3,1982-06-14,Group Stage,played,ITA,Italy,UEFA,POL,Poland,UEFA,TRUE,0,0,draw,1892,1958,1898,1952,6,Vigo,Spain,TRUE,FALSE,
WC-1982,WC-1982_003,3,1982-06-14,Group Stage,played,POL,Poland,UEFA,ITA,Italy,UEFA,FALSE,0,0,draw,1958,1892,1952,1898,-6,Vigo,Spain,TRUE,FALSE,
WC-1982,WC-1982_004,4,1982-06-15,Group Stage,played,HUN,Hungary,UEFA,SLV,El Salvador,CONCACAF,TRUE,10,1,win,1797,1608,1835,1570,38,Elche,Spain,TRUE,FALSE,
WC-1982,WC-1982_004,4,1982-06-15,Group Stage,played,SLV,El Salvador,CONCACAF,HUN,Hungary,UEFA,FALSE,1,10,loss,1608,1797,1570,1835,-38,Elche,Spain,TRUE,FALSE,
WC-1982,WC-1982_005,5,1982-06-15,Group Stage,played,PER,Peru,CONMEBOL,CMR,Cameroon,CAF,TRUE,0,0,draw,1776,1627,1764,1639,-12,La Coruña,Spain,TRUE,FALSE,
WC-1982,WC-1982_005,5,1982-06-15,Group Stage,played,CMR,Cameroon,CAF,PER,Peru,CONMEBOL,FALSE,0,0,draw,1627,1776,1639,1764,12,La Coruña,Spain,TRUE,FALSE,
