lead_in_id,match_key,date,qualified_team_id,qualified_team_name,source_team_name,opponent_team_id,opponent_name,source_opponent_name,perspective,is_home_perspective,home_team,away_team,home_team_canonical,away_team_canonical,team_score,opponent_score,goal_difference,team_elo_start,opponent_elo_start,team_elo_delta,result,tournament,city,country,neutral,days_before_tournament,goalscorer_events_for_team,goalscorer_events_for_opponent,penalty_goal_events_for_team,penalty_goal_events_for_opponent,own_goal_events_for_team,own_goal_events_for_opponent,decided_by_shootout,shootout_winner,shootout_first_shooter,tournament_id,match_id,match_number,stage,status
lead_in_018213,2000-02-13|Singapore|Japan,2000-02-13,JPN,Japan,Japan,,Singapore,Singapore,away,False,Singapore,Japan,Singapore,Japan,3,0,3,1604.0,1307.0,11.0,win,AFC Asian Cup qualification,Macau,Macau,True,9615,0,0,0,0,0,0,False,,,2000_afc_asian_cup_qualification,2000-02-13|Singapore|Japan,,AFC Asian Cup qualification,completed
lead_in_018214,2000-02-14|Haiti|Peru,2000-02-14,HAI,Haiti,Haiti,,Peru,Peru,home,True,Haiti,Peru,Haiti,Peru,1,1,0,1404.0,1741.0,19.0,draw,Gold Cup,Miami,United States,True,9614,1,1,0,0,0,0,False,,,2000_gold_cup,2000-02-14|Haiti|Peru,,Gold Cup,completed
lead_in_018215,2000-02-15|Australia|Bulgaria,2000-02-15,AUS,Australia,Australia,,Bulgaria,Bulgaria,home,True,Australia,Bulgaria,Australia,Bulgaria,1,1,0,1732.0,1668.0,-3.0,draw,Friendly,Valparaíso,Chile,True,9613,0,0,0,0,0,0,False,,,2000_friendly,2000-02-15|Australia|Bulgaria,,Friendly,completed
lead_in_018216,2000-02-15|Canada|South Korea,2000-02-15,CAN,Canada,Canada,KOR,South Korea,South Korea,home,True,Canada,South Korea,Canada,South Korea,0,0,0,1583.0,1726.0,10.0,draw,Gold Cup,Los Angeles,United States,True,9613,0,0,0,0,0,0,False,,,2000_gold_cup,2000-02-15|Canada|South Korea,,Gold Cup,completed
lead_in_018217,2000-02-15|Canada|South Korea,2000-02-15,KOR,South Korea,South Korea,CAN,Canada,Canada,away,False,Canada,South Korea,Canada,South Korea,0,0,0,1726.0,1583.0,-10.0,draw,Gold Cup,Los Angeles,United States,True,9613,0,0,0,0,0,0,False,,,2000_gold_cup,2000-02-15|Canada|South Korea,,Gold Cup,completed
lead_in_018218,2000-02-16|Honduras|Colombia,2000-02-16,COL,Colombia,Colombia,,Honduras,Honduras,away,False,Honduras,Colombia,Honduras,Colombia,0,2,-2,1813.0,1658.0,-53.0,loss,Gold Cup,Miami,United States,True,9612,0,2,0,0,0,0,False,,,2000_gold_cup,2000-02-16|Honduras|Colombia,,Gold Cup,completed
lead_in_018219,2000-02-16|Japan|Brunei,2000-02-16,JPN,Japan,Japan,,Brunei,Brunei,home,True,Japan,Brunei,Japan,Brunei,9,0,9,1615.0,758.0,1.0,win,AFC Asian Cup qualification,Macau,Macau,True,9612,0,0,0,0,0,0,False,,,2000_afc_asian_cup_qualification,2000-02-16|Japan|Brunei,,AFC Asian Cup qualification,completed
lead_in_018220,2000-02-16|Panama|El Salvador,2000-02-16,PAN,Panama,Panama,,El Salvador,El Salvador,home,True,Panama,El Salvador,Panama,El Salvador,4,1,3,1374.0,1382.0,13.0,win,Friendly,Panama City,Panama,False,9612,0,0,0,0,0,0,False,,,2000_friendly,2000-02-16|Panama|El Salvador,,Friendly,completed
lead_in_018221,2000-02-16|United States|Peru,2000-02-16,USA,United States,United States,,Peru,Peru,home,True,United States,Peru,United States,Peru,1,0,1,1817.0,1722.0,12.0,win,Gold Cup,Miami,United States,False,9612,1,0,0,0,0,0,False,,,2000_gold_cup,2000-02-16|United States|Peru,,Gold Cup,completed
lead_in_018222,2000-02-17|South Korea|Costa Rica,2000-02-17,KOR,South Korea,South Korea,,Costa Rica,Costa Rica,home,True,South Korea,Costa Rica,South Korea,Costa Rica,2,2,0,1716.0,1640.0,-5.0,draw,Gold Cup,Los Angeles,United States,True,9611,2,2,0,0,0,0,False,,,2000_gold_cup,2000-02-17|South Korea|Costa Rica,,Gold Cup,completed
lead_in_018223,2000-02-17|Mexico|Guatemala,2000-02-17,MEX,Mexico,Mexico,,Guatemala,Guatemala,home,True,Mexico,Guatemala,Mexico,Guatemala,1,1,0,1913.0,1504.0,-21.0,draw,Gold Cup,Los Angeles,United States,True,9611,1,1,0,0,0,0,False,,,2000_gold_cup,2000-02-17|Mexico|Guatemala,,Gold Cup,completed
lead_in_018224,2000-02-19|Oman|Switzerland,2000-02-19,SUI,Switzerland,Switzerland,,Oman,Oman,away,False,Oman,Switzerland,Oman,Switzerland,4,1,3,1735.0,1349.0,8.0,win,Friendly,Muscat,Oman,False,9609,0,0,0,0,0,0,False,,,2000_friendly,2000-02-19|Oman|Switzerland,,Friendly,completed
lead_in_018225,2000-02-19|United States|Colombia,2000-02-19,USA,United States,United States,COL,Colombia,Colombia,home,True,United States,Colombia,United States,Colombia,2,2,0,1829.0,1760.0,-11.0,draw,Gold Cup,Miami,United States,False,9609,2,2,0,0,0,0,True,Colombia,United States,2000_gold_cup,2000-02-19|United States|Colombia,,Gold Cup,completed
lead_in_018226,2000-02-19|United States|Colombia,2000-02-19,COL,Colombia,Colombia,USA,United States,United States,away,False,United States,Colombia,United States,Colombia,2,2,0,1760.0,1829.0,11.0,draw,Gold Cup,Miami,United States,False,9609,2,2,0,0,0,0,True,Colombia,United States,2000_gold_cup,2000-02-19|United States|Colombia,,Gold Cup,completed
lead_in_018227,2000-02-20|Macau|Japan,2000-02-20,JPN,Japan,Japan,,Macau,Macau,away,False,Macau,Japan,Macau,Japan,3,0,3,1616.0,985.0,3.0,win,AFC Asian Cup qualification,Macau,Macau,False,9608,0,0,0,0,0,0,False,,,2000_afc_asian_cup_qualification,2000-02-20|Macau|Japan,,AFC Asian Cup qualification,completed
lead_in_018228,2000-02-20|Mexico|Canada,2000-02-20,MEX,Mexico,Mexico,CAN,Canada,Canada,home,True,Mexico,Canada,Mexico,Canada,1,2,-1,1892.0,1593.0,-42.0,loss,Gold Cup,San Diego,United States,True,9608,1,2,0,0,0,0,False,,,2000_gold_cup,2000-02-20|Mexico|Canada,,Gold Cup,completed
lead_in_018229,2000-02-20|Mexico|Canada,2000-02-20,CAN,Canada,Canada,MEX,Mexico,Mexico,away,False,Mexico,Canada,Mexico,Canada,2,1,1,1593.0,1892.0,42.0,win,Gold Cup,San Diego,United States,True,9608,2,1,0,0,0,0,False,,,2000_gold_cup,2000-02-20|Mexico|Canada,,Gold Cup,completed
lead_in_018230,2000-02-23|Belgium|Portugal,2000-02-23,BEL,Belgium,Belgium,POR,Portugal,Portugal,home,True,Belgium,Portugal,Belgium,Portugal,1,1,0,1791.0,1912.0,1.0,draw,Friendly,Charleroi,Belgium,False,9605,0,0,0,0,0,0,False,,,2000_friendly,2000-02-23|Belgium|Portugal,,Friendly,completed
lead_in_018231,2000-02-23|Belgium|Portugal,2000-02-23,POR,Portugal,Portugal,BEL,Belgium,Belgium,away,False,Belgium,Portugal,Belgium,Portugal,1,1,0,1912.0,1791.0,-1.0,draw,Friendly,Charleroi,Belgium,False,9605,0,0,0,0,0,0,False,,,2000_friendly,2000-02-23|Belgium|Portugal,,Friendly,completed
lead_in_018232,2000-02-23|Colombia|Peru,2000-02-23,COL,Colombia,Colombia,,Peru,Peru,home,True,Colombia,Peru,Colombia,Peru,2,1,1,1771.0,1748.0,23.0,win,Gold Cup,San Diego,United States,True,9605,2,1,0,0,1,0,False,,,2000_gold_cup,2000-02-23|Colombia|Peru,,Gold Cup,completed
lead_in_018233,2000-02-23|Croatia|Spain,2000-02-23,CRO,Croatia,Croatia,ESP,Spain,Spain,home,True,Croatia,Spain,Croatia,Spain,0,0,0,1916.0,2010.0,0.0,draw,Friendly,Split,Croatia,False,9605,0,0,0,0,0,0,False,,,2000_friendly,2000-02-23|Croatia|Spain,,Friendly,completed
lead_in_018234,2000-02-23|Croatia|Spain,2000-02-23,ESP,Spain,Spain,CRO,Croatia,Croatia,away,False,Croatia,Spain,Croatia,Spain,0,0,0,2010.0,1916.0,0.0,draw,Friendly,Split,Croatia,False,9605,0,0,0,0,0,0,False,,,2000_friendly,2000-02-23|Croatia|Spain,,Friendly,completed
lead_in_018235,2000-02-23|England|Argentina,2000-02-23,ENG,England,England,ARG,Argentina,Argentina,home,True,England,Argentina,England,Argentina,0,0,0,1908.0,1938.0,-2.0,draw,Friendly,London,England,False,9605,0,0,0,0,0,0,False,,,2000_friendly,2000-02-23|England|Argentina,,Friendly,completed
lead_in_018236,2000-02-23|England|Argentina,2000-02-23,ARG,Argentina,Argentina,ENG,England,England,away,False,England,Argentina,England,Argentina,0,0,0,1938.0,1908.0,2.0,draw,Friendly,London,England,False,9605,0,0,0,0,0,0,False,,,2000_friendly,2000-02-23|England|Argentina,,Friendly,completed
lead_in_018237,2000-02-23|France|Poland,2000-02-23,FRA,France,France,,Poland,Poland,home,True,France,Poland,France,Poland,1,0,1,2041.0,1740.0,2.0,win,Friendly,Saint-Denis,France,False,9605,0,0,0,0,0,0,False,,,2000_friendly,2000-02-23|France|Poland,,Friendly,completed
lead_in_018238,2000-02-23|Greece|Austria,2000-02-23,AUT,Austria,Austria,,Greece,Greece,away,False,Greece,Austria,Greece,Austria,1,4,-3,1706.0,1742.0,-11.0,loss,Friendly,Kalamáta,Greece,False,9605,0,0,0,0,0,0,False,,,2000_friendly,2000-02-23|Greece|Austria,,Friendly,completed
lead_in_018239,2000-02-23|Hungary|Australia,2000-02-23,AUS,Australia,Australia,,Hungary,Hungary,away,False,Hungary,Australia,Hungary,Australia,3,0,3,1729.0,1621.0,17.0,win,Friendly,Budapest,Hungary,False,9605,0,0,0,0,0,0,False,,,2000_friendly,2000-02-23|Hungary|Australia,,Friendly,completed
lead_in_018240,2000-02-23|Republic of Ireland|Czech Republic,2000-02-23,CZE,Czechia,Czech Republic,,Republic of Ireland,Republic of Ireland,away,False,Republic of Ireland,Czech Republic,Republic of Ireland,Czechia,2,3,-1,1957.0,1767.0,-13.0,loss,Friendly,Dublin,Republic of Ireland,False,9605,0,0,0,0,0,0,False,,,2000_friendly,2000-02-23|Republic of Ireland|Czech Republic,,Friendly,completed
lead_in_018241,2000-02-23|Italy|Sweden,2000-02-23,SWE,Sweden,Sweden,,Italy,Italy,away,False,Italy,Sweden,Italy,Sweden,0,1,-1,1907.0,1928.0,-7.0,loss,Friendly,Palermo,Italy,False,9605,0,0,0,0,0,0,False,,,2000_friendly,2000-02-23|Italy|Sweden,,Friendly,completed
lead_in_018242,2000-02-23|Lebanon|Jordan,2000-02-23,JOR,Jordan,Jordan,,Lebanon,Lebanon,away,False,Lebanon,Jordan,Lebanon,Jordan,1,1,0,1511.0,1409.0,0.0,draw,Friendly,Tripoli,Lebanon,False,9605,0,0,0,0,0,0,False,,,2000_friendly,2000-02-23|Lebanon|Jordan,,Friendly,completed
lead_in_018243,2000-02-23|Netherlands|Germany,2000-02-23,NED,Netherlands,Netherlands,GER,Germany,Germany,home,True,Netherlands,Germany,Netherlands,Germany,2,1,1,1955.0,1886.0,5.0,win,Friendly,Amsterdam,Netherlands,False,9605,0,0,0,0,0,0,False,,,2000_friendly,2000-02-23|Netherlands|Germany,,Friendly,completed
lead_in_018244,2000-02-23|Netherlands|Germany,2000-02-23,GER,Germany,Germany,NED,Netherlands,Netherlands,away,False,Netherlands,Germany,Netherlands,Germany,1,2,-1,1886.0,1955.0,-5.0,loss,Friendly,Amsterdam,Netherlands,False,9605,0,0,0,0,0,0,False,,,2000_friendly,2000-02-23|Netherlands|Germany,,Friendly,completed
lead_in_018245,2000-02-23|Qatar|Wales,2000-02-23,QAT,Qatar,Qatar,,Wales,Wales,home,True,Qatar,Wales,Qatar,Wales,0,1,-1,1443.0,1564.0,-9.0,loss,Friendly,Doha,Qatar,False,9605,0,0,0,0,0,0,False,,,2000_friendly,2000-02-23|Qatar|Wales,,Friendly,completed
lead_in_018246,2000-02-23|Thailand|Brazil,2000-02-23,BRA,Brazil,Brazil,,Thailand,Thailand,away,False,Thailand,Brazil,Thailand,Brazil,7,0,7,2095.0,1463.0,3.0,win,King's Cup,Bangkok,Thailand,False,9605,0,0,0,0,0,0,False,,,2000_king_s_cup,2000-02-23|Thailand|Brazil,,King's Cup,completed
lead_in_018247,2000-02-23|Turkey|Norway,2000-02-23,TUR,Turkey,Turkey,NOR,Norway,Norway,home,True,Turkey,Norway,Turkey,Norway,0,2,-2,1738.0,1916.0,-12.0,loss,Friendly,Istanbul,Turkey,False,9605,0,0,0,0,0,0,False,,,2000_friendly,2000-02-23|Turkey|Norway,,Friendly,completed
lead_in_018248,2000-02-23|Turkey|Norway,2000-02-23,NOR,Norway,Norway,TUR,Turkey,Turkey,away,False,Turkey,Norway,Turkey,Norway,2,0,2,1916.0,1738.0,12.0,win,Friendly,Istanbul,Turkey,False,9605,0,0,0,0,0,0,False,,,2000_friendly,2000-02-23|Turkey|Norway,,Friendly,completed
lead_in_018249,2000-02-23|United Arab Emirates|Switzerland,2000-02-23,SUI,Switzerland,Switzerland,,United Arab Emirates,United Arab Emirates,away,False,United Arab Emirates,Switzerland,United Arab Emirates,Switzerland,0,1,-1,1743.0,1505.0,-24.0,loss,Friendly,Muscat,Oman,True,9605,0,0,0,0,0,0,False,,,2000_friendly,2000-02-23|United Arab Emirates|Switzerland,,Friendly,completed
lead_in_018250,2000-02-24|Trinidad and Tobago|Canada,2000-02-24,CAN,Canada,Canada,,Trinidad and Tobago,Trinidad and Tobago,away,False,Trinidad and Tobago,Canada,Trinidad and Tobago,Canada,1,0,1,1635.0,1623.0,24.0,win,Gold Cup,Los Angeles,United States,True,9604,1,0,0,0,0,0,False,,,2000_gold_cup,2000-02-24|Trinidad and Tobago|Canada,,Gold Cup,completed
lead_in_018251,2000-02-27|Canada|Colombia,2000-02-27,CAN,Canada,Canada,COL,Colombia,Colombia,home,True,Canada,Colombia,Canada,Colombia,2,0,2,1659.0,1794.0,51.0,win,Gold Cup,Los Angeles,United States,True,9601,2,0,1,0,0,0,False,,,2000_gold_cup,2000-02-27|Canada|Colombia,,Gold Cup,completed
lead_in_018252,2000-02-27|Canada|Colombia,2000-02-27,COL,Colombia,Colombia,CAN,Canada,Canada,away,False,Canada,Colombia,Canada,Colombia,0,2,-2,1794.0,1659.0,-51.0,loss,Gold Cup,Los Angeles,United States,True,9601,0,2,0,1,0,0,False,,,2000_gold_cup,2000-02-27|Canada|Colombia,,Gold Cup,completed
lead_in_018253,2000-02-29|El Salvador|Panama,2000-02-29,PAN,Panama,Panama,,El Salvador,El Salvador,away,False,El Salvador,Panama,El Salvador,Panama,1,3,-2,1387.0,1369.0,-12.0,loss,Friendly,San Salvador,El Salvador,False,9599,0,0,0,0,0,0,False,,,2000_friendly,2000-02-29|El Salvador|Panama,,Friendly,completed
lead_in_018254,2000-02-29|Uzbekistan|Mongolia,2000-02-29,UZB,Uzbekistan,Uzbekistan,,Mongolia,Mongolia,home,True,Uzbekistan,Mongolia,Uzbekistan,Mongolia,8,1,7,1572.0,890.0,0.0,win,Friendly,Tashkent,Uzbekistan,False,9599,0,0,0,0,0,0,False,,,2000_friendly,2000-02-29|Uzbekistan|Mongolia,,Friendly,completed
lead_in_018255,2000-03-04|Trinidad and Tobago|Curaçao,2000-03-04,CUW,Curacao,Curaçao,,Trinidad and Tobago,Trinidad and Tobago,away,False,Trinidad and Tobago,Curaçao,Trinidad and Tobago,Curacao,0,5,-5,1151.0,1599.0,-3.0,loss,FIFA World Cup qualification,Macoya,Trinidad and Tobago,False,9595,0,5,0,0,0,0,False,,,2000_fifa_world_cup_qualification,2000-03-04|Trinidad and Tobago|Curaçao,,FIFA World Cup qualification,completed
lead_in_018256,2000-03-05|Bolivia|Haiti,2000-03-05,HAI,Haiti,Haiti,,Bolivia,Bolivia,away,False,Bolivia,Haiti,Bolivia,Haiti,2,9,-7,1423.0,1647.0,-6.0,loss,Friendly,La Paz,Bolivia,False,9594,0,0,0,0,0,0,False,,,2000_friendly,2000-03-05|Bolivia|Haiti,,Friendly,completed
lead_in_018257,2000-03-06|Syria|Jordan,2000-03-06,JOR,Jordan,Jordan,,Syria,Syria,away,False,Syria,Jordan,Syria,Jordan,0,0,0,1511.0,1474.0,2.0,draw,Friendly,Damascus,Syria,False,9593,0,0,0,0,0,0,False,,,2000_friendly,2000-03-06|Syria|Jordan,,Friendly,completed
lead_in_018258,2000-03-08|Ecuador|Honduras,2000-03-08,ECU,Ecuador,Ecuador,,Honduras,Honduras,home,True,Ecuador,Honduras,Ecuador,Honduras,1,3,-2,1691.0,1674.0,-20.0,loss,Friendly,Quito,Ecuador,False,9591,0,0,0,0,0,0,False,,,2000_friendly,2000-03-08|Ecuador|Honduras,,Friendly,completed
lead_in_018259,2000-03-08|Jordan|Lebanon,2000-03-08,JOR,Jordan,Jordan,,Lebanon,Lebanon,home,True,Jordan,Lebanon,Jordan,Lebanon,1,1,0,1513.0,1409.0,-5.0,draw,Friendly,Amman,Jordan,False,9591,0,0,0,0,0,0,False,,,2000_friendly,2000-03-08|Jordan|Lebanon,,Friendly,completed
lead_in_018260,2000-03-10|Qatar|Sudan,2000-03-10,QAT,Qatar,Qatar,,Sudan,Sudan,home,True,Qatar,Sudan,Qatar,Sudan,3,0,3,1434.0,1347.0,9.0,win,Friendly,Doha,Qatar,False,9589,0,0,0,0,0,0,False,,,2000_friendly,2000-03-10|Qatar|Sudan,,Friendly,completed
lead_in_018261,2000-03-11|Haiti|Dominica,2000-03-11,HAI,Haiti,Haiti,,Dominica,Dominica,home,True,Haiti,Dominica,Haiti,Dominica,4,0,4,1417.0,1156.0,8.0,win,FIFA World Cup qualification,Port-au-Prince,Haiti,False,9588,4,0,0,0,0,0,False,,,2000_fifa_world_cup_qualification,2000-03-11|Haiti|Dominica,,FIFA World Cup qualification,completed
lead_in_018262,2000-03-11|Jordan|Bosnia and Herzegovina,2000-03-11,JOR,Jordan,Jordan,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,home,True,Jordan,Bosnia and Herzegovina,Jordan,Bosnia and Herzegovina,0,0,0,1508.0,1528.0,-2.0,draw,Friendly,Zarqa,Jordan,False,9588,0,0,0,0,0,0,False,,,2000_friendly,2000-03-11|Jordan|Bosnia and Herzegovina,,Friendly,completed
lead_in_018263,2000-03-11|Jordan|Bosnia and Herzegovina,2000-03-11,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,JOR,Jordan,Jordan,away,False,Jordan,Bosnia and Herzegovina,Jordan,Bosnia and Herzegovina,0,0,0,1528.0,1508.0,2.0,draw,Friendly,Zarqa,Jordan,False,9588,0,0,0,0,0,0,False,,,2000_friendly,2000-03-11|Jordan|Bosnia and Herzegovina,,Friendly,completed
lead_in_018264,2000-03-12|United States|Tunisia,2000-03-12,USA,United States,United States,TUN,Tunisia,Tunisia,home,True,United States,Tunisia,United States,Tunisia,1,1,0,1818.0,1616.0,-7.0,draw,Friendly,Birmingham,United States,False,9587,0,0,0,0,0,0,False,,,2000_friendly,2000-03-12|United States|Tunisia,,Friendly,completed
lead_in_018265,2000-03-12|United States|Tunisia,2000-03-12,TUN,Tunisia,Tunisia,USA,United States,United States,away,False,United States,Tunisia,United States,Tunisia,1,1,0,1616.0,1818.0,7.0,draw,Friendly,Birmingham,United States,False,9587,0,0,0,0,0,0,False,,,2000_friendly,2000-03-12|United States|Tunisia,,Friendly,completed
lead_in_018266,2000-03-13|Jordan|Syria,2000-03-13,JOR,Jordan,Jordan,,Syria,Syria,home,True,Jordan,Syria,Jordan,Syria,0,0,0,1506.0,1472.0,-4.0,draw,Friendly,Amman,Jordan,False,9586,0,0,0,0,0,0,False,,,2000_friendly,2000-03-13|Jordan|Syria,,Friendly,completed
lead_in_018267,2000-03-15|Japan|China PR,2000-03-15,JPN,Japan,Japan,,China PR,China PR,home,True,Japan,China PR,Japan,China PR,0,0,0,1619.0,1706.0,0.0,draw,Friendly,Kobe,Japan,False,9584,0,0,0,0,0,0,False,,,2000_friendly,2000-03-15|Japan|China PR,,Friendly,completed
lead_in_018268,2000-03-15|Jordan|Bosnia and Herzegovina,2000-03-15,JOR,Jordan,Jordan,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,home,True,Jordan,Bosnia and Herzegovina,Jordan,Bosnia and Herzegovina,1,2,-1,1502.0,1530.0,-12.0,loss,Friendly,Zarqa,Jordan,False,9584,0,0,0,0,0,0,False,,,2000_friendly,2000-03-15|Jordan|Bosnia and Herzegovina,,Friendly,completed
lead_in_018269,2000-03-15|Jordan|Bosnia and Herzegovina,2000-03-15,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,JOR,Jordan,Jordan,away,False,Jordan,Bosnia and Herzegovina,Jordan,Bosnia and Herzegovina,2,1,1,1530.0,1502.0,12.0,win,Friendly,Zarqa,Jordan,False,9584,0,0,0,0,0,0,False,,,2000_friendly,2000-03-15|Jordan|Bosnia and Herzegovina,,Friendly,completed
lead_in_018270,2000-03-17|Jordan|Syria,2000-03-17,JOR,Jordan,Jordan,,Syria,Syria,home,True,Jordan,Syria,Jordan,Syria,0,0,0,1490.0,1476.0,-3.0,draw,Friendly,Amman,Jordan,False,9582,0,0,0,0,0,0,False,,,2000_friendly,2000-03-17|Jordan|Syria,,Friendly,completed
lead_in_018271,2000-03-18|Curaçao|Trinidad and Tobago,2000-03-18,CUW,Curacao,Curaçao,,Trinidad and Tobago,Trinidad and Tobago,home,True,Curaçao,Trinidad and Tobago,Curacao,Trinidad and Tobago,1,1,0,1148.0,1602.0,15.0,draw,FIFA World Cup qualification,Willemstad,Curaçao,False,9581,1,1,0,0,0,0,False,,,2000_fifa_world_cup_qualification,2000-03-18|Curaçao|Trinidad and Tobago,,FIFA World Cup qualification,completed
lead_in_018272,2000-03-19|Dominica|Haiti,2000-03-19,HAI,Haiti,Haiti,,Dominica,Dominica,away,False,Dominica,Haiti,Dominica,Haiti,3,1,2,1425.0,1148.0,16.0,win,FIFA World Cup qualification,Roseau,Dominica,False,9580,3,1,0,0,0,0,False,,,2000_fifa_world_cup_qualification,2000-03-19|Dominica|Haiti,,FIFA World Cup qualification,completed
lead_in_018273,2000-03-19|Nicaragua|Panama,2000-03-19,PAN,Panama,Panama,,Nicaragua,Nicaragua,away,False,Nicaragua,Panama,Nicaragua,Panama,2,0,2,1375.0,933.0,7.0,win,FIFA World Cup qualification,Diriamba,Nicaragua,False,9580,2,0,0,0,0,0,False,,,2000_fifa_world_cup_qualification,2000-03-19|Nicaragua|Panama,,FIFA World Cup qualification,completed
lead_in_018274,2000-03-22|Bahrain|Qatar,2000-03-22,QAT,Qatar,Qatar,,Bahrain,Bahrain,away,False,Bahrain,Qatar,Bahrain,Qatar,0,1,-1,1443.0,1285.0,-14.0,loss,Friendly,Manama,Bahrain,False,9577,0,0,0,0,0,0,False,,,2000_friendly,2000-03-22|Bahrain|Qatar,,Friendly,completed
lead_in_018275,2000-03-22|Cyprus|Iran,2000-03-22,IRN,Iran,Iran,,Cyprus,Cyprus,away,False,Cyprus,Iran,Cyprus,Iran,0,0,0,1757.0,1550.0,-3.0,draw,Friendly,Nicosia,Cyprus,False,9577,0,0,0,0,0,0,False,,,2000_friendly,2000-03-22|Cyprus|Iran,,Friendly,completed
lead_in_018276,2000-03-25|Bahrain|Jordan,2000-03-25,JOR,Jordan,Jordan,,Bahrain,Bahrain,away,False,Bahrain,Jordan,Bahrain,Jordan,1,1,0,1487.0,1291.0,-5.0,draw,Friendly,Manama,Bahrain,False,9574,0,0,0,0,0,0,False,,,2000_friendly,2000-03-25|Bahrain|Jordan,,Friendly,completed
lead_in_018277,2000-03-28|Colombia|Brazil,2000-03-28,COL,Colombia,Colombia,BRA,Brazil,Brazil,home,True,Colombia,Brazil,Colombia,Brazil,0,0,0,1743.0,2098.0,13.0,draw,FIFA World Cup qualification,Bogotá,Colombia,False,9571,0,0,0,0,0,0,False,,,2000_fifa_world_cup_qualification,2000-03-28|Colombia|Brazil,,FIFA World Cup qualification,completed
lead_in_018278,2000-03-28|Colombia|Brazil,2000-03-28,BRA,Brazil,Brazil,COL,Colombia,Colombia,away,False,Colombia,Brazil,Colombia,Brazil,0,0,0,2098.0,1743.0,-13.0,draw,FIFA World Cup qualification,Bogotá,Colombia,False,9571,0,0,0,0,0,0,False,,,2000_fifa_world_cup_qualification,2000-03-28|Colombia|Brazil,,FIFA World Cup qualification,completed
lead_in_018279,2000-03-28|El Salvador|Haiti,2000-03-28,HAI,Haiti,Haiti,,El Salvador,El Salvador,away,False,El Salvador,Haiti,El Salvador,Haiti,1,3,-2,1441.0,1388.0,-13.0,loss,Friendly,San Salvador,El Salvador,False,9571,0,0,0,0,0,0,False,,,2000_friendly,2000-03-28|El Salvador|Haiti,,Friendly,completed
lead_in_018280,2000-03-29|Argentina|Chile,2000-03-29,ARG,Argentina,Argentina,,Chile,Chile,home,True,Argentina,Chile,Argentina,Chile,4,1,3,1940.0,1722.0,10.0,win,FIFA World Cup qualification,Buenos Aires,Argentina,False,9570,4,1,1,0,0,0,False,,,2000_fifa_world_cup_qualification,2000-03-29|Argentina|Chile,,FIFA World Cup qualification,completed
lead_in_018281,2000-03-29|Austria|Sweden,2000-03-29,AUT,Austria,Austria,SWE,Sweden,Sweden,home,True,Austria,Sweden,Austria,Sweden,1,1,0,1695.0,1900.0,3.0,draw,Friendly,Graz,Austria,False,9570,0,0,0,0,0,0,False,,,2000_friendly,2000-03-29|Austria|Sweden,,Friendly,completed
lead_in_018282,2000-03-29|Austria|Sweden,2000-03-29,SWE,Sweden,Sweden,AUT,Austria,Austria,away,False,Austria,Sweden,Austria,Sweden,1,1,0,1900.0,1695.0,-3.0,draw,Friendly,Graz,Austria,False,9570,0,0,0,0,0,0,False,,,2000_friendly,2000-03-29|Austria|Sweden,,Friendly,completed
lead_in_018283,2000-03-29|Belgium|Netherlands,2000-03-29,BEL,Belgium,Belgium,NED,Netherlands,Netherlands,home,True,Belgium,Netherlands,Belgium,Netherlands,2,2,0,1792.0,1960.0,2.0,draw,Friendly,Brussels,Belgium,False,9570,0,0,0,0,0,0,False,,,2000_friendly,2000-03-29|Belgium|Netherlands,,Friendly,completed
lead_in_018284,2000-03-29|Belgium|Netherlands,2000-03-29,NED,Netherlands,Netherlands,BEL,Belgium,Belgium,away,False,Belgium,Netherlands,Belgium,Netherlands,2,2,0,1960.0,1792.0,-2.0,draw,Friendly,Brussels,Belgium,False,9570,0,0,0,0,0,0,False,,,2000_friendly,2000-03-29|Belgium|Netherlands,,Friendly,completed
lead_in_018285,2000-03-29|Bosnia and Herzegovina|North Macedonia,2000-03-29,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,,North Macedonia,North Macedonia,home,True,Bosnia and Herzegovina,North Macedonia,Bosnia and Herzegovina,North Macedonia,1,0,1,1542.0,1549.0,7.0,win,Friendly,Zenica,Bosnia and Herzegovina,False,9570,0,0,0,0,0,0,False,,,2000_friendly,2000-03-29|Bosnia and Herzegovina|North Macedonia,,Friendly,completed
lead_in_018286,2000-03-29|Croatia|Germany,2000-03-29,CRO,Croatia,Croatia,GER,Germany,Germany,home,True,Croatia,Germany,Croatia,Germany,1,1,0,1916.0,1881.0,-4.0,draw,Friendly,Zagreb,Croatia,False,9570,0,0,0,0,0,0,False,,,2000_friendly,2000-03-29|Croatia|Germany,,Friendly,completed
lead_in_018287,2000-03-29|Croatia|Germany,2000-03-29,GER,Germany,Germany,CRO,Croatia,Croatia,away,False,Croatia,Germany,Croatia,Germany,1,1,0,1881.0,1916.0,4.0,draw,Friendly,Zagreb,Croatia,False,9570,0,0,0,0,0,0,False,,,2000_friendly,2000-03-29|Croatia|Germany,,Friendly,completed
