edition,tournament_id,year,country,team_id,team_code,confederation,placement,position,matches_played,gs,ga,start_elo,finish_elo,elo_change,next_edition,next_placement,next_position
1986,WC-1986,1986,Hungary,HUN,HUN,UEFA,Group Stage,24,3,2,9,1891,1826,-65,,,
1986,WC-1986,1986,Iraq,IRQ,IRQ,AFC,Group Stage,24,3,1,4,1592,1560,-32,,,
1986,WC-1986,1986,Northern Ireland,NIR,NIR,UEFA,Group Stage,24,3,2,6,1853,1776,-77,,,
1986,WC-1986,1986,Portugal,PRT,PRT,UEFA,Group Stage,24,3,2,4,1807,1754,-53,2002,Group Stage,32
1986,WC-1986,1986,Scotland,SCO,SCO,UEFA,Group Stage,24,3,1,3,1874,1821,-53,1990,Group Stage,24
1986,WC-1986,1986,South Korea,KOR,KOR,AFC,Group Stage,24,3,4,7,1613,1604,-9,1990,Group Stage,24
1990,WC-1990,1990,Argentina,ARG,ARG,CONMEBOL,Runner-up,2,7,5,4,1794,1891,97,1994,Round of 16,16
1990,WC-1990,1990,Italy,ITA,ITA,UEFA,Third Place,3,7,10,2,1966,2033,67,1994,Runner-up,2
1990,WC-1990,1990,England,ENG,ENG,UEFA,Fourth Place,4,7,8,6,1940,1978,38,1998,Round of 16,16
1990,WC-1990,1990,Germany,GER,DEU,UEFA,Semi-final,4,7,15,5,1995,2075,80,1994,Quarter-final,8
1990,WC-1990,1990,Cameroon,CMR,CMR,CAF,Quarter-final,8,5,7,9,1631,1713,82,1994,Group Stage,24
1990,WC-1990,1990,Czechoslovakia,CSK,CSK,UEFA,Quarter-final,8,5,10,5,1855,1900,45,,,
1990,WC-1990,1990,Republic of Ireland,IRL,IRL,UEFA,Quarter-final,8,5,2,3,1892,1875,-17,1994,Round of 16,16
1990,WC-1990,1990,Yugoslavia,YUG,YUG,UEFA,Quarter-final,8,5,8,6,1855,1921,66,,,
1990,WC-1990,1990,Belgium,BEL,BEL,UEFA,Round of 16,16,4,6,4,1845,1871,26,1994,Round of 16,16
1990,WC-1990,1990,Brazil,BRA,BRA,CONMEBOL,Round of 16,16,4,4,2,1993,1989,-4,1994,Winner,1
1990,WC-1990,1990,Colombia,COL,COL,CONMEBOL,Round of 16,16,4,4,4,1801,1765,-36,1994,Group Stage,24
1990,WC-1990,1990,Costa Rica,CRI,CRI,CONCACAF,Round of 16,16,4,4,6,1612,1666,54,2002,Group Stage,32
1990,WC-1990,1990,Netherlands,NED,NLD,UEFA,Round of 16,16,4,3,4,2033,2002,-31,1994,Quarter-final,8
1990,WC-1990,1990,Romania,ROU,ROU,UEFA,Round of 16,16,4,4,3,1894,1888,-6,1994,Quarter-final,8
1990,WC-1990,1990,Spain,ESP,ESP,UEFA,Round of 16,16,4,6,4,1927,1936,9,1994,Quarter-final,8
1990,WC-1990,1990,Uruguay,URY,URY,CONMEBOL,Round of 16,16,4,2,5,1893,1848,-45,2002,Group Stage,32
1990,WC-1990,1990,Austria,AUT,AUT,UEFA,Group Stage,24,3,2,3,1766,1753,-13,1998,Group Stage,32
1990,WC-1990,1990,Egypt,EGY,EGY,CAF,Group Stage,24,3,1,2,1627,1660,33,2018,Group Stage,32
1990,WC-1990,1990,Scotland,SCO,SCO,UEFA,Group Stage,24,3,2,3,1739,1735,-4,1998,Group Stage,32
1990,WC-1990,1990,South Korea,KOR,KOR,AFC,Group Stage,24,3,1,6,1745,1675,-70,1994,Group Stage,24
1990,WC-1990,1990,Soviet Union,SUN,SUN,UEFA,Group Stage,24,3,4,4,1943,1870,-73,,,
1990,WC-1990,1990,Sweden,SWE,SWE,UEFA,Group Stage,24,3,3,6,1952,1831,-121,1994,Third Place,3
1990,WC-1990,1990,United Arab Emirates,ARE,ARE,AFC,Group Stage,24,3,2,11,1454,1431,-23,,,
1990,WC-1990,1990,United States,USA,USA,CONCACAF,Group Stage,24,3,2,8,1586,1547,-39,1994,Round of 16,16
1994,WC-1994,1994,Brazil,BRA,BRA,CONMEBOL,Winner,1,7,11,3,1964,2063,99,1998,Runner-up,2
1994,WC-1994,1994,Italy,ITA,ITA,UEFA,Runner-up,2,7,8,5,1947,2030,83,1998,Quarter-final,8
1994,WC-1994,1994,Sweden,SWE,SWE,UEFA,Third Place,3,7,15,8,1905,1971,66,2002,Round of 16,16
1994,WC-1994,1994,Bulgaria,BGR,BGR,UEFA,Fourth Place,4,7,10,11,1772,1814,42,1998,Group Stage,32
1994,WC-1994,1994,Germany,GER,DEU,UEFA,Quarter-final,8,5,9,7,2009,1985,-24,1998,Quarter-final,8
1994,WC-1994,1994,Netherlands,NED,NLD,UEFA,Quarter-final,8,5,8,6,1991,1968,-23,1998,Fourth Place,4
1994,WC-1994,1994,Romania,ROU,ROU,UEFA,Quarter-final,8,5,10,9,1836,1898,62,1998,Round of 16,16
1994,WC-1994,1994,Spain,ESP,ESP,UEFA,Quarter-final,8,5,10,6,1893,1927,34,1998,Group Stage,32
1994,WC-1994,1994,Argentina,ARG,ARG,CONMEBOL,Round of 16,16,4,8,6,1915,1857,-58,1998,Quarter-final,8
1994,WC-1994,1994,Belgium,BEL,BEL,UEFA,Round of 16,16,4,4,4,1824,1821,-3,1998,Group Stage,32
1994,WC-1994,1994,Mexico,MEX,MEX,CONCACAF,Round of 16,16,4,4,4,1855,1867,12,1998,Round of 16,16
1994,WC-1994,1994,Nigeria,NGA,NGA,CAF,Round of 16,16,4,7,4,1735,1784,49,1998,Round of 16,16
1994,WC-1994,1994,Republic of Ireland,IRL,IRL,UEFA,Round of 16,16,4,2,4,1864,1833,-31,2002,Round of 16,16
1994,WC-1994,1994,Saudi Arabia,KSA,SAU,AFC,Round of 16,16,4,5,6,1637,1690,53,1998,Group Stage,32
1994,WC-1994,1994,Switzerland,CHE,CHE,UEFA,Round of 16,16,4,5,7,1873,1818,-55,2006,Round of 16,16
1994,WC-1994,1994,United States,USA,USA,CONCACAF,Round of 16,16,4,3,4,1615,1636,21,1998,Group Stage,32
1994,WC-1994,1994,Bolivia,BOL,BOL,CONMEBOL,Group Stage,24,3,1,4,1703,1671,-32,,,
1994,WC-1994,1994,Cameroon,CMR,CMR,CAF,Group Stage,24,3,3,11,1685,1644,-41,1998,Group Stage,32
1994,WC-1994,1994,Colombia,COL,COL,CONMEBOL,Group Stage,24,3,4,5,1944,1897,-47,1998,Group Stage,32
1994,WC-1994,1994,Greece,GRC,GRC,UEFA,Group Stage,24,3,0,10,1689,1591,-98,2010,Group Stage,32
1994,WC-1994,1994,Morocco,MAR,MAR,CAF,Group Stage,24,3,2,5,1666,1609,-57,1998,Group Stage,32
1994,WC-1994,1994,Norway,NOR,NOR,UEFA,Group Stage,24,3,1,1,1851,1857,6,1998,Round of 16,16
1994,WC-1994,1994,Russia,RUS,RUS,UEFA,Group Stage,24,3,7,6,1867,1838,-29,2002,Group Stage,32
1994,WC-1994,1994,South Korea,KOR,KOR,AFC,Group Stage,24,3,4,5,1666,1676,10,1998,Group Stage,32
1998,WC-1998,1998,France,FRA,FRA,UEFA,Winner,1,7,15,2,2002,2089,87,2002,Group Stage,32
1998,WC-1998,1998,Brazil,BRA,BRA,CONMEBOL,Runner-up,2,7,14,10,2092,2046,-46,2002,Winner,1
1998,WC-1998,1998,Croatia,HRV,HRV,UEFA,Third Place,3,7,11,5,1874,2008,134,2002,Group Stage,32
1998,WC-1998,1998,Netherlands,NED,NLD,UEFA,Fourth Place,4,7,13,7,1959,1995,36,2006,Round of 16,16
1998,WC-1998,1998,Argentina,ARG,ARG,CONMEBOL,Quarter-final,8,5,10,4,1893,1932,39,2002,Group Stage,32
1998,WC-1998,1998,Denmark,DNK,DNK,UEFA,Quarter-final,8,5,9,7,1882,1882,0,2002,Round of 16,16
1998,WC-1998,1998,Germany,GER,DEU,UEFA,Quarter-final,8,5,8,6,2058,2010,-48,2002,Runner-up,2
1998,WC-1998,1998,Italy,ITA,ITA,UEFA,Quarter-final,8,5,8,3,1972,2016,44,2002,Round of 16,16
1998,WC-1998,1998,Chile,CHL,CHL,CONMEBOL,Round of 16,16,4,5,8,1788,1762,-26,2010,Round of 16,16
1998,WC-1998,1998,England,ENG,ENG,UEFA,Round of 16,16,4,7,4,1974,1971,-3,2002,Quarter-final,8
1998,WC-1998,1998,Mexico,MEX,MEX,CONCACAF,Round of 16,16,4,8,7,1847,1869,22,2002,Round of 16,16
1998,WC-1998,1998,Nigeria,NGA,NGA,CAF,Round of 16,16,4,6,9,1703,1706,3,2002,Group Stage,32
1998,WC-1998,1998,Norway,NOR,NOR,UEFA,Round of 16,16,4,5,5,1903,1902,-1,,,
1998,WC-1998,1998,Paraguay,PRY,PRY,CONMEBOL,Round of 16,16,4,3,2,1742,1805,63,2002,Round of 16,16
1998,WC-1998,1998,Romania,ROU,ROU,UEFA,Round of 16,16,4,4,3,1880,1883,3,,,
1998,WC-1998,1998,Serbia,SRB,SRB,UEFA,Round of 16,16,4,5,4,1968,1962,-6,2010,Group Stage,32
1998,WC-1998,1998,Austria,AUT,AUT,UEFA,Group Stage,32,3,3,4,1715,1702,-13,,,
1998,WC-1998,1998,Belgium,BEL,BEL,UEFA,Group Stage,32,3,3,3,1822,1825,3,2002,Round of 16,16
1998,WC-1998,1998,Bulgaria,BGR,BGR,UEFA,Group Stage,32,3,1,7,1805,1738,-67,,,
1998,WC-1998,1998,Cameroon,CMR,CMR,CAF,Group Stage,32,3,2,5,1591,1605,14,2002,Group Stage,32
1998,WC-1998,1998,Colombia,COL,COL,CONMEBOL,Group Stage,32,3,1,3,1778,1752,-26,2014,Quarter-final,8
1998,WC-1998,1998,Iran,IRN,IRN,AFC,Group Stage,32,3,2,4,1628,1660,32,2006,Group Stage,32
1998,WC-1998,1998,Jamaica,JAM,JAM,CONCACAF,Group Stage,32,3,3,9,1645,1645,0,,,
1998,WC-1998,1998,Japan,JPN,JPN,AFC,Group Stage,32,3,1,4,1743,1670,-73,2002,Round of 16,16
1998,WC-1998,1998,Morocco,MAR,MAR,CAF,Group Stage,32,3,5,5,1727,1789,62,2018,Group Stage,32
1998,WC-1998,1998,Saudi Arabia,KSA,SAU,AFC,Group Stage,32,3,2,7,1644,1627,-17,2002,Group Stage,32
1998,WC-1998,1998,Scotland,SCO,SCO,UEFA,Group Stage,32,3,2,6,1776,1718,-58,,,
1998,WC-1998,1998,South Africa,ZAF,ZAF,CAF,Group Stage,32,3,3,6,1637,1647,10,2002,Group Stage,32
1998,WC-1998,1998,South Korea,KOR,KOR,AFC,Group Stage,32,3,2,9,1750,1704,-46,2002,Fourth Place,4
1998,WC-1998,1998,Spain,ESP,ESP,UEFA,Group Stage,32,3,8,4,2039,1997,-42,2002,Quarter-final,8
1998,WC-1998,1998,Tunisia,TUN,TUN,CAF,Group Stage,32,3,1,4,1632,1624,-8,2002,Group Stage,32
1998,WC-1998,1998,United States,USA,USA,CONCACAF,Group Stage,32,3,1,5,1759,1705,-54,2002,Quarter-final,8
2002,WC-2002,2002,Brazil,BRA,BRA,CONMEBOL,Winner,1,7,18,4,1867,2069,202,2006,Quarter-final,8
2002,WC-2002,2002,Germany,GER,DEU,UEFA,Runner-up,2,7,14,3,1870,1960,90,2006,Third Place,3
2002,WC-2002,2002,Turkey,TUR,TUR,UEFA,Third Place,3,7,10,6,1756,1871,115,,,
2002,WC-2002,2002,South Korea,KOR,KOR,AFC,Fourth Place,4,7,8,6,1735,1781,46,2006,Group Stage,32
2002,WC-2002,2002,England,ENG,ENG,UEFA,Quarter-final,8,5,6,3,1924,1962,38,2006,Quarter-final,8
2002,WC-2002,2002,Senegal,SEN,SEN,CAF,Quarter-final,8,5,7,6,1698,1779,81,2018,Group Stage,32
2002,WC-2002,2002,Spain,ESP,ESP,UEFA,Quarter-final,8,5,10,5,1963,1992,29,2006,Round of 16,16
2002,WC-2002,2002,United States,USA,USA,CONCACAF,Quarter-final,8,5,7,7,1808,1824,16,2006,Group Stage,32
2002,WC-2002,2002,Belgium,BEL,BEL,UEFA,Round of 16,16,4,6,7,1837,1822,-15,2014,Quarter-final,8
2002,WC-2002,2002,Denmark,DNK,DNK,UEFA,Round of 16,16,4,5,5,1861,1887,26,2010,Group Stage,32
2002,WC-2002,2002,Italy,ITA,ITA,UEFA,Round of 16,16,4,5,5,2008,1935,-73,2006,Winner,1
2002,WC-2002,2002,Japan,JPN,JPN,AFC,Round of 16,16,4,5,3,1848,1825,-23,2006,Group Stage,32
2002,WC-2002,2002,Mexico,MEX,MEX,CONCACAF,Round of 16,16,4,4,4,1832,1834,2,2006,Round of 16,16
2002,WC-2002,2002,Paraguay,PRY,PRY,CONMEBOL,Round of 16,16,4,6,7,1731,1735,4,2006,Group Stage,32
2002,WC-2002,2002,Republic of Ireland,IRL,IRL,UEFA,Round of 16,16,4,6,3,1873,1903,30,,,
2002,WC-2002,2002,Sweden,SWE,SWE,UEFA,Round of 16,16,4,5,5,1866,1858,-8,2006,Round of 16,16
2002,WC-2002,2002,Argentina,ARG,ARG,CONMEBOL,Group Stage,32,3,2,2,2020,1984,-36,2006,Quarter-final,8
2002,WC-2002,2002,Cameroon,CMR,CMR,CAF,Group Stage,32,3,2,3,1810,1793,-17,2010,Group Stage,32
2002,WC-2002,2002,China PR,CHN,CHN,AFC,Group Stage,32,3,0,9,1698,1599,-99,,,
2002,WC-2002,2002,Costa Rica,CRI,CRI,CONCACAF,Group Stage,32,3,5,6,1792,1753,-39,2006,Group Stage,32
2002,WC-2002,2002,Croatia,HRV,HRV,UEFA,Group Stage,32,3,2,3,1881,1846,-35,2006,Group Stage,32
2002,WC-2002,2002,Ecuador,ECU,ECU,CONMEBOL,Group Stage,32,3,2,4,1728,1740,12,2006,Round of 16,16
2002,WC-2002,2002,France,FRA,FRA,UEFA,Group Stage,32,3,0,3,2093,1957,-136,2006,Runner-up,2
2002,WC-2002,2002,Nigeria,NGA,NGA,CAF,Group Stage,32,3,1,3,1765,1751,-14,2010,Group Stage,32
2002,WC-2002,2002,Poland,POL,POL,UEFA,Group Stage,32,3,3,7,1735,1745,10,2006,Group Stage,32
2002,WC-2002,2002,Portugal,PRT,PRT,UEFA,Group Stage,32,3,6,4,1978,1920,-58,2006,Fourth Place,4
2002,WC-2002,2002,Russia,RUS,RUS,UEFA,Group Stage,32,3,4,4,1801,1776,-25,2014,Group Stage,32
2002,WC-2002,2002,Saudi Arabia,KSA,SAU,AFC,Group Stage,32,3,0,12,1696,1640,-56,2006,Group Stage,32
2002,WC-2002,2002,Slovenia,SVN,SVN,UEFA,Group Stage,32,3,2,7,1745,1646,-99,2010,Group Stage,32
2002,WC-2002,2002,South Africa,ZAF,ZAF,CAF,Group Stage,32,3,5,5,1641,1677,36,2010,Group Stage,32
2002,WC-2002,2002,Tunisia,TUN,TUN,CAF,Group Stage,32,3,1,5,1618,1603,-15,2006,Group Stage,32
2002,WC-2002,2002,Uruguay,URY,URY,CONMEBOL,Group Stage,32,3,4,5,1811,1800,-11,2010,Fourth Place,4
2006,WC-2006,2006,Italy,ITA,ITA,UEFA,Winner,1,7,12,2,1943,2077,134,2010,Group Stage,32
2006,WC-2006,2006,France,FRA,FRA,UEFA,Runner-up,2,7,9,3,1970,2065,95,2010,Group Stage,32
2006,WC-2006,2006,Germany,GER,DEU,UEFA,Third Place,3,7,14,6,1895,1954,59,2010,Third Place,3
2006,WC-2006,2006,Portugal,PRT,PRT,UEFA,Fourth Place,4,7,7,5,1915,1939,24,2010,Round of 16,16
2006,WC-2006,2006,Argentina,ARG,ARG,CONMEBOL,Quarter-final,8,5,11,3,1922,2005,83,2010,Quarter-final,8
2006,WC-2006,2006,Brazil,BRA,BRA,CONMEBOL,Quarter-final,8,5,10,2,2034,2059,25,2010,Quarter-final,8
2006,WC-2006,2006,England,ENG,ENG,UEFA,Quarter-final,8,5,6,2,1973,2000,27,2010,Round of 16,16
2006,WC-2006,2006,Ukraine,UKR,UKR,UEFA,Quarter-final,8,5,5,7,1790,1787,-3,,,
2006,WC-2006,2006,Australia,AUS,AUS,AFC,Round of 16,16,4,5,6,1798,1804,6,2010,Group Stage,32
2006,WC-2006,2006,Ecuador,ECU,ECU,CONMEBOL,Round of 16,16,4,5,4,1700,1768,68,2014,Group Stage,32
2006,WC-2006,2006,Ghana,GHA,GHA,CAF,Round of 16,16,4,4,6,1616,1714,98,2010,Quarter-final,8
2006,WC-2006,2006,Mexico,MEX,MEX,CONCACAF,Round of 16,16,4,5,5,1839,1821,-18,2010,Round of 16,16
2006,WC-2006,2006,Netherlands,NED,NLD,UEFA,Round of 16,16,4,3,2,1994,1982,-12,2010,Runner-up,2
2006,WC-2006,2006,Spain,ESP,ESP,UEFA,Round of 16,16,4,9,4,1964,1958,-6,2010,Winner,1
2006,WC-2006,2006,Sweden,SWE,SWE,UEFA,Round of 16,16,4,3,4,1859,1849,-10,2018,Quarter-final,8
2006,WC-2006,2006,Switzerland,CHE,CHE,UEFA,Round of 16,16,4,4,0,1799,1857,58,2010,Group Stage,32
2006,WC-2006,2006,Angola,AGO,AGO,CAF,Group Stage,32,3,1,2,1565,1595,30,,,
2006,WC-2006,2006,Costa Rica,CRI,CRI,CONCACAF,Group Stage,32,3,3,9,1724,1640,-84,2014,Quarter-final,8
2006,WC-2006,2006,Croatia,HRV,HRV,UEFA,Group Stage,32,3,2,3,1838,1816,-22,2014,Group Stage,32
2006,WC-2006,2006,Czechia,CZE,CZE,UEFA,Group Stage,32,3,3,4,1971,1879,-92,,,
2006,WC-2006,2006,Iran,IRN,IRN,AFC,Group Stage,32,3,2,6,1842,1753,-89,2014,Group Stage,32
2006,WC-2006,2006,Ivory Coast,CIV,CIV,CAF,Group Stage,32,3,5,6,1766,1769,3,2010,Group Stage,32
2006,WC-2006,2006,Japan,JPN,JPN,AFC,Group Stage,32,3,2,7,1789,1737,-52,2010,Round of 16,16
2006,WC-2006,2006,Paraguay,PRY,PRY,CONMEBOL,Group Stage,32,3,2,2,1779,1766,-13,2010,Quarter-final,8
2006,WC-2006,2006,Poland,POL,POL,UEFA,Group Stage,32,3,2,4,1821,1772,-49,2018,Group Stage,32
2006,WC-2006,2006,Saudi Arabia,KSA,SAU,AFC,Group Stage,32,3,2,7,1554,1534,-20,2018,Group Stage,32
2006,WC-2006,2006,Serbia and Montenegro,SCG,SCG,UEFA,Group Stage,32,3,2,10,1800,1717,-83,,,
2006,WC-2006,2006,South Korea,KOR,KOR,AFC,Group Stage,32,3,3,4,1744,1733,-11,2010,Round of 16,16
2006,WC-2006,2006,Togo,TGO,TGO,CAF,Group Stage,32,3,1,6,1488,1460,-28,,,
2006,WC-2006,2006,Trinidad and Tobago,TTO,TTO,CONCACAF,Group Stage,32,3,0,4,1566,1553,-13,,,
2006,WC-2006,2006,Tunisia,TUN,TUN,CAF,Group Stage,32,3,3,6,1703,1657,-46,2018,Group Stage,32
2006,WC-2006,2006,United States,USA,USA,CONCACAF,Group Stage,32,3,2,6,1824,1765,-59,2010,Round of 16,16
2010,WC-2010,2010,Spain,ESP,ESP,UEFA,Winner,1,7,8,2,2111,2164,53,2014,Group Stage,32
2010,WC-2010,2010,Netherlands,NED,NLD,UEFA,Runner-up,2,7,12,6,2043,2097,54,2014,Third Place,3
2010,WC-2010,2010,Germany,GER,DEU,UEFA,Third Place,3,7,16,5,1957,2061,104,2014,Winner,1
2010,WC-2010,2010,Uruguay,URY,URY,CONMEBOL,Fourth Place,4,7,11,8,1845,1883,38,2014,Round of 16,16
2010,WC-2010,2010,Argentina,ARG,ARG,CONMEBOL,Quarter-final,8,5,10,6,1921,1962,41,2014,Runner-up,2
2010,WC-2010,2010,Brazil,BRA,BRA,CONMEBOL,Quarter-final,8,5,9,4,2109,2095,-14,2014,Fourth Place,4
2010,WC-2010,2010,Ghana,GHA,GHA,CAF,Quarter-final,8,5,5,4,1687,1768,81,2014,Group Stage,32
2010,WC-2010,2010,Paraguay,PRY,PRY,CONMEBOL,Quarter-final,8,5,3,2,1764,1779,15,,,
2010,WC-2010,2010,Chile,CHL,CHL,CONMEBOL,Round of 16,16,4,3,5,1886,1881,-5,2014,Round of 16,16
2010,WC-2010,2010,England,ENG,ENG,UEFA,Round of 16,16,4,3,5,2001,1915,-86,2014,Group Stage,32
2010,WC-2010,2010,Japan,JPN,JPN,AFC,Round of 16,16,4,4,2,1678,1760,82,2014,Group Stage,32
2010,WC-2010,2010,Mexico,MEX,MEX,CONCACAF,Round of 16,16,4,4,5,1898,1857,-41,2014,Round of 16,16
2010,WC-2010,2010,Portugal,PRT,PRT,UEFA,Round of 16,16,4,7,1,1876,1886,10,2014,Group Stage,32
2010,WC-2010,2010,Slovakia,SVK,SVK,UEFA,Round of 16,16,4,5,7,1670,1672,2,,,
2010,WC-2010,2010,South Korea,KOR,KOR,AFC,Round of 16,16,4,6,8,1765,1745,-20,2014,Group Stage,32
2010,WC-2010,2010,United States,USA,USA,CONCACAF,Round of 16,16,4,5,5,1784,1767,-17,2014,Round of 16,16
2010,WC-2010,2010,Algeria,DZA,DZA,CAF,Group Stage,32,3,0,2,1539,1535,-4,2014,Round of 16,16
2010,WC-2010,2010,Australia,AUS,AUS,AFC,Group Stage,32,3,3,6,1775,1783,8,2014,Group Stage,32
2010,WC-2010,2010,Cameroon,CMR,CMR,CAF,Group Stage,32,3,2,5,1694,1636,-58,2014,Group Stage,32
2010,WC-2010,2010,Denmark,DNK,DNK,UEFA,Group Stage,32,3,3,6,1778,1729,-49,2018,Round of 16,16
2010,WC-2010,2010,France,FRA,FRA,UEFA,Group Stage,32,3,1,4,1861,1776,-85,2014,Quarter-final,8
2010,WC-2010,2010,Greece,GRC,GRC,UEFA,Group Stage,32,3,2,5,1736,1707,-29,2014,Round of 16,16
2010,WC-2010,2010,Honduras,HND,HND,CONCACAF,Group Stage,32,3,0,3,1714,1697,-17,2014,Group Stage,32
2010,WC-2010,2010,Italy,ITA,ITA,UEFA,Group Stage,32,3,4,5,1936,1848,-88,2014,Group Stage,32
2010,WC-2010,2010,Ivory Coast,CIV,CIV,CAF,Group Stage,32,3,4,3,1739,1763,24,2014,Group Stage,32
2010,WC-2010,2010,New Zealand,NZL,NZL,OFC,Group Stage,32,3,2,2,1527,1581,54,,,
2010,WC-2010,2010,Nigeria,NGA,NGA,CAF,Group Stage,32,3,3,5,1713,1678,-35,2014,Round of 16,16
2010,WC-2010,2010,North Korea,PRK,PRK,AFC,Group Stage,32,3,1,12,1537,1494,-43,,,
2010,WC-2010,2010,Serbia,SRB,SRB,UEFA,Group Stage,32,3,2,3,1840,1805,-35,2018,Group Stage,32
2010,WC-2010,2010,Slovenia,SVN,SVN,UEFA,Group Stage,32,3,3,3,1686,1700,14,,,
2010,WC-2010,2010,South Africa,ZAF,ZAF,CAF,Group Stage,32,3,3,5,1592,1617,25,,,
2010,WC-2010,2010,Switzerland,CHE,CHE,UEFA,Group Stage,32,3,1,1,1761,1782,21,2014,Round of 16,16
2014,WC-2014,2014,Germany,GER,DEU,UEFA,Winner,1,7,18,4,2073,2223,150,2018,Group Stage,32
2014,WC-2014,2014,Argentina,ARG,ARG,CONMEBOL,Runner-up,2,7,8,4,2018,2063,45,2018,Round of 16,16
2014,WC-2014,2014,Netherlands,NED,NLD,UEFA,Third Place,3,7,15,4,1985,2153,168,2022,Quarter-final,8
2014,WC-2014,2014,Brazil,BRA,BRA,CONMEBOL,Fourth Place,4,7,11,14,2138,1979,-159,2018,Quarter-final,8
2014,WC-2014,2014,Belgium,BEL,BEL,UEFA,Quarter-final,8,5,6,3,1852,1911,59,2018,Third Place,3
2014,WC-2014,2014,Colombia,COL,COL,CONMEBOL,Quarter-final,8,5,12,4,1922,2018,96,2018,Round of 16,16
2014,WC-2014,2014,Costa Rica,CRI,CRI,CONCACAF,Quarter-final,8,5,5,2,1711,1846,135,2018,Group Stage,32
2014,WC-2014,2014,France,FRA,FRA,UEFA,Quarter-final,8,5,10,3,1897,1956,59,2018,Winner,1
2014,WC-2014,2014,Algeria,DZA,DZA,CAF,Round of 16,16,4,7,7,1625,1673,48,,,
2014,WC-2014,2014,Chile,CHL,CHL,CONMEBOL,Round of 16,16,4,6,4,1920,1981,61,,,
2014,WC-2014,2014,Greece,GRC,GRC,UEFA,Round of 16,16,4,3,5,1823,1813,-10,,,
2014,WC-2014,2014,Mexico,MEX,MEX,CONCACAF,Round of 16,16,4,5,3,1814,1882,68,2018,Round of 16,16
2014,WC-2014,2014,Nigeria,NGA,NGA,CAF,Round of 16,16,4,3,5,1727,1729,2,2018,Group Stage,32
2014,WC-2014,2014,Switzerland,CHE,CHE,UEFA,Round of 16,16,4,7,7,1854,1845,-9,2018,Round of 16,16
2014,WC-2014,2014,United States,USA,USA,CONCACAF,Round of 16,16,4,5,6,1856,1836,-20,2022,Round of 16,16
2014,WC-2014,2014,Uruguay,URY,URY,CONMEBOL,Round of 16,16,4,4,6,1918,1879,-39,2018,Quarter-final,8
2014,WC-2014,2014,Australia,AUS,AUS,AFC,Group Stage,32,3,3,9,1708,1665,-43,2018,Group Stage,32
2014,WC-2014,2014,Bosnia and Herzegovina,BIH,BIH,UEFA,Group Stage,32,3,4,4,1785,1780,-5,,,
2014,WC-2014,2014,Cameroon,CMR,CMR,CAF,Group Stage,32,3,1,9,1606,1565,-41,2022,Group Stage,32
2014,WC-2014,2014,Croatia,HRV,HRV,UEFA,Group Stage,32,3,6,6,1818,1793,-25,2018,Runner-up,2
2014,WC-2014,2014,Ecuador,ECU,ECU,CONMEBOL,Group Stage,32,3,3,3,1836,1837,1,2022,Group Stage,32
2014,WC-2014,2014,England,ENG,ENG,UEFA,Group Stage,32,3,2,4,1931,1859,-72,2018,Fourth Place,4
2014,WC-2014,2014,Ghana,GHA,GHA,CAF,Group Stage,32,3,4,6,1704,1696,-8,2022,Group Stage,32
2014,WC-2014,2014,Honduras,HND,HND,CONCACAF,Group Stage,32,3,1,8,1669,1605,-64,,,
2014,WC-2014,2014,Iran,IRN,IRN,AFC,Group Stage,32,3,1,4,1715,1667,-48,2018,Group Stage,32
2014,WC-2014,2014,Italy,ITA,ITA,UEFA,Group Stage,32,3,2,3,1887,1849,-38,,,
2014,WC-2014,2014,Ivory Coast,CIV,CIV,CAF,Group Stage,32,3,4,5,1772,1756,-16,,,
2014,WC-2014,2014,Japan,JPN,JPN,AFC,Group Stage,32,3,2,6,1785,1734,-51,2018,Round of 16,16
2014,WC-2014,2014,Portugal,PRT,PRT,UEFA,Group Stage,32,3,4,7,1942,1918,-24,2018,Round of 16,16
2014,WC-2014,2014,Russia,RUS,RUS,UEFA,Group Stage,32,3,2,3,1848,1795,-53,2018,Quarter-final,8
2014,WC-2014,2014,South Korea,KOR,KOR,AFC,Group Stage,32,3,3,6,1667,1616,-51,2018,Group Stage,32
2014,WC-2014,2014,Spain,ESP,ESP,UEFA,Group Stage,32,3,4,7,2107,1991,-116,2018,Round of 16,16
2018,WC-2018,2018,France,FRA,FRA,UEFA,Winner,1,7,14,6,1986,2126,140,2022,Runner-up,2
2018,WC-2018,2018,Croatia,HRV,HRV,UEFA,Runner-up,2,7,14,9,1853,1942,89,2022,Third Place,3
2018,WC-2018,2018,Belgium,BEL,BEL,UEFA,Third Place,3,7,16,6,1936,2057,121,2022,Group Stage,32
2018,WC-2018,2018,England,ENG,ENG,UEFA,Fourth Place,4,7,12,8,1947,1912,-35,2022,Quarter-final,8
2018,WC-2018,2018,Brazil,BRA,BRA,CONMEBOL,Quarter-final,8,5,8,3,2141,2113,-28,2022,Quarter-final,8
2018,WC-2018,2018,Russia,RUS,RUS,UEFA,Quarter-final,8,5,11,7,1676,1719,43,,,
2018,WC-2018,2018,Sweden,SWE,SWE,UEFA,Quarter-final,8,5,6,4,1793,1864,71,,,
2018,WC-2018,2018,Uruguay,URY,URY,CONMEBOL,Quarter-final,8,5,7,3,1892,1944,52,2022,Group Stage,32
