tournament_id,match_id,match_number,date,tournament,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,team_score,opponent_score,result,city,country,neutral,team_elo_start,opponent_elo_start,team_elo_end,opponent_elo_end,team_elo_delta
,,,1924-09-24,Friendly,played,South Africa,ZAF,ZAF,CAF,Northern Ireland,NIR,NIR,UEFA,FALSE,2,1,win,Belfast,Northern Ireland,FALSE,1782,1703,1793,1692,11
,,,1924-11-02,Friendly,played,South Africa,ZAF,ZAF,CAF,Netherlands,NED,NLD,UEFA,FALSE,1,2,loss,Amsterdam,Netherlands,FALSE,1780,1783,1773,1790,-7
,,,1947-05-10,Friendly,played,South Africa,ZAF,ZAF,CAF,Australia,AUS,AUS,AFC,FALSE,2,1,win,Sydney,Australia,FALSE,1654,1717,1668,1703,14
,,,1947-05-24,Friendly,played,South Africa,ZAF,ZAF,CAF,Australia,AUS,AUS,AFC,FALSE,4,2,win,Brisbane,Australia,FALSE,1668,1703,1689,1682,21
,,,1947-05-31,Friendly,played,South Africa,ZAF,ZAF,CAF,Australia,AUS,AUS,AFC,FALSE,3,3,draw,Sydney,Australia,FALSE,1689,1682,1692,1679,3
,,,1947-06-07,Friendly,played,South Africa,ZAF,ZAF,CAF,Australia,AUS,AUS,AFC,FALSE,1,5,loss,Newcastle,Australia,FALSE,1692,1679,1678,1693,-14
,,,1947-06-14,Friendly,played,South Africa,ZAF,ZAF,CAF,Australia,AUS,AUS,AFC,FALSE,2,1,win,Sydney,Australia,FALSE,1678,1693,1691,1680,13
,,,1947-06-28,Friendly,played,South Africa,ZAF,ZAF,CAF,New Zealand,NZL,NZL,OFC,FALSE,6,5,win,Christchurch,New Zealand,FALSE,1691,1432,1697,1426,6
,,,1947-07-05,Friendly,played,South Africa,ZAF,ZAF,CAF,New Zealand,NZL,NZL,OFC,FALSE,6,0,win,Dunedin,New Zealand,FALSE,1697,1426,1709,1414,12
,,,1947-07-12,Friendly,played,South Africa,ZAF,ZAF,CAF,New Zealand,NZL,NZL,OFC,FALSE,8,3,win,Wellington,New Zealand,FALSE,1709,1414,1719,1404,10
,,,1947-07-19,Friendly,played,South Africa,ZAF,ZAF,CAF,New Zealand,NZL,NZL,OFC,FALSE,4,1,win,Auckland,New Zealand,FALSE,1719,1404,1727,1396,8
,,,1950-06-24,Friendly,played,South Africa,ZAF,ZAF,CAF,Australia,AUS,AUS,AFC,TRUE,3,2,win,Durban,South Africa,FALSE,1731,1757,1739,1749,8
,,,1950-07-01,Friendly,played,South Africa,ZAF,ZAF,CAF,Australia,AUS,AUS,AFC,TRUE,2,1,win,Johannesburg,South Africa,FALSE,1739,1749,1746,1742,7
,,,1950-07-08,Friendly,played,South Africa,ZAF,ZAF,CAF,Australia,AUS,AUS,AFC,TRUE,1,2,loss,Port Elizabeth,South Africa,FALSE,1746,1742,1733,1755,-13
,,,1950-07-23,Friendly,played,South Africa,ZAF,ZAF,CAF,Australia,AUS,AUS,AFC,TRUE,0,2,loss,Cape Town,South Africa,FALSE,1733,1755,1715,1773,-18
,,,1953-11-22,Friendly,played,South Africa,ZAF,ZAF,CAF,Portugal,PRT,PRT,UEFA,FALSE,1,3,loss,Oeiras,Portugal,FALSE,1715,1642,1701,1656,-14
,,,1954-05-01,Friendly,played,South Africa,ZAF,ZAF,CAF,Israel,ISR,ISR,UEFA,TRUE,2,1,win,Johannesburg,South Africa,FALSE,1701,1430,1703,1428,2
,,,1955-09-03,Friendly,played,South Africa,ZAF,ZAF,CAF,Australia,AUS,AUS,AFC,FALSE,3,0,win,Brisbane,Australia,FALSE,1703,1756,1728,1731,25
,,,1955-09-10,Friendly,played,South Africa,ZAF,ZAF,CAF,Australia,AUS,AUS,AFC,FALSE,2,0,win,Melbourne,Australia,FALSE,1728,1731,1747,1712,19
,,,1955-09-17,Friendly,played,South Africa,ZAF,ZAF,CAF,Australia,AUS,AUS,AFC,FALSE,8,0,win,Adelaide,Australia,FALSE,1747,1712,1775,1684,28
,,,1955-09-24,Friendly,played,South Africa,ZAF,ZAF,CAF,Australia,AUS,AUS,AFC,FALSE,6,0,win,Sydney,Australia,FALSE,1775,1684,1797,1662,22
,,,1955-10-01,Friendly,played,South Africa,ZAF,ZAF,CAF,Australia,AUS,AUS,AFC,FALSE,4,1,win,Newcastle,Australia,FALSE,1797,1662,1813,1646,16
,,,1958-11-12,Friendly,played,South Africa,ZAF,ZAF,CAF,Netherlands,NED,NLD,UEFA,FALSE,3,9,loss,Eindhoven,Netherlands,FALSE,1784,1703,1764,1723,-20
,,,1977-04-09,Friendly,played,South Africa,ZAF,ZAF,CAF,Zimbabwe,,,,TRUE,7,0,win,Johannesburg,South Africa,FALSE,,,,,
,,,1977-07-03,Friendly,played,South Africa,ZAF,ZAF,CAF,Zimbabwe,,,,FALSE,1,1,draw,Salisbury,Southern Rhodesia,FALSE,,,,,
,,,1992-07-07,Friendly,played,South Africa,ZAF,ZAF,CAF,Cameroon,CMR,CMR,CAF,TRUE,1,0,win,Durban,South Africa,FALSE,1761,1676,1766,1671,5
,,,1992-07-09,Friendly,played,South Africa,ZAF,ZAF,CAF,Cameroon,CMR,CMR,CAF,TRUE,1,2,loss,Cape Town,South Africa,FALSE,1766,1671,1751,1686,-15
,,,1992-07-11,Friendly,played,South Africa,ZAF,ZAF,CAF,Cameroon,CMR,CMR,CAF,TRUE,2,2,draw,Johannesburg,South Africa,FALSE,1751,1686,1747,1690,-4
