team,team_id,team_code,confederation,tournament,tournament_id,year,player_name,player_id,position,pos_code,shirt_number,date_of_birth,age,club,club_country,caps,goals
South Africa,ZAF,ZAF,CAF,1998 FIFA Men's World Cup,WC-1998,1998,Alfred Phiri,P-19030,midfielder,MF,8,1974-06-22,23,,,,
South Africa,ZAF,ZAF,CAF,1998 FIFA Men's World Cup,WC-1998,1998,Benni McCarthy,P-59298,forward,FW,17,1977-11-12,20,Ajax Amsterdam,Netherlands,13,11
South Africa,ZAF,ZAF,CAF,1998 FIFA Men's World Cup,WC-1998,1998,Brendan Augustine,P-45250,forward,FW,12,1971-10-26,26,Linzer ASK,Austria,9,0
South Africa,ZAF,ZAF,CAF,1998 FIFA Men's World Cup,WC-1998,1998,Brian Baloyi,P-16070,goal keeper,GK,16,1974-03-16,24,Kaizer Chiefs Soweto,South Africa,7,0
South Africa,ZAF,ZAF,CAF,1998 FIFA Men's World Cup,WC-1998,1998,David Nyathi,P-10490,defender,DF,3,1969-03-22,29,Cagliari Calcio,Italy,12,1
South Africa,ZAF,ZAF,CAF,1998 FIFA Men's World Cup,WC-1998,1998,Delron Buckley,P-37844,forward,FW,13,1977-12-07,20,VfL Bochum,Germany,1,0
South Africa,ZAF,ZAF,CAF,1998 FIFA Men's World Cup,WC-1998,1998,Doctor Khumalo,P-47572,midfielder,MF,15,1967-06-26,30,Kaizer Chiefs Soweto,South Africa,1,0
South Africa,ZAF,ZAF,CAF,1998 FIFA Men's World Cup,WC-1998,1998,Hans Vonk,P-57626,goal keeper,GK,1,1970-01-30,28,SC Heerenveen,Netherlands,7,0
South Africa,ZAF,ZAF,CAF,1998 FIFA Men's World Cup,WC-1998,1998,Helman Mkhalele,P-88704,midfielder,MF,11,1969-10-20,28,Ankaragücü,Turkey,10,1
South Africa,ZAF,ZAF,CAF,1998 FIFA Men's World Cup,WC-1998,1998,Jerry Sikhosana,P-32294,forward,FW,14,1969-06-08,29,Yunnan Hongta,China,1,0
South Africa,ZAF,ZAF,CAF,1998 FIFA Men's World Cup,WC-1998,1998,John Moshoeu,P-85624,midfielder,MF,10,1965-12-18,32,Fenerbahçe SK,Turkey,12,0
South Africa,ZAF,ZAF,CAF,1998 FIFA Men's World Cup,WC-1998,1998,Lebogang Morula,P-85237,midfielder,MF,18,1968-12-22,29,,,,
South Africa,ZAF,ZAF,CAF,1998 FIFA Men's World Cup,WC-1998,1998,Lucas Radebe,P-56543,defender,DF,19,1969-04-12,29,Leeds United,England,13,0
South Africa,ZAF,ZAF,CAF,1998 FIFA Men's World Cup,WC-1998,1998,Mark Fish,P-92802,defender,DF,5,1974-03-14,24,Bolton Wanderers,England,14,0
South Africa,ZAF,ZAF,CAF,1998 FIFA Men's World Cup,WC-1998,1998,Paul Evans,P-97369,goal keeper,GK,22,1973-12-28,24,,,,
South Africa,ZAF,ZAF,CAF,1998 FIFA Men's World Cup,WC-1998,1998,Phil Masinga,P-05915,forward,FW,6,1969-06-28,28,AS Bari,Italy,8,1
South Africa,ZAF,ZAF,CAF,1998 FIFA Men's World Cup,WC-1998,1998,Pierre Issa,P-65806,defender,DF,21,1975-09-12,22,,,,
South Africa,ZAF,ZAF,CAF,1998 FIFA Men's World Cup,WC-1998,1998,Quinton Fortune,P-02423,midfielder,MF,7,1977-05-21,21,Atlético Madrid,Spain,6,0
South Africa,ZAF,ZAF,CAF,1998 FIFA Men's World Cup,WC-1998,1998,Shaun Bartlett,P-24299,forward,FW,9,1972-10-31,25,FC Zürich,Switzerland,4,4
South Africa,ZAF,ZAF,CAF,1998 FIFA Men's World Cup,WC-1998,1998,Simon Gopane,P-83595,goal keeper,GK,23,1970-12-26,27,Bloemfontein Celtic,South Africa,1,0
South Africa,ZAF,ZAF,CAF,1998 FIFA Men's World Cup,WC-1998,1998,Themba Mnguni,P-28712,defender,DF,2,1973-12-16,24,Mamelodi Sundowns,South Africa,3,0
South Africa,ZAF,ZAF,CAF,1998 FIFA Men's World Cup,WC-1998,1998,Willem Jackson,P-94478,defender,DF,4,1972-03-26,26,Orlando Pirates,South Africa,11,0
South Africa,ZAF,ZAF,CAF,1998 FIFA Men's World Cup,WC-1998,1998,William Mokoena,P-54426,midfielder,MF,20,1975-03-31,23,,,,
