tournament_id,year,team_id,team,confederation,elo_start,elo_end,elo_change,elo_status
WC-1986,1986,ARG,Argentina,CONMEBOL,1874,2011,137,final
WC-1986,1986,FRA,France,UEFA,1995,2022,27,final
WC-1986,1986,BEL,Belgium,UEFA,1824,1816,-8,final
WC-1986,1986,GER,Germany,UEFA,1940,1965,25,final
WC-1986,1986,BRA,Brazil,CONMEBOL,1915,2017,102,final
WC-1986,1986,ENG,England,UEFA,1990,1963,-27,final
WC-1986,1986,MEX,Mexico,CONCACAF,1841,1881,40,final
WC-1986,1986,ESP,Spain,UEFA,1902,1979,77,final
WC-1986,1986,BGR,Bulgaria,UEFA,1844,1767,-77,final
WC-1986,1986,DNK,Denmark,UEFA,1893,1939,46,final
WC-1986,1986,ITA,Italy,UEFA,1884,1865,-19,final
WC-1986,1986,MAR,Morocco,CAF,1642,1738,96,final
WC-1986,1986,PRY,Paraguay,CONMEBOL,1812,1800,-12,final
WC-1986,1986,POL,Poland,UEFA,1805,1761,-44,final
WC-1986,1986,SUN,Soviet Union,UEFA,1940,1960,20,final
WC-1986,1986,URY,Uruguay,CONMEBOL,1841,1778,-63,final
WC-1986,1986,DZA,Algeria,CAF,1618,1609,-9,final
WC-1986,1986,CAN,Canada,CONCACAF,1648,1610,-38,final
WC-1986,1986,HUN,Hungary,UEFA,1891,1826,-65,final
WC-1986,1986,IRQ,Iraq,AFC,1592,1560,-32,final
WC-1986,1986,NIR,Northern Ireland,UEFA,1853,1776,-77,final
WC-1986,1986,PRT,Portugal,UEFA,1807,1754,-53,final
WC-1986,1986,SCO,Scotland,UEFA,1874,1821,-53,final
WC-1986,1986,KOR,South Korea,AFC,1613,1604,-9,final
