tournament_id,match_id,match_number,date,stage,status,team_id,team,team_confederation,opponent_id,opponent,opponent_confederation,is_home,team_score,opponent_score,result,team_elo_start,opponent_elo_start,team_elo_end,opponent_elo_end,team_elo_delta,city,country,neutral,decided_by_shootout,shootout_winner
WC-1986,WC-1986_001,1,1986-05-31,Group Stage,played,BGR,Bulgaria,UEFA,ITA,Italy,UEFA,TRUE,1,1,draw,1844,1884,1847,1881,3,Mexico City,Mexico,TRUE,FALSE,
WC-1986,WC-1986_001,1,1986-05-31,Group Stage,played,ITA,Italy,UEFA,BGR,Bulgaria,UEFA,FALSE,1,1,draw,1884,1844,1881,1847,-3,Mexico City,Mexico,TRUE,FALSE,
WC-1986,WC-1986_002,2,1986-06-01,Group Stage,played,CAN,Canada,CONCACAF,FRA,France,UEFA,TRUE,0,1,loss,1648,1995,1641,2002,-7,León,Mexico,TRUE,FALSE,
WC-1986,WC-1986_002,2,1986-06-01,Group Stage,played,FRA,France,UEFA,CAN,Canada,CONCACAF,FALSE,1,0,win,1995,1648,2002,1641,7,León,Mexico,TRUE,FALSE,
WC-1986,WC-1986_003,3,1986-06-01,Group Stage,played,ESP,Spain,UEFA,BRA,Brazil,CONMEBOL,TRUE,0,1,loss,1902,1915,1873,1944,-29,Guadalajara,Mexico,TRUE,FALSE,
WC-1986,WC-1986_003,3,1986-06-01,Group Stage,played,BRA,Brazil,CONMEBOL,ESP,Spain,UEFA,FALSE,1,0,win,1915,1902,1944,1873,29,Guadalajara,Mexico,TRUE,FALSE,
WC-1986,WC-1986_004,4,1986-06-02,Group Stage,played,ARG,Argentina,CONMEBOL,KOR,South Korea,AFC,TRUE,3,1,win,1874,1613,1890,1597,16,Mexico City,Mexico,TRUE,FALSE,
WC-1986,WC-1986_004,4,1986-06-02,Group Stage,played,KOR,South Korea,AFC,ARG,Argentina,CONMEBOL,FALSE,1,3,loss,1613,1874,1597,1890,-16,Mexico City,Mexico,TRUE,FALSE,
WC-1986,WC-1986_005,5,1986-06-02,Group Stage,played,MAR,Morocco,CAF,POL,Poland,UEFA,TRUE,0,0,draw,1642,1805,1655,1792,13,Monterrey,Mexico,TRUE,FALSE,
WC-1986,WC-1986_005,5,1986-06-02,Group Stage,played,POL,Poland,UEFA,MAR,Morocco,CAF,FALSE,0,0,draw,1805,1642,1792,1655,-13,Monterrey,Mexico,TRUE,FALSE,
WC-1986,WC-1986_006,6,1986-06-02,Group Stage,played,SUN,Soviet Union,UEFA,HUN,Hungary,UEFA,TRUE,6,0,win,1940,1891,1995,1836,55,Irapuato,Mexico,TRUE,FALSE,
WC-1986,WC-1986_006,6,1986-06-02,Group Stage,played,HUN,Hungary,UEFA,SUN,Soviet Union,UEFA,FALSE,0,6,loss,1891,1940,1836,1995,-55,Irapuato,Mexico,TRUE,FALSE,
WC-1986,WC-1986_007,7,1986-06-03,Group Stage,played,DZA,Algeria,CAF,NIR,Northern Ireland,UEFA,TRUE,1,1,draw,1618,1853,1636,1835,18,Guadalajara,Mexico,TRUE,FALSE,
WC-1986,WC-1986_007,7,1986-06-03,Group Stage,played,NIR,Northern Ireland,UEFA,DZA,Algeria,CAF,FALSE,1,1,draw,1853,1618,1835,1636,-18,Guadalajara,Mexico,TRUE,FALSE,
WC-1986,WC-1986_008,8,1986-06-03,Group Stage,played,MEX,Mexico,CONCACAF,BEL,Belgium,UEFA,TRUE,2,1,win,1841,1824,1861,1804,20,Mexico City,Mexico,FALSE,FALSE,
WC-1986,WC-1986_008,8,1986-06-03,Group Stage,played,BEL,Belgium,UEFA,MEX,Mexico,CONCACAF,FALSE,1,2,loss,1824,1841,1804,1861,-20,Mexico City,Mexico,FALSE,FALSE,
WC-1986,WC-1986_009,9,1986-06-03,Group Stage,played,PRT,Portugal,UEFA,ENG,England,UEFA,TRUE,1,0,win,1807,1990,1851,1946,44,Monterrey,Mexico,TRUE,FALSE,
WC-1986,WC-1986_009,9,1986-06-03,Group Stage,played,ENG,England,UEFA,PRT,Portugal,UEFA,FALSE,0,1,loss,1990,1807,1946,1851,-44,Monterrey,Mexico,TRUE,FALSE,
WC-1986,WC-1986_010,10,1986-06-04,Group Stage,played,PRY,Paraguay,CONMEBOL,IRQ,Iraq,AFC,TRUE,1,0,win,1812,1592,1825,1579,13,Toluca,Mexico,TRUE,FALSE,
