team,team_id,team_code,confederation,tournament,tournament_id,year,player_name,player_id,position,pos_code,shirt_number,date_of_birth,age,club,club_country,caps,goals
El Salvador,SLV,SLV,CONCACAF,1970 FIFA Men's World Cup,WC-1970,1970,Alberto Villalta,P-56225,midfielder,MF,22,1947-11-19,22,,,,
El Salvador,SLV,SLV,CONCACAF,1970 FIFA Men's World Cup,WC-1970,1970,David Cabrera,P-70115,forward,FW,15,1945-09-12,24,FAS Santa Ana,El Salvador,0,0
El Salvador,SLV,SLV,CONCACAF,1970 FIFA Men's World Cup,WC-1970,1970,Elmer Acevedo,P-28429,forward,FW,21,1946-02-24,24,,,,
El Salvador,SLV,SLV,CONCACAF,1970 FIFA Men's World Cup,WC-1970,1970,Ernesto Aparicio,P-24464,forward,FW,11,1948-12-28,21,Atlético Marte San Salvador,El Salvador,0,0
El Salvador,SLV,SLV,CONCACAF,1970 FIFA Men's World Cup,WC-1970,1970,Genaro Sarmeno,P-86181,midfielder,MF,16,1948-11-28,21,,,,
El Salvador,SLV,SLV,CONCACAF,1970 FIFA Men's World Cup,WC-1970,1970,Gualberto Fernández,P-10061,goal keeper,GK,20,1941-07-12,28,,,,
El Salvador,SLV,SLV,CONCACAF,1970 FIFA Men's World Cup,WC-1970,1970,Guillermo Castro,P-87801,defender,DF,18,1940-06-25,29,Atlético Marte San Salvador,El Salvador,0,0
El Salvador,SLV,SLV,CONCACAF,1970 FIFA Men's World Cup,WC-1970,1970,Jaime Portillo,P-65859,forward,FW,17,1947-09-18,22,Alianza San Salvador,El Salvador,0,0
El Salvador,SLV,SLV,CONCACAF,1970 FIFA Men's World Cup,WC-1970,1970,Jorge Vásquez,P-16270,midfielder,MF,8,1945-04-23,25,UES San Salvador,El Salvador,0,0
El Salvador,SLV,SLV,CONCACAF,1970 FIFA Men's World Cup,WC-1970,1970,José Quintanilla,P-02166,midfielder,MF,6,1947-10-29,22,Atlético Marte San Salvador,El Salvador,0,0
El Salvador,SLV,SLV,CONCACAF,1970 FIFA Men's World Cup,WC-1970,1970,Juan Ramón Martínez,P-49544,midfielder,MF,9,1948-04-20,22,Águila San Miguel,El Salvador,0,0
El Salvador,SLV,SLV,CONCACAF,1970 FIFA Men's World Cup,WC-1970,1970,Mario Monge,P-58367,forward,FW,12,1938-11-27,31,FAS Santa Ana,El Salvador,0,0
El Salvador,SLV,SLV,CONCACAF,1970 FIFA Men's World Cup,WC-1970,1970,Mauricio Manzano,P-98965,defender,DF,14,1943-09-30,26,FAS Santa Ana,El Salvador,0,0
El Salvador,SLV,SLV,CONCACAF,1970 FIFA Men's World Cup,WC-1970,1970,Mauricio Rodríguez,P-83098,midfielder,MF,7,1945-09-12,24,,,,
