tournament,tournament_id,year,match_id,match_number,date,stage,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,city,country,neutral,team_elo_start,opponent_elo_start
1958 FIFA Men's World Cup,WC-1958,1958,WC-1958_004,4,1958-06-08,Group Stage,played,Soviet Union,SUN,SUN,UEFA,England,ENG,ENG,UEFA,FALSE,Gothenburg,Sweden,TRUE,1893,2015
1958 FIFA Men's World Cup,WC-1958,1958,WC-1958_010,10,1958-06-11,Group Stage,played,Soviet Union,SUN,SUN,UEFA,Austria,AUT,AUT,UEFA,FALSE,Borås,Sweden,TRUE,1903,1864
1958 FIFA Men's World Cup,WC-1958,1958,WC-1958_019,19,1958-06-15,Group Stage,played,Soviet Union,SUN,SUN,UEFA,Brazil,BRA,BRA,CONMEBOL,FALSE,Gothenburg,Sweden,TRUE,1943,2017
1958 FIFA Men's World Cup,WC-1958,1958,WC-1958_026,26,1958-06-17,Group Stage,played,Soviet Union,SUN,SUN,UEFA,England,ENG,ENG,UEFA,FALSE,Gothenburg,Sweden,TRUE,1907,1992
1958 FIFA Men's World Cup,WC-1958,1958,WC-1958_031,31,1958-06-19,Quarter-final,played,Soviet Union,SUN,SUN,UEFA,Sweden,SWE,SWE,UEFA,FALSE,Solna,Sweden,FALSE,1944,1859
1962 FIFA Men's World Cup,WC-1962,1962,WC-1962_008,8,1962-05-31,Group Stage,played,Soviet Union,SUN,SUN,UEFA,Yugoslavia,YUG,YUG,UEFA,TRUE,Arica,Chile,TRUE,2031,1983
1962 FIFA Men's World Cup,WC-1962,1962,WC-1962_014,14,1962-06-03,Group Stage,played,Soviet Union,SUN,SUN,UEFA,Colombia,COL,COL,CONMEBOL,FALSE,Arica,Chile,TRUE,2070,1436
1962 FIFA Men's World Cup,WC-1962,1962,WC-1962_020,20,1962-06-06,Group Stage,played,Soviet Union,SUN,SUN,UEFA,Uruguay,URY,URY,CONMEBOL,TRUE,Arica,Chile,TRUE,2042,1869
1962 FIFA Men's World Cup,WC-1962,1962,WC-1962_026,26,1962-06-10,Quarter-final,played,Soviet Union,SUN,SUN,UEFA,Chile,CHL,CHL,CONMEBOL,FALSE,Arica,Chile,FALSE,2058,1771
1966 FIFA Men's World Cup,WC-1966,1966,WC-1966_004,4,1966-07-12,Group Stage,played,Soviet Union,SUN,SUN,UEFA,North Korea,PRK,PRK,AFC,FALSE,Middlesbrough,England,TRUE,2003,1778
1966 FIFA Men's World Cup,WC-1966,1966,WC-1966_016,16,1966-07-16,Group Stage,played,Soviet Union,SUN,SUN,UEFA,Italy,ITA,ITA,UEFA,FALSE,Sunderland,England,TRUE,2026,1998
1966 FIFA Men's World Cup,WC-1966,1966,WC-1966_022,22,1966-07-20,Group Stage,played,Soviet Union,SUN,SUN,UEFA,Chile,CHL,CHL,CONMEBOL,FALSE,Sunderland,England,TRUE,2054,1735
1966 FIFA Men's World Cup,WC-1966,1966,WC-1966_027,27,1966-07-23,Quarter-final,played,Soviet Union,SUN,SUN,UEFA,Hungary,HUN,HUN,UEFA,FALSE,Sunderland,England,TRUE,2062,1977
1966 FIFA Men's World Cup,WC-1966,1966,WC-1966_029,29,1966-07-25,Semi-final,played,Soviet Union,SUN,SUN,UEFA,Germany,GER,DEU,UEFA,FALSE,Liverpool,England,TRUE,1922,1923
1966 FIFA Men's World Cup,WC-1966,1966,WC-1966_031,31,1966-07-28,Third Place,played,Soviet Union,SUN,SUN,UEFA,Portugal,PRT,PRT,UEFA,FALSE,London,England,TRUE,2051,1983
