tournament_id,year,team_id,team,team_code,confederation,tournament_name,placement,position,matches_played
WC-2006,2006,ITA,Italy,ITA,UEFA,2006 FIFA Men's World Cup,Winner,1,7
WC-2006,2006,FRA,France,FRA,UEFA,2006 FIFA Men's World Cup,Runner-up,2,7
WC-2006,2006,GER,Germany,DEU,UEFA,2006 FIFA Men's World Cup,Third Place,3,7
WC-2006,2006,PRT,Portugal,PRT,UEFA,2006 FIFA Men's World Cup,Fourth Place,4,7
WC-2006,2006,ARG,Argentina,ARG,CONMEBOL,2006 FIFA Men's World Cup,Quarter-final,8,5
WC-2006,2006,BRA,Brazil,BRA,CONMEBOL,2006 FIFA Men's World Cup,Quarter-final,8,5
WC-2006,2006,ENG,England,ENG,UEFA,2006 FIFA Men's World Cup,Quarter-final,8,5
WC-2006,2006,UKR,Ukraine,UKR,UEFA,2006 FIFA Men's World Cup,Quarter-final,8,5
WC-2006,2006,AUS,Australia,AUS,AFC,2006 FIFA Men's World Cup,Round of 16,16,4
WC-2006,2006,ECU,Ecuador,ECU,CONMEBOL,2006 FIFA Men's World Cup,Round of 16,16,4
WC-2006,2006,GHA,Ghana,GHA,CAF,2006 FIFA Men's World Cup,Round of 16,16,4
WC-2006,2006,MEX,Mexico,MEX,CONCACAF,2006 FIFA Men's World Cup,Round of 16,16,4
WC-2006,2006,NED,Netherlands,NLD,UEFA,2006 FIFA Men's World Cup,Round of 16,16,4
WC-2006,2006,ESP,Spain,ESP,UEFA,2006 FIFA Men's World Cup,Round of 16,16,4
WC-2006,2006,SWE,Sweden,SWE,UEFA,2006 FIFA Men's World Cup,Round of 16,16,4
WC-2006,2006,CHE,Switzerland,CHE,UEFA,2006 FIFA Men's World Cup,Round of 16,16,4
WC-2006,2006,AGO,Angola,AGO,CAF,2006 FIFA Men's World Cup,Group Stage,32,3
WC-2006,2006,CRI,Costa Rica,CRI,CONCACAF,2006 FIFA Men's World Cup,Group Stage,32,3
WC-2006,2006,HRV,Croatia,HRV,UEFA,2006 FIFA Men's World Cup,Group Stage,32,3
WC-2006,2006,CZE,Czechia,CZE,UEFA,2006 FIFA Men's World Cup,Group Stage,32,3
WC-2006,2006,IRN,Iran,IRN,AFC,2006 FIFA Men's World Cup,Group Stage,32,3
WC-2006,2006,CIV,Ivory Coast,CIV,CAF,2006 FIFA Men's World Cup,Group Stage,32,3
WC-2006,2006,JPN,Japan,JPN,AFC,2006 FIFA Men's World Cup,Group Stage,32,3
WC-2006,2006,PRY,Paraguay,PRY,CONMEBOL,2006 FIFA Men's World Cup,Group Stage,32,3
WC-2006,2006,POL,Poland,POL,UEFA,2006 FIFA Men's World Cup,Group Stage,32,3
WC-2006,2006,KSA,Saudi Arabia,SAU,AFC,2006 FIFA Men's World Cup,Group Stage,32,3
WC-2006,2006,SCG,Serbia and Montenegro,SCG,UEFA,2006 FIFA Men's World Cup,Group Stage,32,3
WC-2006,2006,KOR,South Korea,KOR,AFC,2006 FIFA Men's World Cup,Group Stage,32,3
WC-2006,2006,TGO,Togo,TGO,CAF,2006 FIFA Men's World Cup,Group Stage,32,3
WC-2006,2006,TTO,Trinidad and Tobago,TTO,CONCACAF,2006 FIFA Men's World Cup,Group Stage,32,3
WC-2006,2006,TUN,Tunisia,TUN,CAF,2006 FIFA Men's World Cup,Group Stage,32,3
WC-2006,2006,USA,United States,USA,CONCACAF,2006 FIFA Men's World Cup,Group Stage,32,3
