tournament_id,match_id,match_number,date,stage,status,home_team,away_team,home_team_id,away_team_id,home_team_code,away_team_code,home_team_confederation,away_team_confederation,home_elo_start,away_elo_start,city,country,neutral
WC-2006,WC-2006_001,1,2006-06-09,Group Stage,played,Germany,Costa Rica,GER,CRI,DEU,CRI,UEFA,CONCACAF,1895,1724,Munich,Germany,FALSE
WC-2006,WC-2006_002,2,2006-06-09,Group Stage,played,Poland,Ecuador,POL,ECU,POL,ECU,UEFA,CONMEBOL,1821,1700,Gelsenkirchen,Germany,TRUE
WC-2006,WC-2006_003,3,2006-06-10,Group Stage,played,Argentina,Ivory Coast,ARG,CIV,ARG,CIV,CONMEBOL,CAF,1922,1766,Hamburg,Germany,TRUE
WC-2006,WC-2006_004,4,2006-06-10,Group Stage,played,England,Paraguay,ENG,PRY,ENG,PRY,UEFA,CONMEBOL,1973,1779,Frankfurt am Main,Germany,TRUE
WC-2006,WC-2006_005,5,2006-06-10,Group Stage,played,Trinidad and Tobago,Sweden,TTO,SWE,TTO,SWE,CONCACAF,UEFA,1566,1859,Dortmund,Germany,TRUE
WC-2006,WC-2006_006,6,2006-06-11,Group Stage,played,Angola,Portugal,AGO,PRT,AGO,PRT,CAF,UEFA,1565,1915,Cologne,Germany,TRUE
WC-2006,WC-2006_007,7,2006-06-11,Group Stage,played,Mexico,Iran,MEX,IRN,MEX,IRN,CONCACAF,AFC,1839,1842,Nuremberg,Germany,TRUE
WC-2006,WC-2006_008,8,2006-06-11,Group Stage,played,Serbia and Montenegro,Netherlands,SCG,NED,SCG,NLD,UEFA,UEFA,1800,1994,Leipzig,Germany,TRUE
WC-2006,WC-2006_009,9,2006-06-12,Group Stage,played,Australia,Japan,AUS,JPN,AUS,JPN,AFC,AFC,1798,1789,Kaiserslautern,Germany,TRUE
WC-2006,WC-2006_010,10,2006-06-12,Group Stage,played,Italy,Ghana,ITA,GHA,ITA,GHA,UEFA,CAF,1943,1616,Hanover,Germany,TRUE
WC-2006,WC-2006_011,11,2006-06-12,Group Stage,played,United States,Czechia,USA,CZE,USA,CZE,CONCACAF,UEFA,1824,1971,Gelsenkirchen,Germany,TRUE
WC-2006,WC-2006_012,12,2006-06-13,Group Stage,played,Brazil,Croatia,BRA,HRV,BRA,HRV,CONMEBOL,UEFA,2034,1838,Berlin,Germany,TRUE
WC-2006,WC-2006_013,13,2006-06-13,Group Stage,played,France,Switzerland,FRA,CHE,FRA,CHE,UEFA,UEFA,1970,1799,Stuttgart,Germany,TRUE
WC-2006,WC-2006_014,14,2006-06-13,Group Stage,played,South Korea,Togo,KOR,TGO,KOR,TGO,AFC,CAF,1744,1488,Frankfurt am Main,Germany,TRUE
WC-2006,WC-2006_015,15,2006-06-14,Group Stage,played,Germany,Poland,GER,POL,DEU,POL,UEFA,UEFA,1911,1761,Dortmund,Germany,FALSE
WC-2006,WC-2006_016,16,2006-06-14,Group Stage,played,Spain,Ukraine,ESP,UKR,ESP,UKR,UEFA,UEFA,1964,1790,Leipzig,Germany,TRUE
WC-2006,WC-2006_017,17,2006-06-14,Group Stage,played,Tunisia,Saudi Arabia,TUN,KSA,TUN,SAU,CAF,AFC,1703,1554,Munich,Germany,TRUE
WC-2006,WC-2006_018,18,2006-06-15,Group Stage,played,Ecuador,Costa Rica,ECU,CRI,ECU,CRI,CONMEBOL,CONCACAF,1760,1708,Hamburg,Germany,TRUE
WC-2006,WC-2006_019,19,2006-06-15,Group Stage,played,England,Trinidad and Tobago,ENG,TTO,ENG,TTO,UEFA,CONCACAF,1988,1587,Nuremberg,Germany,TRUE
WC-2006,WC-2006_020,20,2006-06-15,Group Stage,played,Sweden,Paraguay,SWE,PRY,SWE,PRY,UEFA,CONMEBOL,1838,1764,Berlin,Germany,TRUE
